Temperature	300 K	315 K	330 K	345 K	360 K	400 K	415 K	430 K	445 K
Time	AI	AI	AI	AI	AI	AI	AI	AI	AI
526.8142E+0	29.6731E-9	31.4997E-9	32.1799E-9	31.1864E-9	18.5181E-9	14.7807E-9	14.2268E-9	40.4577E-9	41.0324E-9
527.8466E+0	29.7577E-9	31.3190E-9	31.9407E-9	31.1677E-9	18.5083E-9	14.7272E-9	14.1371E-9	40.4114E-9	40.9287E-9
528.8792E+0	29.7898E-9	31.3607E-9	32.0121E-9	30.8599E-9	18.2389E-9	14.7327E-9	14.1643E-9	40.4380E-9	40.8982E-9
529.9117E+0	29.6793E-9	31.3734E-9	31.8562E-9	30.8057E-9	18.1263E-9	14.7146E-9	14.1677E-9	40.5626E-9	40.7048E-9
530.9442E+0	29.6148E-9	31.1883E-9	31.7547E-9	30.7835E-9	18.0019E-9	14.7215E-9	14.1084E-9	40.4900E-9	40.7577E-9
531.9768E+0	29.5731E-9	31.5888E-9	31.7981E-9	30.8232E-9	18.0545E-9	14.6953E-9	14.1398E-9	40.3361E-9	40.6958E-9
533.0093E+0	29.7310E-9	31.4855E-9	31.8183E-9	30.8865E-9	18.0780E-9	14.6837E-9	14.0991E-9	40.3557E-9	40.7671E-9
534.0417E+0	29.5275E-9	31.3152E-9	31.7623E-9	30.7668E-9	18.0926E-9	14.5890E-9	14.0060E-9	40.4245E-9	40.8854E-9
535.0742E+0	29.6281E-9	31.3380E-9	31.5534E-9	30.6416E-9	18.1439E-9	14.6105E-9	13.9815E-9	40.3110E-9	40.6443E-9
536.1067E+0	29.6625E-9	31.2099E-9	31.3377E-9	30.5941E-9	18.1597E-9	14.5569E-9	13.9550E-9	40.3248E-9	40.6760E-9
537.1393E+0	29.7691E-9	31.0529E-9	31.5599E-9	30.4189E-9	17.9804E-9	14.5169E-9	13.9676E-9	40.2562E-9	40.5969E-9
538.1718E+0	29.4204E-9	30.8677E-9	31.5313E-9	30.4511E-9	18.2020E-9	14.4435E-9	13.9973E-9	40.1128E-9	40.6932E-9
539.2043E+0	29.6331E-9	31.0057E-9	31.6656E-9	30.3060E-9	18.0090E-9	14.4370E-9	13.9095E-9	40.0531E-9	40.6056E-9
540.2368E+0	29.3418E-9	30.9044E-9	31.5272E-9	30.2294E-9	17.9014E-9	14.4160E-9	13.9222E-9	39.9202E-9	40.5699E-9
541.2692E+0	29.4325E-9	30.8859E-9	31.4229E-9	30.2093E-9	17.8597E-9	14.3385E-9	13.9009E-9	40.1061E-9	40.4572E-9
542.3018E+0	29.2906E-9	30.9712E-9	31.4373E-9	30.1962E-9	17.8119E-9	14.3623E-9	13.8800E-9	39.9124E-9	40.5252E-9
543.3343E+0	29.4128E-9	30.8037E-9	31.3774E-9	30.2317E-9	17.5990E-9	14.3440E-9	13.9087E-9	39.8419E-9	40.3793E-9
544.3668E+0	29.1977E-9	30.8882E-9	31.3217E-9	30.1747E-9	17.7435E-9	14.3361E-9	13.8436E-9	39.9659E-9	40.1884E-9
545.3993E+0	29.3216E-9	30.8213E-9	31.2090E-9	30.1492E-9	17.6292E-9	14.2187E-9	13.8433E-9	40.1327E-9	40.2474E-9
546.4318E+0	29.3270E-9	30.6838E-9	31.0831E-9	30.0057E-9	17.6241E-9	14.1615E-9	13.7808E-9	39.9184E-9	40.2146E-9
547.4643E+0	29.1602E-9	30.8654E-9	31.1237E-9	29.9826E-9	17.5637E-9	14.1927E-9	13.7663E-9	39.8752E-9	40.2675E-9
548.4968E+0	29.1271E-9	30.6721E-9	31.1972E-9	29.9721E-9	17.4075E-9	14.1612E-9	13.6892E-9	39.7950E-9	40.3163E-9
549.5293E+0	28.9465E-9	30.6676E-9	31.0677E-9	29.9548E-9	17.3870E-9	14.1433E-9	13.6189E-9	39.8256E-9	40.1089E-9
550.5618E+0	28.8739E-9	30.5539E-9	31.0361E-9	29.8477E-9	17.3599E-9	14.1146E-9	13.6439E-9	39.7282E-9	40.1261E-9
551.5944E+0	29.1272E-9	30.5743E-9	30.9395E-9	29.8205E-9	17.2395E-9	14.1026E-9	13.6228E-9	39.5870E-9	40.1342E-9
552.6269E+0	28.9351E-9	30.6883E-9	31.0497E-9	29.8319E-9	17.2157E-9	14.0978E-9	13.5887E-9	39.6788E-9	39.8740E-9
553.6594E+0	28.7934E-9	30.7537E-9	30.9147E-9	29.7495E-9	17.3226E-9	14.0590E-9	13.5902E-9	39.6404E-9	40.1043E-9
554.6918E+0	28.6475E-9	30.6716E-9	30.9422E-9	29.8251E-9	17.0325E-9	14.0135E-9	13.5283E-9	39.5760E-9	39.9664E-9
555.7244E+0	28.7659E-9	30.7747E-9	30.9113E-9	29.6949E-9	16.8963E-9	14.0321E-9	13.5074E-9	39.5081E-9	40.0549E-9
556.7568E+0	28.8428E-9	30.6534E-9	30.8373E-9	29.5799E-9	16.9583E-9	14.0015E-9	13.5337E-9	39.5506E-9	39.9311E-9
557.7894E+0	28.8744E-9	30.5194E-9	30.8061E-9	29.4360E-9	16.9366E-9	13.9832E-9	13.5028E-9	39.4745E-9	40.0106E-9
558.8220E+0	28.8965E-9	30.4687E-9	30.8598E-9	29.6059E-9	16.8454E-9	14.0075E-9	13.5552E-9	39.3478E-9	39.7242E-9
559.8544E+0	28.8442E-9	30.2738E-9	30.7468E-9	29.3943E-9	16.9482E-9	13.9868E-9	13.5024E-9	39.2412E-9	39.7955E-9
560.8870E+0	28.8134E-9	30.1821E-9	30.8372E-9	29.3056E-9	16.9003E-9	13.9183E-9	13.4324E-9	39.3333E-9	39.7678E-9
561.9195E+0	28.7796E-9	30.3023E-9	30.7408E-9	29.4328E-9	16.8343E-9	13.8900E-9	13.3942E-9	39.2407E-9	39.7870E-9
562.9520E+0	28.6257E-9	30.0605E-9	30.6032E-9	29.4033E-9	16.7781E-9	13.8237E-9	13.3853E-9	39.1308E-9	39.7986E-9
563.9844E+0	28.9039E-9	30.1599E-9	30.4414E-9	29.2630E-9	16.8277E-9	13.8521E-9	13.3393E-9	39.3299E-9	39.7320E-9
565.0170E+0	28.8263E-9	30.1495E-9	30.3846E-9	29.2891E-9	16.7128E-9	13.8202E-9	13.3011E-9	39.1639E-9	39.7936E-9
566.0495E+0	28.9307E-9	30.0356E-9	30.4222E-9	29.2679E-9	16.7244E-9	13.7951E-9	13.3281E-9	39.2678E-9	39.8630E-9
567.0821E+0	28.8347E-9	30.0651E-9	30.2965E-9	29.2011E-9	16.5649E-9	13.7395E-9	13.3471E-9	39.1403E-9	39.7372E-9
568.1145E+0	28.6084E-9	29.8534E-9	30.1204E-9	29.2208E-9	16.6278E-9	13.7730E-9	13.3749E-9	38.9466E-9	39.6786E-9
569.1470E+0	28.8454E-9	29.7896E-9	30.0538E-9	29.1933E-9	16.6502E-9	13.6790E-9	13.3161E-9	39.0786E-9	39.6529E-9
570.1795E+0	28.8020E-9	29.8282E-9	29.8905E-9	29.0297E-9	16.6544E-9	13.6635E-9	13.2934E-9	38.9298E-9	39.5545E-9
571.2120E+0	28.8542E-9	29.8901E-9	29.8764E-9	29.0090E-9	16.5677E-9	13.6599E-9	13.2766E-9	38.8114E-9	39.5055E-9
572.2445E+0	28.8567E-9	29.8216E-9	29.9903E-9	29.0752E-9	16.6169E-9	13.6658E-9	13.2189E-9	38.7817E-9	39.3067E-9
573.2770E+0	28.7273E-9	29.7345E-9	30.0104E-9	28.9068E-9	16.5083E-9	13.5886E-9	13.2154E-9	38.7185E-9	39.1438E-9
574.3096E+0	28.4919E-9	29.5757E-9	29.7837E-9	28.8984E-9	16.4937E-9	13.5814E-9	13.1990E-9	38.7120E-9	39.4142E-9
575.3421E+0	28.5866E-9	29.6529E-9	29.8964E-9	28.8412E-9	16.4571E-9	13.5779E-9	13.1406E-9	38.7081E-9	39.1307E-9
576.3746E+0	28.4337E-9	29.7094E-9	29.8751E-9	28.7592E-9	16.4037E-9	13.5719E-9	13.0634E-9	38.7338E-9	39.1688E-9
577.4070E+0	28.5409E-9	29.7108E-9	29.5393E-9	28.7922E-9	16.4259E-9	13.5634E-9	13.1270E-9	38.7325E-9	39.0347E-9
578.4395E+0	28.5497E-9	29.6075E-9	29.8564E-9	28.6757E-9	16.3599E-9	13.4357E-9	13.0165E-9	38.7673E-9	38.9666E-9
579.4720E+0	28.6372E-9	29.7165E-9	29.8073E-9	28.6715E-9	16.2319E-9	13.4904E-9	12.9936E-9	38.5030E-9	38.9840E-9
580.5046E+0	28.5069E-9	29.6209E-9	29.7600E-9	28.5267E-9	16.3081E-9	13.5578E-9	13.0594E-9	38.6180E-9	38.9230E-9
581.5371E+0	28.5584E-9	29.4741E-9	29.6513E-9	28.6611E-9	16.3544E-9	13.4323E-9	12.9631E-9	38.5925E-9	39.0459E-9
582.5697E+0	28.3964E-9	29.5273E-9	29.5931E-9	28.7262E-9	16.2729E-9	13.4038E-9	12.9778E-9	38.5780E-9	38.9962E-9
583.6022E+0	28.2979E-9	29.5113E-9	29.8215E-9	28.5519E-9	16.3941E-9	13.3515E-9	12.9844E-9	38.5316E-9	39.1006E-9
584.6346E+0	28.4241E-9	29.4611E-9	29.6654E-9	28.5195E-9	16.3603E-9	13.2926E-9	12.9104E-9	38.5000E-9	38.8663E-9
585.6671E+0	28.2817E-9	29.5112E-9	29.6558E-9	28.5411E-9	16.3048E-9	13.3114E-9	12.9911E-9	38.5471E-9	39.2197E-9
586.6996E+0	28.1724E-9	29.4344E-9	29.5328E-9	28.3783E-9	16.3279E-9	13.3225E-9	12.9461E-9	38.4118E-9	38.8210E-9
587.7321E+0	28.0327E-9	29.5347E-9	29.5697E-9	28.2227E-9	16.2515E-9	13.3078E-9	12.8843E-9	38.5082E-9	38.9083E-9
588.7646E+0	28.2402E-9	29.4169E-9	29.7839E-9	28.2999E-9	16.0756E-9	13.2329E-9	12.8899E-9	38.4787E-9	39.0697E-9
589.7972E+0	28.1077E-9	29.4050E-9	29.4586E-9	28.3462E-9	16.1445E-9	13.2077E-9	12.8858E-9	38.4901E-9	38.9305E-9
590.8297E+0	28.1570E-9	29.5637E-9	29.6592E-9	28.2019E-9	16.2319E-9	13.1848E-9	12.8427E-9	38.3971E-9	38.9646E-9
591.8622E+0	28.0888E-9	29.3734E-9	29.5933E-9	28.2727E-9	16.0992E-9	13.1095E-9	12.8092E-9	38.3266E-9	38.9628E-9
592.8946E+0	28.0288E-9	29.2254E-9	29.5020E-9	28.1228E-9	16.1419E-9	13.1592E-9	12.7662E-9	38.2073E-9	39.0967E-9
593.9271E+0	27.8770E-9	29.1893E-9	29.4039E-9	28.1252E-9	16.0524E-9	13.0909E-9	12.7043E-9	38.3721E-9	38.9282E-9
594.9596E+0	27.9174E-9	29.2608E-9	29.3963E-9	28.1579E-9	16.1362E-9	13.0586E-9	12.6694E-9	38.4250E-9	38.8643E-9
595.9921E+0	28.0099E-9	29.2318E-9	29.1613E-9	28.2207E-9	16.0399E-9	13.0353E-9	12.7232E-9	38.3897E-9	38.7358E-9
597.0246E+0	27.9580E-9	29.0270E-9	29.2367E-9	28.1439E-9	15.9595E-9	13.0681E-9	12.6787E-9	38.3472E-9	38.8938E-9
598.0571E+0	27.9984E-9	29.1414E-9	29.3588E-9	28.2339E-9	15.8955E-9	13.0624E-9	12.6728E-9	38.3183E-9	38.8960E-9
599.0895E+0	27.9035E-9	29.2264E-9	29.1205E-9	27.9173E-9	15.8105E-9	12.9950E-9	12.6600E-9	38.1496E-9	38.7974E-9
600.1220E+0	27.8974E-9	29.2488E-9	28.9727E-9	28.0121E-9	15.7775E-9	12.9367E-9	12.6871E-9	38.2383E-9	38.6810E-9
601.1545E+0	27.8430E-9	29.1556E-9	29.1800E-9	28.0142E-9	15.6725E-9	12.8738E-9	12.6715E-9	38.0802E-9	38.6172E-9
602.1871E+0	27.7020E-9	29.1676E-9	29.0860E-9	27.8697E-9	15.6343E-9	12.8782E-9	12.6511E-9	38.1161E-9	38.5782E-9
603.2196E+0	27.6204E-9	29.0056E-9	28.9490E-9	27.8801E-9	15.7295E-9	12.9323E-9	12.6375E-9	38.0646E-9	38.5036E-9
604.2521E+0	27.6832E-9	29.0985E-9	28.7606E-9	27.8545E-9	15.6528E-9	12.9467E-9	12.5839E-9	38.1191E-9	38.3788E-9
605.2846E+0	27.5534E-9	29.0990E-9	29.0166E-9	27.7743E-9	15.6393E-9	12.9529E-9	12.5646E-9	37.9945E-9	38.4690E-9
606.3171E+0	27.5798E-9	29.0121E-9	29.0211E-9	27.8001E-9	15.6977E-9	12.9079E-9	12.5515E-9	37.9368E-9	38.2524E-9
607.3496E+0	27.6610E-9	28.9523E-9	29.1155E-9	27.7666E-9	15.7448E-9	12.8779E-9	12.5027E-9	37.7800E-9	38.3542E-9
608.3821E+0	27.6934E-9	29.0199E-9	28.9931E-9	27.6597E-9	15.7503E-9	12.8984E-9	12.4916E-9	37.9732E-9	38.2521E-9
609.4147E+0	27.4954E-9	29.0923E-9	29.0920E-9	27.6731E-9	15.5755E-9	12.8375E-9	12.4649E-9	38.0816E-9	38.2354E-9
610.4472E+0	27.4761E-9	28.8511E-9	29.1541E-9	27.5811E-9	15.7554E-9	12.8241E-9	12.4482E-9	37.9537E-9	38.2575E-9
611.4797E+0	27.4432E-9	28.9026E-9	29.1778E-9	27.5493E-9	15.4823E-9	12.7531E-9	12.4216E-9	37.7303E-9	38.4803E-9
612.5121E+0	27.4440E-9	28.8702E-9	29.0542E-9	27.3377E-9	15.5212E-9	12.7203E-9	12.4620E-9	37.8298E-9	38.1452E-9
613.5446E+0	27.4765E-9	28.7918E-9	28.9830E-9	27.3104E-9	15.5028E-9	12.6705E-9	12.4647E-9	37.7107E-9	38.0673E-9
614.5771E+0	27.5386E-9	28.8078E-9	29.0017E-9	27.2868E-9	15.5003E-9	12.6665E-9	12.3995E-9	37.6350E-9	37.9899E-9
615.6097E+0	27.5354E-9	28.7324E-9	28.9909E-9	27.3302E-9	15.5255E-9	12.6888E-9	12.3771E-9	37.5592E-9	37.8410E-9
616.6422E+0	27.4861E-9	28.6489E-9	28.7948E-9	27.3113E-9	15.3461E-9	12.6448E-9	12.3292E-9	37.6930E-9	37.7758E-9
617.6747E+0	27.3648E-9	28.6038E-9	28.9168E-9	27.3043E-9	15.3324E-9	12.6151E-9	12.3442E-9	37.5823E-9	37.8949E-9
618.7072E+0	27.4024E-9	28.6871E-9	28.7795E-9	27.1268E-9	15.2983E-9	12.5524E-9	12.2978E-9	37.4728E-9	38.0079E-9
619.7397E+0	27.2390E-9	28.7494E-9	28.6388E-9	27.1297E-9	15.2498E-9	12.4914E-9	12.2976E-9	37.4011E-9	38.1311E-9
620.7722E+0	27.1419E-9	28.7011E-9	28.6719E-9	27.1087E-9	15.1465E-9	12.5152E-9	12.2886E-9	37.4967E-9	37.8952E-9
621.8047E+0	27.3966E-9	28.6740E-9	28.6594E-9	27.0997E-9	15.1370E-9	12.5627E-9	12.2542E-9	37.2866E-9	37.7558E-9
622.8373E+0	27.4218E-9	28.4295E-9	28.5659E-9	27.0672E-9	15.0906E-9	12.5282E-9	12.2725E-9	37.3987E-9	37.7788E-9
623.8698E+0	27.2946E-9	28.4545E-9	28.4607E-9	27.0411E-9	15.0706E-9	12.5454E-9	12.2546E-9	37.3105E-9	37.8175E-9
624.9023E+0	27.1869E-9	28.5682E-9	28.4261E-9	27.0617E-9	14.9782E-9	12.5469E-9	12.2806E-9	37.2920E-9	37.7284E-9
625.9348E+0	27.0903E-9	28.5535E-9	28.3320E-9	27.0672E-9	14.9211E-9	12.4994E-9	12.1695E-9	37.2954E-9	37.7974E-9
626.9672E+0	27.1928E-9	28.3592E-9	28.3442E-9	27.0794E-9	14.8207E-9	12.4438E-9	12.2027E-9	37.1606E-9	37.7366E-9
627.9998E+0	27.0778E-9	28.5387E-9	28.2551E-9	26.9580E-9	14.8506E-9	12.3939E-9	12.1580E-9	37.1128E-9	37.7629E-9
629.0323E+0	27.1060E-9	28.6019E-9	28.1996E-9	26.9509E-9	14.8908E-9	12.4415E-9	12.2003E-9	37.1468E-9	37.7450E-9
630.0648E+0	27.1201E-9	28.7028E-9	28.1234E-9	26.9003E-9	14.7720E-9	12.3805E-9	12.1782E-9	37.1116E-9	37.7655E-9
631.0974E+0	26.9811E-9	28.5525E-9	28.2676E-9	26.8103E-9	14.7732E-9	12.3922E-9	12.1226E-9	37.2517E-9	37.8841E-9
632.1299E+0	27.1297E-9	28.6453E-9	28.1922E-9	26.9491E-9	14.8013E-9	12.3360E-9	12.1132E-9	37.0243E-9	37.6046E-9
633.1624E+0	27.1370E-9	28.4985E-9	28.2377E-9	26.9088E-9	14.6470E-9	12.3908E-9	12.1828E-9	37.1209E-9	37.4569E-9
634.1948E+0	27.0647E-9	28.4685E-9	28.2433E-9	26.9087E-9	14.5886E-9	12.3110E-9	12.1832E-9	36.9282E-9	37.5702E-9
635.2274E+0	27.1124E-9	28.4535E-9	28.1443E-9	26.8807E-9	14.6748E-9	12.2655E-9	12.1873E-9	36.9390E-9	37.5699E-9
636.2598E+0	27.2264E-9	28.5409E-9	28.2715E-9	26.8816E-9	14.6046E-9	12.2597E-9	12.1387E-9	36.9978E-9	37.5409E-9
637.2924E+0	27.0469E-9	28.4123E-9	28.0402E-9	26.8615E-9	14.5413E-9	12.2129E-9	12.0937E-9	36.8359E-9	37.6802E-9
638.3249E+0	27.1003E-9	28.5441E-9	28.0148E-9	26.7838E-9	14.5397E-9	12.1716E-9	12.0895E-9	36.9855E-9	37.3014E-9
639.3575E+0	26.8221E-9	28.3668E-9	27.9333E-9	26.6415E-9	14.4479E-9	12.2301E-9	12.0802E-9	37.0212E-9	37.3559E-9
640.3900E+0	26.8239E-9	28.3489E-9	28.0544E-9	26.7460E-9	14.4389E-9	12.1709E-9	12.0622E-9	36.8731E-9	37.4241E-9
641.4224E+0	26.9019E-9	28.2209E-9	28.0172E-9	26.6864E-9	14.3910E-9	12.1687E-9	12.0128E-9	36.9617E-9	37.1725E-9
642.4549E+0	26.7928E-9	28.2549E-9	27.9328E-9	26.6492E-9	14.3420E-9	12.1409E-9	12.0735E-9	36.9310E-9	37.3052E-9
643.4874E+0	26.8203E-9	28.2064E-9	27.9360E-9	26.6204E-9	14.2952E-9	12.1338E-9	12.0821E-9	37.0220E-9	37.3140E-9
644.5200E+0	26.8556E-9	28.0884E-9	27.8568E-9	26.6434E-9	14.2891E-9	12.0985E-9	12.1201E-9	36.8495E-9	37.1838E-9
645.5525E+0	26.7318E-9	28.1380E-9	27.8921E-9	26.7414E-9	14.2782E-9	12.1840E-9	12.0563E-9	36.8578E-9	37.4239E-9
646.5850E+0	26.5331E-9	28.3090E-9	27.8147E-9	26.6245E-9	14.2841E-9	12.0807E-9	12.0522E-9	36.8300E-9	37.2581E-9
647.6176E+0	26.6207E-9	28.0964E-9	27.8712E-9	26.4087E-9	14.1965E-9	12.1037E-9	12.0157E-9	36.9410E-9	37.2594E-9
648.6500E+0	26.6598E-9	28.1707E-9	27.9014E-9	26.4130E-9	14.1498E-9	12.0047E-9	11.9995E-9	36.9458E-9	37.1430E-9
649.6825E+0	26.7943E-9	28.1428E-9	27.7796E-9	26.5030E-9	14.0844E-9	12.0226E-9	11.9991E-9	36.9222E-9	37.1734E-9
650.7150E+0	26.8073E-9	28.0871E-9	27.8846E-9	26.5598E-9	14.0733E-9	12.0463E-9	12.0105E-9	36.7032E-9	37.2179E-9
651.7475E+0	26.6744E-9	28.0428E-9	27.6570E-9	26.3097E-9	14.0552E-9	12.0358E-9	11.9829E-9	36.5890E-9	36.8911E-9
652.7801E+0	26.6064E-9	27.9760E-9	27.8294E-9	26.3450E-9	14.0075E-9	11.9728E-9	11.9722E-9	36.5880E-9	37.1098E-9
653.8126E+0	26.5376E-9	28.0747E-9	27.5875E-9	26.2231E-9	14.0435E-9	11.9479E-9	11.9691E-9	36.5194E-9	37.2743E-9
654.8452E+0	26.4667E-9	28.1382E-9	27.6224E-9	26.5072E-9	14.0133E-9	11.8937E-9	11.9490E-9	36.5707E-9	36.8965E-9
655.8777E+0	26.3559E-9	27.9171E-9	27.7703E-9	26.2548E-9	13.9443E-9	11.9052E-9	11.9246E-9	36.4975E-9	37.0108E-9
656.9101E+0	26.4912E-9	27.5793E-9	27.4626E-9	26.2427E-9	14.0103E-9	11.8221E-9	11.9391E-9	36.4444E-9	36.7969E-9
657.9426E+0	26.3660E-9	27.8723E-9	27.4981E-9	26.0744E-9	13.9229E-9	11.8298E-9	11.9510E-9	36.4470E-9	36.7604E-9
658.9750E+0	26.4153E-9	27.6069E-9	27.6080E-9	26.0103E-9	13.7988E-9	11.8168E-9	11.8929E-9	36.4384E-9	36.6710E-9
660.0076E+0	26.4461E-9	27.6192E-9	27.6242E-9	26.0286E-9	13.7903E-9	11.8140E-9	11.8727E-9	36.4692E-9	36.6492E-9
661.0402E+0	26.4113E-9	27.6525E-9	27.5853E-9	25.9421E-9	13.8070E-9	11.8027E-9	11.8763E-9	36.2974E-9	36.7522E-9
662.0727E+0	26.2398E-9	27.5758E-9	27.3793E-9	25.8407E-9	13.8380E-9	11.7599E-9	11.8528E-9	36.3793E-9	36.7357E-9
663.1052E+0	26.2526E-9	27.6971E-9	27.4332E-9	25.9875E-9	13.7631E-9	11.7428E-9	11.8022E-9	36.3761E-9	36.6233E-9
664.1377E+0	26.1203E-9	27.6303E-9	27.3558E-9	25.9766E-9	13.8263E-9	11.7227E-9	11.8484E-9	36.2416E-9	36.6865E-9
665.1701E+0	26.3270E-9	27.4560E-9	27.4296E-9	25.8218E-9	13.7839E-9	11.7668E-9	11.8414E-9	36.2213E-9	36.6829E-9
666.2026E+0	26.3868E-9	27.4195E-9	27.4019E-9	25.8708E-9	13.7579E-9	11.7989E-9	11.8466E-9	36.1094E-9	36.6179E-9
667.2352E+0	26.5004E-9	27.5590E-9	27.5068E-9	25.8962E-9	13.6115E-9	11.8031E-9	11.8492E-9	36.2425E-9	36.7404E-9
668.2677E+0	26.2579E-9	27.6906E-9	27.4541E-9	25.8101E-9	13.5578E-9	11.7334E-9	11.8472E-9	36.1037E-9	36.6407E-9
669.3002E+0	26.3176E-9	27.6362E-9	27.2319E-9	25.9769E-9	13.5250E-9	11.7424E-9	11.7920E-9	36.0931E-9	36.6544E-9
670.3327E+0	26.2070E-9	27.7331E-9	27.4097E-9	25.7793E-9	13.4720E-9	11.6995E-9	11.7745E-9	36.0874E-9	36.7694E-9
671.3652E+0	26.2349E-9	27.5395E-9	27.3412E-9	25.6861E-9	13.5150E-9	11.7251E-9	11.7837E-9	36.0499E-9	36.7226E-9
672.3976E+0	26.1746E-9	27.4978E-9	27.3222E-9	25.6873E-9	13.3911E-9	11.7075E-9	11.7257E-9	36.1593E-9	36.7691E-9
673.4301E+0	26.1405E-9	27.5081E-9	27.3365E-9	25.6914E-9	13.3720E-9	11.7205E-9	11.7285E-9	36.0863E-9	36.6422E-9
674.4626E+0	26.1924E-9	27.4355E-9	27.1708E-9	25.6322E-9	13.3394E-9	11.6997E-9	11.6853E-9	36.0715E-9	36.6315E-9
675.4952E+0	26.1226E-9	27.3645E-9	27.0453E-9	25.5391E-9	13.3856E-9	11.6762E-9	11.6622E-9	36.2508E-9	36.5462E-9
676.5277E+0	25.9326E-9	27.4839E-9	27.1747E-9	25.6662E-9	13.4531E-9	11.6029E-9	11.5657E-9	36.2858E-9	36.6051E-9
677.5602E+0	26.0143E-9	27.5248E-9	27.1664E-9	25.5585E-9	13.3728E-9	11.6059E-9	11.6489E-9	36.3039E-9	36.5379E-9
678.5927E+0	26.0608E-9	27.5688E-9	27.0666E-9	25.5669E-9	13.4501E-9	11.5612E-9	11.6313E-9	36.0170E-9	36.2860E-9
679.6252E+0	25.8825E-9	27.2965E-9	27.0863E-9	25.5985E-9	13.4617E-9	11.5712E-9	11.5899E-9	35.9329E-9	36.3491E-9
680.6577E+0	26.0671E-9	27.1715E-9	26.9744E-9	25.5217E-9	13.3944E-9	11.5834E-9	11.5637E-9	35.9696E-9	36.3135E-9
681.6902E+0	25.9737E-9	27.1353E-9	26.9506E-9	25.5263E-9	13.4668E-9	11.5380E-9	11.5663E-9	35.7532E-9	36.2905E-9
682.7227E+0	26.1513E-9	27.1291E-9	26.8968E-9	25.4782E-9	13.4271E-9	11.4754E-9	11.5467E-9	36.0385E-9	36.3458E-9
683.7552E+0	26.0564E-9	26.9527E-9	26.9435E-9	25.3481E-9	13.3718E-9	11.4404E-9	11.5771E-9	35.9750E-9	36.3000E-9
684.7877E+0	26.0875E-9	27.0305E-9	27.0707E-9	25.3093E-9	13.3491E-9	11.5034E-9	11.5783E-9	35.9660E-9	36.3000E-9
685.8201E+0	25.9337E-9	26.9068E-9	26.9428E-9	25.3332E-9	13.3045E-9	11.5210E-9	11.5886E-9	35.7986E-9	36.3104E-9
686.8526E+0	25.9436E-9	27.0331E-9	27.0037E-9	25.1937E-9	13.3050E-9	11.5268E-9	11.5338E-9	35.8690E-9	36.1636E-9
687.8851E+0	25.7484E-9	27.1288E-9	27.0233E-9	25.1617E-9	13.2778E-9	11.4492E-9	11.5403E-9	35.8815E-9	36.1601E-9
688.9176E+0	25.7369E-9	27.1022E-9	26.8991E-9	25.2490E-9	13.2256E-9	11.4423E-9	11.5119E-9	35.8730E-9	36.0954E-9
689.9501E+0	25.7132E-9	26.9059E-9	27.0480E-9	25.2191E-9	13.1960E-9	11.3931E-9	11.5038E-9	35.8842E-9	36.1983E-9
690.9826E+0	25.8992E-9	26.9909E-9	26.9017E-9	25.1453E-9	13.1399E-9	11.4072E-9	11.4745E-9	35.7012E-9	36.0437E-9
692.0151E+0	25.7528E-9	27.0582E-9	26.9553E-9	25.0130E-9	13.1132E-9	11.4411E-9	11.4852E-9	35.6985E-9	36.0792E-9
693.0476E+0	25.7414E-9	26.9148E-9	26.7963E-9	25.1259E-9	13.1381E-9	11.3926E-9	11.4595E-9	35.7223E-9	36.0004E-9
694.0801E+0	25.6969E-9	26.7522E-9	26.9692E-9	25.1832E-9	13.1204E-9	11.3958E-9	11.4327E-9	35.6729E-9	36.1020E-9
695.1127E+0	25.8808E-9	26.7894E-9	26.9904E-9	25.0678E-9	13.1280E-9	11.3896E-9	11.4451E-9	35.6222E-9	35.9730E-9
696.1452E+0	25.6425E-9	26.7517E-9	26.7259E-9	24.9715E-9	13.0644E-9	11.4050E-9	11.3968E-9	35.6801E-9	35.9067E-9
697.1777E+0	25.8023E-9	26.8442E-9	26.6725E-9	25.1097E-9	13.0761E-9	11.3647E-9	11.4340E-9	35.5352E-9	35.8768E-9
698.2101E+0	25.6829E-9	26.9146E-9	26.7036E-9	25.0153E-9	13.0704E-9	11.3745E-9	11.3856E-9	35.3524E-9	35.9397E-9
699.2426E+0	25.7668E-9	26.8875E-9	26.6032E-9	25.0645E-9	13.1136E-9	11.3386E-9	11.4301E-9	35.3560E-9	35.7565E-9
700.2751E+0	25.6826E-9	26.9249E-9	26.4609E-9	25.0119E-9	13.0835E-9	11.2710E-9	11.4482E-9	35.3325E-9	35.8972E-9
701.3076E+0	25.5377E-9	26.7710E-9	26.4784E-9	24.8765E-9	13.0380E-9	11.2182E-9	11.4023E-9	35.2577E-9	35.9055E-9
702.3401E+0	25.6127E-9	26.6886E-9	26.4611E-9	24.7895E-9	12.9938E-9	11.1790E-9	11.3517E-9	35.2401E-9	35.9090E-9
703.3727E+0	25.5322E-9	26.6178E-9	26.3766E-9	24.6556E-9	12.9634E-9	11.1739E-9	11.3080E-9	35.2687E-9	35.9148E-9
704.4052E+0	25.5623E-9	26.5354E-9	26.2872E-9	24.6938E-9	12.9440E-9	11.1816E-9	11.3371E-9	35.1975E-9	35.9387E-9
705.4376E+0	25.6705E-9	26.6182E-9	26.2479E-9	24.6111E-9	12.9265E-9	11.1678E-9	11.3136E-9	35.1916E-9	35.8418E-9
