Temperature	300 K	315 K	330 K	345 K	360 K	400 K	415 K	430 K	445 K
Time	AI	AI	AI	AI	AI	AI	AI	AI	AI
167.5013E+0	48.9851E-9	53.1766E-9	58.2042E-9	61.9577E-9	55.8862E-9	48.5510E-9	46.4003E-9	59.2025E-9	62.3684E-9
168.5338E+0	49.1423E-9	53.3250E-9	58.1068E-9	61.5365E-9	55.7490E-9	48.3193E-9	46.1421E-9	59.1864E-9	62.3127E-9
169.5663E+0	48.9243E-9	53.0385E-9	57.7042E-9	61.4864E-9	55.2705E-9	48.5101E-9	45.9420E-9	59.3531E-9	62.2315E-9
170.5988E+0	48.8867E-9	52.8520E-9	57.4598E-9	61.2129E-9	55.2076E-9	47.6780E-9	45.4455E-9	58.7917E-9	61.8219E-9
171.6314E+0	48.9374E-9	52.6411E-9	57.3611E-9	61.3710E-9	54.6824E-9	47.7145E-9	45.3851E-9	58.5477E-9	61.7295E-9
172.6639E+0	48.4565E-9	52.5860E-9	56.9967E-9	61.3552E-9	54.3960E-9	47.3379E-9	44.9577E-9	58.4112E-9	61.6087E-9
173.6964E+0	48.6156E-9	52.6164E-9	57.1590E-9	61.1341E-9	53.9439E-9	47.0324E-9	44.9845E-9	58.3403E-9	61.3429E-9
174.7288E+0	48.2724E-9	52.3752E-9	57.2964E-9	60.7943E-9	53.7388E-9	46.8620E-9	44.6911E-9	58.2794E-9	61.3307E-9
175.7613E+0	48.3757E-9	52.6320E-9	56.9311E-9	60.7708E-9	53.4086E-9	46.3835E-9	44.1351E-9	58.0675E-9	61.2836E-9
176.7938E+0	47.8527E-9	52.1825E-9	56.9661E-9	60.4631E-9	53.4456E-9	45.9469E-9	44.1485E-9	58.0792E-9	61.1469E-9
177.8264E+0	48.2422E-9	52.2009E-9	56.7815E-9	60.1924E-9	53.3045E-9	45.7644E-9	43.8642E-9	58.0091E-9	61.0604E-9
178.8589E+0	48.0854E-9	52.4181E-9	56.7307E-9	60.3694E-9	53.0601E-9	45.7733E-9	43.5603E-9	57.9745E-9	60.8802E-9
179.8914E+0	47.9541E-9	51.7790E-9	56.3619E-9	60.0353E-9	52.7082E-9	45.8487E-9	43.3713E-9	57.9677E-9	61.0746E-9
180.9239E+0	48.0615E-9	51.9484E-9	56.2602E-9	59.9785E-9	52.5070E-9	45.4371E-9	43.3098E-9	57.6993E-9	60.8339E-9
181.9564E+0	47.9791E-9	51.7104E-9	56.0013E-9	59.3246E-9	52.3277E-9	45.1875E-9	43.1825E-9	57.5797E-9	60.8178E-9
182.9889E+0	47.6069E-9	51.4920E-9	56.4329E-9	59.3124E-9	51.6398E-9	44.9020E-9	42.6545E-9	57.5167E-9	60.1364E-9
184.0214E+0	47.5890E-9	51.5845E-9	56.0232E-9	59.2621E-9	51.2704E-9	44.4654E-9	42.4285E-9	57.2818E-9	60.3853E-9
185.0539E+0	47.4664E-9	51.5807E-9	56.2204E-9	58.9972E-9	51.4409E-9	44.2115E-9	42.3330E-9	57.1499E-9	60.6075E-9
186.0864E+0	47.4530E-9	50.7911E-9	55.7707E-9	58.8729E-9	51.2213E-9	44.0649E-9	41.8969E-9	57.0774E-9	60.5822E-9
187.1189E+0	47.1237E-9	51.0247E-9	55.7578E-9	58.5795E-9	51.1857E-9	43.7471E-9	41.6771E-9	56.7370E-9	60.0024E-9
188.1514E+0	47.2096E-9	50.9884E-9	55.6250E-9	58.3249E-9	50.8955E-9	43.8635E-9	41.2306E-9	56.8786E-9	59.8825E-9
189.1839E+0	46.8552E-9	50.5816E-9	55.5619E-9	58.2046E-9	50.7807E-9	43.6501E-9	40.9703E-9	56.8422E-9	59.8224E-9
190.2164E+0	46.6652E-9	50.5889E-9	55.1832E-9	58.0058E-9	50.6400E-9	43.4223E-9	40.7531E-9	56.7739E-9	59.6431E-9
191.2489E+0	46.6876E-9	50.5442E-9	55.0688E-9	58.3637E-9	50.4578E-9	43.1674E-9	40.5371E-9	56.4815E-9	59.6168E-9
192.2814E+0	46.3099E-9	50.1263E-9	54.6756E-9	58.2262E-9	49.9552E-9	43.1755E-9	40.6204E-9	56.7179E-9	59.2582E-9
193.3140E+0	46.6567E-9	50.3505E-9	54.4606E-9	57.9637E-9	49.6835E-9	42.7849E-9	40.3462E-9	56.9072E-9	59.1105E-9
194.3465E+0	46.6954E-9	50.0409E-9	54.4831E-9	57.7817E-9	49.2082E-9	42.7081E-9	40.3241E-9	56.7974E-9	59.4142E-9
195.3790E+0	46.4931E-9	50.0992E-9	53.9978E-9	57.7582E-9	49.1017E-9	42.4109E-9	39.8841E-9	56.6189E-9	59.1901E-9
196.4115E+0	46.4777E-9	50.1740E-9	53.9842E-9	57.4869E-9	48.9751E-9	42.0014E-9	39.6549E-9	56.5347E-9	58.9067E-9
197.4440E+0	46.4240E-9	49.8315E-9	54.0279E-9	57.3945E-9	48.9237E-9	41.8949E-9	39.3143E-9	56.1852E-9	59.0002E-9
198.4765E+0	46.4523E-9	49.8580E-9	53.9094E-9	57.1493E-9	48.7733E-9	41.7930E-9	38.9820E-9	56.3074E-9	59.0486E-9
199.5090E+0	46.1204E-9	49.9063E-9	53.9107E-9	56.9955E-9	48.3908E-9	41.3926E-9	38.9746E-9	55.8707E-9	58.8373E-9
200.5416E+0	46.0120E-9	49.5814E-9	53.9169E-9	56.8216E-9	48.4753E-9	41.0163E-9	38.8155E-9	55.8621E-9	58.6958E-9
201.5741E+0	46.0128E-9	49.4463E-9	54.1527E-9	56.5845E-9	48.0952E-9	41.0487E-9	38.8198E-9	55.7323E-9	58.6877E-9
202.6066E+0	46.0088E-9	49.2392E-9	53.5815E-9	56.7065E-9	48.0116E-9	40.8723E-9	38.4790E-9	55.7585E-9	58.5917E-9
203.6390E+0	46.2103E-9	49.2957E-9	54.0036E-9	56.4605E-9	47.6223E-9	40.6088E-9	38.4709E-9	55.6433E-9	58.5368E-9
204.6715E+0	45.8557E-9	49.1362E-9	54.1199E-9	56.2773E-9	47.3896E-9	40.5030E-9	38.0252E-9	55.5421E-9	58.6939E-9
205.7040E+0	45.4790E-9	49.0044E-9	53.6106E-9	55.8314E-9	47.4241E-9	40.3999E-9	37.6705E-9	55.6647E-9	58.0402E-9
206.7366E+0	45.2983E-9	48.8774E-9	53.4408E-9	55.8011E-9	47.4256E-9	40.2899E-9	37.4855E-9	55.5222E-9	57.9356E-9
207.7691E+0	45.3230E-9	48.7479E-9	53.0811E-9	55.6311E-9	47.2240E-9	39.7708E-9	37.2108E-9	55.2472E-9	57.6811E-9
208.8016E+0	45.3561E-9	48.8444E-9	52.9169E-9	55.4960E-9	47.1283E-9	39.5118E-9	37.1371E-9	55.3053E-9	57.8892E-9
209.8341E+0	45.4144E-9	48.6744E-9	52.9482E-9	55.3166E-9	46.8919E-9	39.3975E-9	36.9486E-9	55.1590E-9	57.6923E-9
210.8665E+0	45.2241E-9	48.4351E-9	52.7524E-9	55.7107E-9	46.3027E-9	39.1677E-9	36.9060E-9	55.2763E-9	57.9289E-9
211.8990E+0	45.0793E-9	48.4094E-9	52.4884E-9	55.2910E-9	46.1989E-9	38.9905E-9	36.6235E-9	55.2418E-9	57.7834E-9
212.9315E+0	45.0582E-9	48.5735E-9	52.5559E-9	54.9634E-9	46.3694E-9	38.8688E-9	36.4270E-9	54.9290E-9	57.7958E-9
213.9641E+0	44.8191E-9	48.1366E-9	51.9601E-9	54.7747E-9	45.9198E-9	38.7855E-9	36.1246E-9	54.8892E-9	57.6079E-9
214.9966E+0	45.0075E-9	48.1048E-9	52.1336E-9	54.8669E-9	45.8196E-9	38.5789E-9	35.9697E-9	54.7198E-9	57.4609E-9
216.0292E+0	44.9476E-9	48.0509E-9	51.7458E-9	54.4287E-9	45.6631E-9	38.4698E-9	35.6842E-9	55.0601E-9	56.9919E-9
217.0616E+0	44.6722E-9	47.7721E-9	51.5307E-9	54.4603E-9	45.6400E-9	38.0578E-9	35.5909E-9	54.8272E-9	57.4125E-9
218.0941E+0	44.4403E-9	47.7074E-9	51.4051E-9	54.2966E-9	45.1811E-9	37.8211E-9	35.3911E-9	54.5009E-9	56.9485E-9
219.1266E+0	44.1286E-9	47.7809E-9	51.3735E-9	54.3951E-9	44.7383E-9	37.6445E-9	35.1462E-9	54.3389E-9	57.1409E-9
220.1591E+0	44.0418E-9	47.4380E-9	51.1901E-9	54.2304E-9	44.8414E-9	37.7168E-9	35.0580E-9	54.4898E-9	56.8786E-9
221.1916E+0	43.9306E-9	47.7075E-9	51.2572E-9	53.5733E-9	44.7145E-9	37.6548E-9	34.8513E-9	54.6249E-9	56.9719E-9
222.2242E+0	44.1795E-9	47.6011E-9	50.9630E-9	53.5544E-9	44.6150E-9	37.6083E-9	34.6558E-9	54.4943E-9	56.8029E-9
223.2566E+0	43.8973E-9	47.1123E-9	51.1135E-9	53.4975E-9	44.3782E-9	37.0790E-9	34.5428E-9	54.4316E-9	56.5098E-9
224.2891E+0	44.1357E-9	47.1018E-9	50.8976E-9	53.2612E-9	44.1571E-9	36.9094E-9	34.3479E-9	54.2016E-9	56.5776E-9
225.3216E+0	43.9961E-9	47.0741E-9	50.4361E-9	53.1837E-9	43.9045E-9	36.7449E-9	34.2853E-9	54.1783E-9	56.2638E-9
226.3541E+0	44.1440E-9	46.8187E-9	50.6380E-9	52.9318E-9	44.0126E-9	36.7614E-9	33.9703E-9	54.2731E-9	56.3618E-9
227.3866E+0	43.9081E-9	46.9802E-9	50.7038E-9	53.0034E-9	43.9762E-9	36.4530E-9	33.8553E-9	54.3184E-9	56.1874E-9
228.4191E+0	43.8302E-9	46.7805E-9	50.5577E-9	53.3337E-9	43.5358E-9	36.3659E-9	33.6639E-9	54.1130E-9	56.0916E-9
229.4517E+0	43.8994E-9	46.5498E-9	50.3160E-9	52.9653E-9	43.2916E-9	36.2164E-9	33.5552E-9	54.3413E-9	55.7713E-9
230.4841E+0	43.7460E-9	46.4629E-9	50.3534E-9	52.9758E-9	43.0706E-9	35.8943E-9	33.4298E-9	54.1882E-9	55.8459E-9
231.5166E+0	43.6455E-9	46.3741E-9	50.3025E-9	52.8650E-9	42.9048E-9	35.9781E-9	33.1762E-9	53.9101E-9	55.8635E-9
232.5491E+0	43.6602E-9	46.3127E-9	50.0427E-9	52.6947E-9	42.9777E-9	35.5897E-9	33.1921E-9	53.9912E-9	55.6400E-9
233.5816E+0	43.1128E-9	46.2697E-9	50.0170E-9	52.5356E-9	42.9980E-9	35.4661E-9	33.0213E-9	54.0972E-9	55.2735E-9
234.6142E+0	43.2075E-9	46.1254E-9	50.0922E-9	52.2655E-9	42.7230E-9	35.3552E-9	32.7922E-9	53.9023E-9	55.4337E-9
235.6467E+0	42.9374E-9	45.9265E-9	50.0115E-9	51.7999E-9	42.5209E-9	35.2234E-9	32.6425E-9	53.8554E-9	55.2893E-9
236.6792E+0	43.2528E-9	46.1717E-9	49.9740E-9	52.0276E-9	42.4049E-9	34.9502E-9	32.4980E-9	53.8936E-9	55.1625E-9
237.7117E+0	43.1886E-9	45.9521E-9	49.8189E-9	52.2136E-9	42.2801E-9	35.0221E-9	32.3919E-9	53.8901E-9	55.2013E-9
238.7442E+0	43.0492E-9	45.8746E-9	49.8320E-9	51.9476E-9	42.1404E-9	34.6949E-9	32.2442E-9	53.9346E-9	55.3091E-9
239.7767E+0	43.0283E-9	45.8202E-9	49.6622E-9	52.2193E-9	41.8975E-9	34.6539E-9	32.1776E-9	53.7031E-9	55.5125E-9
240.8092E+0	42.7651E-9	45.7404E-9	49.0924E-9	52.0812E-9	41.7034E-9	34.4894E-9	31.9667E-9	53.6606E-9	55.2357E-9
241.8417E+0	42.9356E-9	45.6645E-9	48.9809E-9	51.4072E-9	41.4793E-9	34.2694E-9	31.7306E-9	53.6840E-9	55.1625E-9
242.8743E+0	42.9241E-9	45.3376E-9	49.0207E-9	51.4519E-9	41.3982E-9	34.2263E-9	31.6562E-9	53.6233E-9	55.1431E-9
243.9068E+0	42.5680E-9	45.5941E-9	49.1545E-9	51.4839E-9	41.1359E-9	34.1595E-9	31.4148E-9	53.4314E-9	55.0393E-9
244.9393E+0	42.8516E-9	45.5082E-9	49.0688E-9	51.0980E-9	41.3202E-9	33.7691E-9	31.5749E-9	53.4587E-9	54.8333E-9
245.9718E+0	42.8663E-9	45.2365E-9	48.9001E-9	50.8065E-9	40.9788E-9	33.4770E-9	31.0795E-9	53.3460E-9	54.9467E-9
247.0043E+0	42.6915E-9	45.3632E-9	49.0519E-9	50.6492E-9	41.1533E-9	33.3798E-9	30.9315E-9	53.2016E-9	54.8605E-9
248.0368E+0	42.8300E-9	45.0576E-9	48.6979E-9	50.5157E-9	40.5887E-9	33.3854E-9	30.9632E-9	53.1444E-9	54.7964E-9
249.0693E+0	42.4629E-9	45.2524E-9	48.5015E-9	50.6410E-9	40.2886E-9	33.1265E-9	30.9430E-9	52.8829E-9	54.9185E-9
250.1019E+0	42.5257E-9	45.0722E-9	48.3405E-9	50.5508E-9	40.5106E-9	32.9797E-9	30.6966E-9	52.8099E-9	54.6845E-9
251.1344E+0	42.0911E-9	45.0447E-9	48.6926E-9	50.4945E-9	40.6469E-9	32.9699E-9	30.5277E-9	53.0560E-9	54.5248E-9
252.1669E+0	42.0679E-9	45.0620E-9	48.5886E-9	50.4433E-9	40.1050E-9	32.9623E-9	30.3250E-9	53.0046E-9	54.1858E-9
253.1994E+0	42.1115E-9	44.8751E-9	48.4549E-9	50.2262E-9	39.8516E-9	32.7578E-9	30.2929E-9	53.0712E-9	54.1914E-9
254.2319E+0	42.0712E-9	44.8395E-9	48.4408E-9	50.0037E-9	39.7997E-9	32.6444E-9	30.1652E-9	52.8132E-9	54.2604E-9
255.2643E+0	42.2765E-9	44.6025E-9	48.0426E-9	50.2455E-9	39.6120E-9	32.6697E-9	30.0242E-9	52.7161E-9	53.9609E-9
256.2968E+0	42.0168E-9	44.7166E-9	48.1818E-9	50.1718E-9	39.5430E-9	32.3392E-9	29.8380E-9	52.7556E-9	54.1185E-9
257.3294E+0	41.8747E-9	44.7538E-9	47.9093E-9	49.9763E-9	39.2588E-9	32.0293E-9	29.5921E-9	52.6961E-9	53.7621E-9
258.3619E+0	41.6141E-9	44.7904E-9	47.8211E-9	49.9838E-9	38.8290E-9	32.2211E-9	29.4738E-9	52.5229E-9	53.7999E-9
259.3945E+0	41.6604E-9	44.7817E-9	47.9767E-9	49.4616E-9	38.7986E-9	32.1282E-9	29.4532E-9	52.5079E-9	53.5926E-9
260.4269E+0	41.7788E-9	44.5271E-9	47.7776E-9	49.4646E-9	38.6850E-9	31.7587E-9	29.3801E-9	52.3217E-9	53.6236E-9
261.4594E+0	41.4404E-9	44.3087E-9	47.3208E-9	49.3187E-9	38.6680E-9	31.6422E-9	29.1962E-9	52.2086E-9	53.4759E-9
262.4919E+0	41.2614E-9	44.3062E-9	47.5861E-9	48.9626E-9	38.3635E-9	31.4995E-9	29.0637E-9	52.2765E-9	53.4840E-9
263.5244E+0	41.2728E-9	44.1390E-9	47.4822E-9	49.1915E-9	38.2612E-9	31.4661E-9	28.8555E-9	52.3043E-9	53.4657E-9
264.5569E+0	41.0470E-9	43.8255E-9	47.1499E-9	48.8619E-9	37.9669E-9	31.2333E-9	28.9222E-9	52.1435E-9	53.4374E-9
265.5895E+0	41.2378E-9	44.0263E-9	47.1206E-9	48.6326E-9	38.1956E-9	31.2469E-9	28.7823E-9	52.1389E-9	52.9935E-9
266.6220E+0	40.8366E-9	44.1163E-9	46.9592E-9	48.6470E-9	38.1077E-9	31.0024E-9	28.5535E-9	51.6016E-9	52.9315E-9
267.6545E+0	40.8830E-9	44.0308E-9	46.9162E-9	48.5204E-9	37.7244E-9	30.9467E-9	28.4276E-9	51.7127E-9	53.0674E-9
268.6870E+0	41.1016E-9	43.8989E-9	46.7673E-9	48.5312E-9	37.6192E-9	30.6019E-9	28.2213E-9	51.6037E-9	53.0070E-9
269.7195E+0	40.7690E-9	43.7034E-9	46.7101E-9	48.2821E-9	37.4694E-9	30.5707E-9	28.2633E-9	51.5801E-9	52.8003E-9
270.7520E+0	40.7507E-9	43.6465E-9	46.8949E-9	48.4371E-9	37.2503E-9	30.3056E-9	27.9734E-9	51.6393E-9	52.8368E-9
271.7845E+0	40.5958E-9	43.8414E-9	46.8188E-9	48.0743E-9	37.5476E-9	30.4099E-9	27.9649E-9	51.4470E-9	53.0827E-9
272.8170E+0	40.6103E-9	43.6268E-9	46.9321E-9	48.0857E-9	37.2841E-9	30.4174E-9	27.7890E-9	51.3279E-9	52.9093E-9
273.8496E+0	40.1907E-9	43.5826E-9	46.8052E-9	47.9420E-9	36.4865E-9	30.2953E-9	27.6168E-9	51.3710E-9	52.5538E-9
274.8821E+0	40.4812E-9	43.3439E-9	46.4847E-9	47.7934E-9	36.9779E-9	30.2548E-9	27.5578E-9	51.0806E-9	52.5663E-9
275.9146E+0	40.4691E-9	43.4761E-9	46.4136E-9	48.1280E-9	36.5179E-9	30.1580E-9	27.5116E-9	51.0576E-9	52.5819E-9
276.9471E+0	40.5274E-9	43.3620E-9	46.1715E-9	48.0069E-9	36.2132E-9	29.9691E-9	27.3595E-9	50.8830E-9	52.4837E-9
277.9796E+0	40.5406E-9	43.3196E-9	46.5514E-9	47.9931E-9	36.4294E-9	29.6046E-9	27.2216E-9	50.9802E-9	52.3358E-9
279.0121E+0	40.6384E-9	43.4185E-9	46.4309E-9	47.7782E-9	36.4403E-9	29.4814E-9	27.2505E-9	50.8308E-9	52.6957E-9
280.0446E+0	40.4789E-9	43.0984E-9	46.1256E-9	47.7615E-9	36.1649E-9	29.4267E-9	27.1498E-9	50.7476E-9	52.4346E-9
281.0772E+0	40.2710E-9	42.9534E-9	45.9619E-9	47.6398E-9	36.3004E-9	29.3568E-9	27.0436E-9	50.7136E-9	52.5242E-9
282.1097E+0	40.4068E-9	42.8693E-9	46.0141E-9	47.4702E-9	36.3647E-9	29.1979E-9	26.9796E-9	50.4908E-9	52.3805E-9
283.1422E+0	40.1058E-9	42.8145E-9	45.8819E-9	47.3912E-9	36.1651E-9	29.1275E-9	26.8692E-9	50.6785E-9	52.4709E-9
284.1747E+0	39.8739E-9	42.9024E-9	45.8038E-9	47.2990E-9	35.9200E-9	28.9989E-9	26.6982E-9	50.6110E-9	52.4247E-9
285.2072E+0	39.8157E-9	42.6012E-9	45.7075E-9	47.1746E-9	35.6977E-9	28.9848E-9	26.5911E-9	50.6276E-9	52.4015E-9
286.2397E+0	39.8435E-9	42.4918E-9	45.4117E-9	47.0321E-9	35.4535E-9	28.7371E-9	26.4252E-9	50.5170E-9	52.1729E-9
287.2722E+0	39.7109E-9	42.3320E-9	45.4630E-9	47.0171E-9	35.2841E-9	28.8213E-9	26.3627E-9	50.4667E-9	52.0024E-9
288.3047E+0	39.7693E-9	42.6028E-9	45.3108E-9	46.9204E-9	35.2961E-9	28.7234E-9	26.1806E-9	50.3520E-9	52.0705E-9
289.3373E+0	39.8706E-9	42.6761E-9	45.1128E-9	47.0688E-9	34.9576E-9	28.5308E-9	26.1079E-9	50.4045E-9	52.3494E-9
290.3698E+0	39.5523E-9	42.7294E-9	45.2336E-9	46.7759E-9	34.8674E-9	28.3479E-9	26.0250E-9	50.3356E-9	51.7306E-9
291.4023E+0	39.7106E-9	42.5418E-9	44.8761E-9	47.0084E-9	34.8072E-9	28.3324E-9	26.0562E-9	50.0835E-9	51.7064E-9
292.4347E+0	39.5184E-9	42.3580E-9	44.9655E-9	46.4564E-9	34.6066E-9	28.0695E-9	25.9337E-9	50.0401E-9	51.8114E-9
293.4673E+0	39.6748E-9	42.2658E-9	44.8602E-9	45.9285E-9	34.6060E-9	27.9401E-9	25.8890E-9	49.8773E-9	51.6312E-9
294.4998E+0	39.5103E-9	42.3192E-9	44.6344E-9	45.9701E-9	34.1543E-9	28.0244E-9	25.8757E-9	49.8731E-9	51.5954E-9
295.5323E+0	39.2584E-9	42.0925E-9	44.5760E-9	45.9785E-9	34.3117E-9	27.8818E-9	25.7311E-9	49.8280E-9	51.8089E-9
296.5648E+0	39.2389E-9	41.8700E-9	44.3239E-9	45.7785E-9	34.2145E-9	27.6413E-9	25.5623E-9	49.8844E-9	51.5237E-9
297.5973E+0	39.0778E-9	42.0046E-9	44.2093E-9	45.6522E-9	34.1255E-9	27.5162E-9	25.4822E-9	49.5169E-9	51.6299E-9
298.6298E+0	38.9245E-9	42.1080E-9	44.5779E-9	45.5872E-9	33.5189E-9	27.3945E-9	25.4107E-9	49.4912E-9	51.4460E-9
299.6623E+0	38.8829E-9	42.0397E-9	44.5102E-9	45.4671E-9	33.7736E-9	27.3577E-9	25.4177E-9	49.5844E-9	51.1785E-9
300.6948E+0	39.0081E-9	41.7918E-9	44.2405E-9	45.3895E-9	33.4818E-9	27.1987E-9	25.3938E-9	49.5708E-9	51.4201E-9
301.7273E+0	38.9862E-9	41.7153E-9	44.4102E-9	45.5779E-9	33.3754E-9	27.1685E-9	25.1583E-9	49.4315E-9	51.3209E-9
302.7599E+0	38.4810E-9	41.6754E-9	44.3672E-9	45.1806E-9	33.2278E-9	27.1323E-9	24.9824E-9	49.3721E-9	51.1051E-9
303.7924E+0	38.6529E-9	41.8499E-9	44.3531E-9	45.0094E-9	33.1165E-9	27.0285E-9	25.0442E-9	49.2229E-9	50.9927E-9
304.8249E+0	38.5512E-9	41.6970E-9	43.9467E-9	45.1190E-9	32.7131E-9	26.9820E-9	24.8566E-9	49.3531E-9	50.9196E-9
305.8574E+0	38.9200E-9	41.6375E-9	43.8438E-9	45.3544E-9	32.6168E-9	26.9045E-9	24.7446E-9	49.3506E-9	51.1693E-9
306.8899E+0	38.7570E-9	41.6233E-9	43.9564E-9	45.2034E-9	32.5542E-9	26.8316E-9	24.5523E-9	49.1754E-9	51.1415E-9
307.9223E+0	38.2451E-9	41.7823E-9	43.8355E-9	45.0685E-9	32.3141E-9	26.7145E-9	24.6187E-9	49.1955E-9	50.9845E-9
308.9549E+0	38.4075E-9	41.3531E-9	43.8519E-9	45.1446E-9	32.4434E-9	26.6795E-9	24.4682E-9	49.2524E-9	50.6921E-9
309.9874E+0	38.4499E-9	41.4403E-9	43.9623E-9	45.1888E-9	32.3513E-9	26.5332E-9	24.4732E-9	49.2114E-9	50.8599E-9
311.0200E+0	38.1414E-9	41.3064E-9	43.6203E-9	44.9278E-9	32.1710E-9	26.5918E-9	24.3199E-9	49.2694E-9	50.6447E-9
312.0525E+0	38.0618E-9	41.1201E-9	43.3978E-9	44.8600E-9	32.0073E-9	26.2304E-9	24.1893E-9	49.0080E-9	50.7278E-9
313.0849E+0	38.1123E-9	41.1655E-9	43.4148E-9	44.6533E-9	31.9468E-9	26.3196E-9	24.2266E-9	48.8419E-9	50.3753E-9
314.1174E+0	38.0012E-9	41.2581E-9	43.0848E-9	44.3372E-9	32.3463E-9	26.1522E-9	24.0613E-9	48.7647E-9	50.4758E-9
315.1499E+0	38.0246E-9	41.2093E-9	43.2615E-9	44.3368E-9	32.1885E-9	26.0373E-9	24.0205E-9	48.8413E-9	50.2590E-9
316.1824E+0	37.8897E-9	41.0456E-9	43.1681E-9	44.1428E-9	31.8029E-9	26.0227E-9	24.0766E-9	48.8240E-9	50.2649E-9
317.2149E+0	37.8365E-9	40.8258E-9	43.0028E-9	44.0021E-9	31.7744E-9	25.8430E-9	23.8780E-9	48.7228E-9	50.2124E-9
318.2475E+0	37.7853E-9	40.7919E-9	43.2403E-9	43.8173E-9	31.6492E-9	25.7171E-9	23.8962E-9	48.8389E-9	50.1180E-9
319.2799E+0	37.7695E-9	40.7657E-9	42.7365E-9	43.7223E-9	31.6875E-9	25.5832E-9	23.7453E-9	48.6713E-9	50.2629E-9
320.3124E+0	38.0424E-9	40.6102E-9	42.8614E-9	43.5248E-9	31.4095E-9	25.5628E-9	23.5518E-9	48.6503E-9	50.1523E-9
321.3449E+0	37.9484E-9	40.8517E-9	43.0291E-9	43.4611E-9	31.4697E-9	25.3973E-9	23.3637E-9	48.4298E-9	50.1647E-9
322.3774E+0	37.9793E-9	40.6619E-9	42.7218E-9	43.1432E-9	31.2482E-9	25.3095E-9	23.3534E-9	48.6211E-9	49.9415E-9
323.4099E+0	37.7626E-9	40.4757E-9	42.9927E-9	42.9989E-9	30.8924E-9	25.2760E-9	23.4454E-9	48.4620E-9	49.8052E-9
324.4424E+0	37.7479E-9	40.4512E-9	42.6428E-9	43.0198E-9	30.7913E-9	25.0338E-9	23.1602E-9	48.4990E-9	49.9056E-9
325.4749E+0	37.4129E-9	40.3156E-9	42.4792E-9	43.0498E-9	30.6789E-9	24.8271E-9	23.0893E-9	48.2654E-9	49.5233E-9
326.5074E+0	37.5495E-9	40.2019E-9	42.3881E-9	42.7598E-9	30.5672E-9	24.8679E-9	23.0953E-9	48.2210E-9	49.3659E-9
327.5399E+0	37.2382E-9	40.0994E-9	42.2859E-9	42.8111E-9	30.4556E-9	24.7950E-9	22.8836E-9	48.3968E-9	49.5960E-9
328.5724E+0	37.7825E-9	40.2571E-9	42.1943E-9	42.4955E-9	30.1929E-9	24.6618E-9	22.8609E-9	48.2638E-9	49.3671E-9
329.6049E+0	37.1642E-9	40.2381E-9	42.4254E-9	42.4874E-9	30.3191E-9	24.6445E-9	22.8128E-9	48.2863E-9	49.3995E-9
330.6375E+0	37.2926E-9	40.1645E-9	42.0975E-9	42.5572E-9	30.0374E-9	24.5600E-9	22.6308E-9	48.0383E-9	49.0256E-9
331.6700E+0	37.3976E-9	40.0257E-9	41.9708E-9	42.4474E-9	30.3720E-9	24.5372E-9	22.5319E-9	48.0906E-9	49.1657E-9
332.7025E+0	37.4447E-9	40.1902E-9	41.7565E-9	42.4599E-9	30.5107E-9	24.5333E-9	22.5830E-9	48.2032E-9	49.1906E-9
333.7350E+0	36.9784E-9	40.0157E-9	41.8957E-9	42.4740E-9	30.3764E-9	24.4575E-9	22.4030E-9	48.0026E-9	49.3831E-9
334.7675E+0	37.1256E-9	39.9956E-9	42.0119E-9	42.2394E-9	30.3176E-9	24.2122E-9	22.4692E-9	47.8974E-9	49.3167E-9
335.8000E+0	37.0271E-9	39.8801E-9	41.8769E-9	42.1152E-9	29.9707E-9	24.2655E-9	22.3909E-9	47.7402E-9	49.1778E-9
336.8325E+0	36.8909E-9	39.8342E-9	41.8394E-9	42.1593E-9	29.7761E-9	24.0453E-9	22.2413E-9	47.6418E-9	49.0124E-9
337.8650E+0	36.8425E-9	39.7280E-9	41.8775E-9	42.3295E-9	29.6114E-9	23.8804E-9	22.3324E-9	47.5042E-9	48.8827E-9
338.8975E+0	37.0633E-9	39.5298E-9	41.6878E-9	41.9462E-9	30.0066E-9	23.9965E-9	22.2005E-9	47.7324E-9	48.7950E-9
339.9301E+0	36.9843E-9	39.4256E-9	41.6759E-9	41.8473E-9	29.5882E-9	23.8216E-9	22.0459E-9	47.7249E-9	48.8218E-9
340.9625E+0	36.8584E-9	39.3880E-9	41.5571E-9	41.7280E-9	29.4216E-9	23.9780E-9	21.9763E-9	47.8058E-9	48.6733E-9
341.9950E+0	36.8084E-9	39.4424E-9	41.6558E-9	41.8722E-9	29.2628E-9	23.8933E-9	21.9640E-9	47.6633E-9	48.7025E-9
343.0275E+0	36.6731E-9	39.5860E-9	41.4968E-9	41.5844E-9	29.3655E-9	23.8310E-9	21.9085E-9	47.3086E-9	48.6670E-9
344.0600E+0	36.8513E-9	39.6486E-9	41.5821E-9	41.5348E-9	28.9427E-9	23.5010E-9	21.7831E-9	47.4461E-9	48.5914E-9
345.0926E+0	36.5091E-9	39.6856E-9	41.4410E-9	41.6438E-9	28.8924E-9	23.4770E-9	21.6082E-9	47.4282E-9	48.4415E-9
346.1251E+0	36.4804E-9	39.7135E-9	41.2817E-9	41.6011E-9	28.6668E-9	23.3333E-9	21.5055E-9	47.1544E-9	48.3952E-9
