Voltage (V), Current (A), Power (W)
0000.00000000, 0000.98763070, 0000.00000000
0000.71672770, 0000.98665360, 0000.70716200
0001.02319900, 0000.98558360, 0001.00844800
0001.34920600, 0000.98148730, 0001.32422900
0001.53846100, 0000.97888080, 0001.50597000
0001.63980500, 0000.97787110, 0001.60351700
0001.73382200, 0000.97640640, 0001.69291400
0001.80708200, 0000.97327360, 0001.75878500
0001.87057400, 0000.97336020, 0001.82074200
0001.94383400, 0000.97328220, 0001.89189900
0001.99633700, 0000.97284080, 0001.94211800
0002.04151400, 0000.97189590, 0001.98413900
0002.09035400, 0000.96965020, 0002.02691200
0002.16483500, 0000.96808950, 0002.09575400
0002.22222200, 0000.96471330, 0002.14380700
0002.27960900, 0000.96108420, 0002.19089700
0002.33821700, 0000.95857570, 0002.24135800
0002.38583600, 0000.95774950, 0002.28503300
0002.39926700, 0000.95437690, 0002.28980500
0002.41636100, 0000.94928440, 0002.29381400
0002.43223400, 0000.94517570, 0002.29888900
0002.45177000, 0000.93875810, 0002.30161900
0002.46886400, 0000.93350080, 0002.30468700
0002.49206400, 0000.92919330, 0002.31560900
0002.50671600, 0000.92627470, 0002.32190700
0002.52136800, 0000.92226370, 0002.32536600
0002.53602000, 0000.91786640, 0002.32772700
0002.55311400, 0000.91366760, 0002.33269700
0002.56288200, 0000.90883730, 0002.32924200
0002.57631300, 0000.90184480, 0002.32343400
0002.58730200, 0000.89675700, 0002.32018100
0002.60073300, 0000.88683250, 0002.30641400
0002.61172200, 0000.87755790, 0002.29193700
0002.62393200, 0000.87010560, 0002.28309800
0002.63247900, 0000.86546790, 0002.27832600
0002.64468900, 0000.85645840, 0002.26506600
0002.65201500, 0000.85243530, 0002.26067100
0002.65934100, 0000.84616690, 0002.25024600
0002.67033000, 0000.83704440, 0002.23518500
0002.68254000, 0000.82711430, 0002.21876700
0002.69352900, 0000.81784860, 0002.20289900
0002.70451800, 0000.80756860, 0002.18408300
0002.71550700, 0000.79813900, 0002.16735200
0002.72649600, 0000.78538790, 0002.14135700
0002.73626400, 0000.77299490, 0002.11511800
0002.74481100, 0000.76107370, 0002.08900300
0002.75335800, 0000.75138030, 0002.06881900
0002.76312600, 0000.73986040, 0002.04432700
0002.77289400, 0000.72662510, 0002.01485400
0002.78510400, 0000.71241950, 0001.98416200
0002.79609300, 0000.69911550, 0001.95479200
0002.80586100, 0000.68411600, 0001.91953400
0002.81807100, 0000.66734850, 0001.88063500
0002.82783900, 0000.65322410, 0001.84721300
0002.83638600, 0000.63878020, 0001.81182700
0002.84737500, 0000.62267100, 0001.77297800
0002.85836400, 0000.60496230, 0001.72920200
0002.86813200, 0000.58992710, 0001.69198900
0002.87667900, 0000.57634870, 0001.65797000
0002.88644700, 0000.55949990, 0001.61496700
0002.89621500, 0000.54159570, 0001.56857800
0002.90720400, 0000.52148290, 0001.51605700
0002.91697200, 0000.50070390, 0001.46053900
0002.92796100, 0000.47901030, 0001.40252400
0002.94017100, 0000.45798410, 0001.34655200
0002.95116000, 0000.43774990, 0001.29187000
0002.96092800, 0000.41816350, 0001.23815200
0002.97191700, 0000.39773490, 0001.18203500
0002.98412700, 0000.37511520, 0001.11939100
0002.99389500, 0000.35306910, 0001.05705200
0003.00488400, 0000.32879010, 0000.98797600
0003.01587300, 0000.30387210, 0000.91643980
0003.02808300, 0000.27283350, 0000.82616260
0003.03663000, 0000.25295000, 0000.76811560
0003.04761900, 0000.22717760, 0000.69235090
0003.05860800, 0000.20159190, 0000.61659070
0003.06959700, 0000.17626050, 0000.54104870
0003.08058600, 0000.15393850, 0000.47422090
0003.09279600, 0000.12120220, 0000.37485360
0003.10378500, 0000.09344958, 0000.29004740
0003.11355300, 0000.06519128, 0000.20297650
0003.12332100, 0000.04039977, 0000.12618140
0003.12942600, 0000.02191423, 0000.06857895
0003.13431000, 0000.00000000, 0000.00000000
