Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78241240, 0000.00000000
0000.12942610, 0000.78260290, 0000.10128930
0000.18803420, 0000.78219650, 0000.14707970
0000.25641030, 0000.78125420, 0000.20032160
0000.32722840, 0000.78137550, 0000.25568820
0000.39438340, 0000.77966670, 0000.30748760
0000.49816850, 0000.77870670, 0000.38792710
0000.62881570, 0000.77853570, 0000.48955540
0000.77899870, 0000.77773430, 0000.60585400
0000.99023210, 0000.77780270, 0000.77020510
0001.19780200, 0000.77804730, 0000.93194670
0001.36508000, 0000.77718630, 0001.06092100
0001.51770500, 0000.77532910, 0001.17672100
0001.64224700, 0000.77469030, 0001.27223300
0001.71917000, 0000.77258940, 0001.32821200
0001.80219800, 0000.77108220, 0001.38964300
0001.88644700, 0000.76918790, 0001.45103200
0001.95238100, 0000.76845950, 0001.50032600
0002.06105000, 0000.76722490, 0001.58128900
0002.18803500, 0000.76705150, 0001.67833500
0002.31501800, 0000.76513880, 0001.77131000
0002.42857100, 0000.76339760, 0001.85396600
0002.52503100, 0000.76003930, 0001.91912300
0002.58363900, 0000.75744850, 0001.95697300
0002.60805900, 0000.75432030, 0001.96731200
0002.62637400, 0000.75198330, 0001.97498900
0002.63980500, 0000.74834690, 0001.97549000
0002.64957300, 0000.74622450, 0001.97717600
0002.65934100, 0000.73994940, 0001.96777800
0002.67033000, 0000.73372190, 0001.95927900
0002.68131900, 0000.72605010, 0001.94677200
0002.69475000, 0000.71775580, 0001.93417200
0002.70573900, 0000.70838960, 0001.91671700
0002.71062300, 0000.70515130, 0001.91139900
0002.71428600, 0000.70204560, 0001.90555300
0002.71917000, 0000.69798070, 0001.89792800
0002.72527500, 0000.69307140, 0001.88881000
0002.73138000, 0000.68857410, 0001.88075800
0002.73870600, 0000.68097660, 0001.86499500
0002.74847400, 0000.67316110, 0001.85016500
0002.75580000, 0000.66629630, 0001.83617900
0002.76068400, 0000.66252510, 0001.82902300
0002.76801000, 0000.65590570, 0001.81555400
0002.77533600, 0000.64734210, 0001.79659200
0002.78144100, 0000.63899170, 0001.77731800
0002.78876700, 0000.62960980, 0001.75583500
0002.79487200, 0000.62161170, 0001.73732500
0002.79975600, 0000.61438770, 0001.72013600
0002.80586100, 0000.60544140, 0001.69878400
0002.81196600, 0000.59666380, 0001.67779800
0002.81807100, 0000.58948930, 0001.66122300
0002.82661800, 0000.57703870, 0001.63106800
0002.83516500, 0000.56586310, 0001.60431500
0002.84249100, 0000.55623260, 0001.58108600
0002.84981700, 0000.54691450, 0001.55860600
0002.85714300, 0000.53651970, 0001.53291300
0002.86446900, 0000.52456290, 0001.50259400
0002.87301600, 0000.51129880, 0001.46897000
0002.88156300, 0000.49846550, 0001.43636000
0002.89011000, 0000.48197590, 0001.39296400
0002.89743600, 0000.46926780, 0001.35967300
0002.90598300, 0000.45670110, 0001.32716600
0002.91453000, 0000.44326760, 0001.29191700
0002.92307700, 0000.42907440, 0001.25421800
0002.93162400, 0000.41537240, 0001.21771600
0002.94139200, 0000.39913230, 0001.17400500
0002.94871800, 0000.38564910, 0001.13717100
0002.95604400, 0000.37022550, 0001.09440300
0002.96459100, 0000.35536140, 0001.05350100
0002.97313800, 0000.33954070, 0001.00950100
0002.98290600, 0000.32048030, 0000.95596250
0002.99389500, 0000.30024150, 0000.89889160
0003.00366300, 0000.28214880, 0000.84747990
0003.01221000, 0000.26298100, 0000.79215400
0003.02197800, 0000.24404020, 0000.73748420
0003.03174600, 0000.22512060, 0000.68250870
0003.04029300, 0000.20684190, 0000.62886010
0003.05006100, 0000.18707730, 0000.57059730
0003.05982900, 0000.16720520, 0000.51161930
0003.06959700, 0000.14636960, 0000.44929560
0003.07814400, 0000.12540040, 0000.38600030
0003.08791200, 0000.10326030, 0000.31885890
0003.09645900, 0000.08124901, 0000.25158430
0003.10500600, 0000.05881222, 0000.18261230
0003.11355300, 0000.03829858, 0000.11924470
0003.12087900, 0000.02193296, 0000.06845011
0003.12576300, 0000.00000000, 0000.00000000
