Voltage (V), Current (A), Power (W)
0000.00000000, 0000.99895190, 0000.00000000
0000.37606840, 0000.99846190, 0000.37549000
0000.53601960, 0000.99826460, 0000.53508940
0000.70085470, 0000.99596940, 0000.69802980
0000.83394380, 0000.99569890, 0000.83035700
0000.93894990, 0000.99470350, 0000.93397680
0001.01098900, 0000.99191030, 0001.00281000
0001.11477400, 0000.98790090, 0001.10128600
0001.31623900, 0000.98604280, 0001.29786800
0001.54212500, 0000.97934760, 0001.51027600
0001.76068400, 0000.97346420, 0001.71396300
0001.97802200, 0000.96929200, 0001.91728100
0002.17460300, 0000.96559050, 0002.09977600
0002.28937700, 0000.95776120, 0002.19267700
0002.34188000, 0000.95488120, 0002.23621800
0002.39072000, 0000.95132110, 0002.27434300
0002.43223500, 0000.94622450, 0002.30144000
0002.45787500, 0000.94116560, 0002.31326800
0002.46764300, 0000.93957700, 0002.31854100
0002.47985300, 0000.93616830, 0002.32156000
0002.49084200, 0000.93160340, 0002.32047700
0002.50549500, 0000.92454080, 0002.31643200
0002.51892500, 0000.91904450, 0002.31500500
0002.53357800, 0000.91079490, 0002.30757000
0002.54700900, 0000.90427750, 0002.30320300
0002.56044000, 0000.89858760, 0002.30077900
0002.57265000, 0000.89324890, 0002.29801700
0002.58730200, 0000.88703250, 0002.29502100
0002.59584900, 0000.88346390, 0002.29333900
0002.60561700, 0000.87716450, 0002.28555400
0002.62026900, 0000.86734330, 0002.27267200
0002.63247900, 0000.85645660, 0002.25460400
0002.64224700, 0000.84666440, 0002.23709600
0002.65323600, 0000.83651480, 0002.21947100
0002.66544600, 0000.82670700, 0002.20354300
0002.67277200, 0000.82060390, 0002.19328700
0002.67765600, 0000.81754320, 0002.18909900
0002.68620300, 0000.81027100, 0002.17655200
0002.69597100, 0000.80142550, 0002.16062000
0002.70329700, 0000.79435500, 0002.14737700
0002.71184400, 0000.78561160, 0002.13045600
0002.72649600, 0000.77148940, 0002.10346300
0002.74114800, 0000.75354910, 0002.06558900
0002.75335800, 0000.73874920, 0002.03404100
0002.76678900, 0000.72245800, 0001.99888900
0002.78144100, 0000.70281640, 0001.95484200
0002.79243000, 0000.68780430, 0001.92064600
0002.80097700, 0000.67705240, 0001.89640800
0002.81196600, 0000.66160260, 0001.86040400
0002.82295500, 0000.64462540, 0001.81974800
0002.83272300, 0000.62983100, 0001.78413700
0002.84249100, 0000.61467280, 0001.74720200
0002.85348000, 0000.59727870, 0001.70432300
0002.86324800, 0000.58134240, 0001.66452800
0002.87423700, 0000.56365420, 0001.62007600
0002.88644700, 0000.54403970, 0001.57034200
0002.89743600, 0000.52282090, 0001.51484000
0002.90720400, 0000.50362740, 0001.46414800
0002.91941400, 0000.48218880, 0001.40770900
0002.92918200, 0000.46319020, 0001.35676800
0002.94017100, 0000.44284410, 0001.30203700
0002.95116000, 0000.42307060, 0001.24854900
0002.96337000, 0000.40145470, 0001.18965900
0002.97435900, 0000.38045220, 0001.13160100
0002.98656900, 0000.35648200, 0001.06465800
0002.99755800, 0000.33386310, 0001.00077400
0003.00976800, 0000.30901000, 0000.93004840
0003.02075700, 0000.28408150, 0000.85814110
0003.03296700, 0000.25703730, 0000.77958560
0003.04395600, 0000.23143940, 0000.70449140
0003.05494500, 0000.20470620, 0000.62536630
0003.06593400, 0000.17843290, 0000.54706370
0003.07814400, 0000.15081900, 0000.46424270
0003.08913300, 0000.12388700, 0000.38270360
0003.10134300, 0000.09563579, 0000.29659940
0003.11233200, 0000.06741049, 0000.20980380
0003.12210000, 0000.04227240, 0000.13197870
0003.12942600, 0000.02300494, 0000.07199226
0003.13431000, 0000.00000000, 0000.00000000
