Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78729740, 0000.00000000
0000.18559220, 0000.78485190, 0000.14566240
0000.35042730, 0000.78316180, 0000.27444130
0000.57997560, 0000.77963310, 0000.45216810
0000.79242980, 0000.77809270, 0000.61658390
0001.00610500, 0000.77580370, 0000.78054000
0001.22222200, 0000.77489220, 0000.94709050
0001.34188000, 0000.77420940, 0001.03889600
0001.42613000, 0000.77462760, 0001.10471900
0001.49939000, 0000.77222570, 0001.15786700
0001.57265000, 0000.77173840, 0001.21367400
0001.64835200, 0000.77089200, 0001.27070100
0001.73015900, 0000.76902590, 0001.33053700
0001.81440800, 0000.76835100, 0001.39410200
0001.89621500, 0000.76936950, 0001.45889000
0001.98046400, 0000.76815690, 0001.52130700
0002.06105000, 0000.76661360, 0001.58002900
0002.14896200, 0000.76678910, 0001.64780100
0002.25763100, 0000.76548920, 0001.72819200
0002.36019500, 0000.76422060, 0001.80371000
0002.44444500, 0000.76266040, 0001.86428100
0002.52625200, 0000.76107570, 0001.92266900
0002.59340700, 0000.75818710, 0001.96628800
0002.61050100, 0000.75573150, 0001.97283800
0002.62271100, 0000.75167760, 0001.97143300
0002.63614200, 0000.75043790, 0001.97826100
0002.65201500, 0000.74738940, 0001.98208800
0002.66300400, 0000.74291890, 0001.97839600
0002.67155100, 0000.73992570, 0001.97674900
0002.68254000, 0000.73539200, 0001.97271800
0002.69230800, 0000.72934720, 0001.96362700
0002.69719200, 0000.72609310, 0001.95841200
0002.70573900, 0000.72228710, 0001.95432000
0002.71428600, 0000.71707430, 0001.94634500
0002.71917000, 0000.71313300, 0001.93913000
0002.72649600, 0000.70904510, 0001.93320800
0002.73382200, 0000.70486790, 0001.92698300
0002.73870600, 0000.70019350, 0001.91762400
0002.74481100, 0000.69499390, 0001.90762700
0002.75091600, 0000.68898240, 0001.89533300
0002.75702100, 0000.68365430, 0001.88484900
0002.76312600, 0000.67693370, 0001.87045300
0002.76923100, 0000.66850960, 0001.85125700
0002.77411500, 0000.66198330, 0001.83641800
0002.78266200, 0000.65558410, 0001.82426900
0002.78998800, 0000.64517120, 0001.80002000
0002.79853500, 0000.63608870, 0001.78011600
0002.80464000, 0000.62969510, 0001.76606800
0002.81318700, 0000.62010180, 0001.74446200
0002.81929200, 0000.61035290, 0001.72076300
0002.82539700, 0000.60383450, 0001.70607200
0002.83150200, 0000.59548990, 0001.68613100
0002.84004900, 0000.58405920, 0001.65875700
0002.84737500, 0000.57367210, 0001.63346000
0002.85592200, 0000.56262590, 0001.60681600
0002.86446900, 0000.54852220, 0001.57122500
0002.87301600, 0000.53558670, 0001.53874900
0002.88034200, 0000.52529810, 0001.51303800
0002.88766800, 0000.51241480, 0001.47968400
0002.89377300, 0000.50133640, 0001.45075400
0002.90109900, 0000.49019240, 0001.42209700
0002.90964600, 0000.47321920, 0001.37690000
0002.91697200, 0000.46100730, 0001.34474500
0002.92429800, 0000.44803630, 0001.31019200
0002.93406600, 0000.43137180, 0001.26567300
0002.94261300, 0000.41742780, 0001.22832800
0002.94993900, 0000.40533390, 0001.19571000
0002.95848600, 0000.38814910, 0001.14833400
0002.96703300, 0000.37231850, 0001.10468100
0002.97435900, 0000.35696580, 0001.06174400
0002.98290600, 0000.33903780, 0001.01131800
0002.99145300, 0000.32181470, 0000.96269360
0003.00122100, 0000.30263170, 0000.90826460
0003.01098900, 0000.28339960, 0000.85331320
0003.01953600, 0000.26569920, 0000.80228820
0003.02808300, 0000.24707470, 0000.74816270
0003.03785100, 0000.22757780, 0000.69134740
0003.04639800, 0000.20857870, 0000.63541370
0003.05494500, 0000.18858810, 0000.57612620
0003.06471300, 0000.16672720, 0000.51097100
0003.07326000, 0000.14606710, 0000.44890200
0003.08180700, 0000.12516110, 0000.38572240
0003.09157500, 0000.10313300, 0000.31884330
0003.10134300, 0000.08103216, 0000.25130850
0003.11111100, 0000.05633082, 0000.17525150
0003.11965800, 0000.03522419, 0000.10988740
0003.12576300, 0000.00000000, 0000.00000000
