Voltage (V), Current (A), Power (W)
0000.00000000, 0000.99336660, 0000.00000000
0000.63125770, 0000.99134520, 0000.62579420
0000.88766800, 0000.98914660, 0000.87803380
0001.14529900, 0000.98701890, 0001.13043200
0001.31868100, 0000.98353260, 0001.29696600
0001.51404200, 0000.98073120, 0001.48486800
0001.63492100, 0000.97950080, 0001.60140600
0001.75457900, 0000.97946660, 0001.71855100
0001.87667900, 0000.97689200, 0001.83331300
0001.94383400, 0000.97445120, 0001.89417100
0001.96459100, 0000.97233330, 0001.91023700
0002.05982900, 0000.96721970, 0001.99230700
0002.15873000, 0000.95846000, 0002.06905600
0002.25518900, 0000.95304030, 0002.14928700
0002.35164900, 0000.95108860, 0002.23662600
0002.44688700, 0000.94666350, 0002.31637800
0002.46520100, 0000.94440870, 0002.32815800
0002.47741200, 0000.94221650, 0002.33425800
0002.49572700, 0000.93612210, 0002.33630500
0002.51526300, 0000.92780050, 0002.33366200
0002.53235700, 0000.92117580, 0002.33274600
0002.54945100, 0000.91620120, 0002.33581000
0002.56288200, 0000.90979160, 0002.33168800
0002.57020800, 0000.90531680, 0002.32685200
0002.58241800, 0000.89978950, 0002.32363200
0002.59584900, 0000.89188650, 0002.31520200
0002.60805900, 0000.88173490, 0002.29961600
0002.62393200, 0000.87498160, 0002.29589200
0002.63980500, 0000.86562970, 0002.28509300
0002.64835200, 0000.85881300, 0002.27443900
0002.65812000, 0000.85137710, 0002.26306200
0002.67033000, 0000.84209280, 0002.24866600
0002.67887700, 0000.83370480, 0002.23339300
0002.69108700, 0000.82240640, 0002.21316700
0002.70451800, 0000.80917660, 0002.18843200
0002.71550700, 0000.79864130, 0002.16871600
0002.72649600, 0000.78794760, 0002.14833600
0002.73870600, 0000.77502820, 0002.12257400
0002.74969500, 0000.76222910, 0002.09589700
0002.75946300, 0000.75147640, 0002.07367100
0002.76801000, 0000.74106610, 0002.05127800
0002.77899900, 0000.72779250, 0002.02253500
0002.78998800, 0000.71187200, 0001.98611400
0002.79731400, 0000.70318230, 0001.96702200
0002.80464000, 0000.69240510, 0001.94194700
0002.81685000, 0000.67612430, 0001.90454000
0002.82417600, 0000.66399810, 0001.87524700
0002.83394400, 0000.65065040, 0001.84390700
0002.84493300, 0000.63251870, 0001.79947300
0002.85958500, 0000.60992350, 0001.74412800
0002.86935300, 0000.59562530, 0001.70905900
0002.88278400, 0000.57482960, 0001.65711000
0002.89377300, 0000.55629210, 0001.60978300
0002.90476200, 0000.53848650, 0001.56417500
0002.91330900, 0000.52206720, 0001.52094300
0002.92429800, 0000.49968310, 0001.46122200
0002.93406600, 0000.48093280, 0001.41108900
0002.94383400, 0000.46081310, 0001.35655700
0002.95482300, 0000.43898420, 0001.29712000
0002.96581200, 0000.41737110, 0001.23784400
0002.97680100, 0000.39522460, 0001.17650500
0002.98656900, 0000.37387140, 0001.11659300
0002.99633700, 0000.35207030, 0001.05492100
0003.00610500, 0000.33067270, 0000.99403680
0003.01587300, 0000.30823560, 0000.92959950
0003.02686200, 0000.27964710, 0000.84645330
0003.03663000, 0000.25907450, 0000.78671350
0003.04761900, 0000.23374990, 0000.71238070
0003.05860800, 0000.20739510, 0000.63434030
0003.07081800, 0000.17962090, 0000.55158320
0003.08180700, 0000.15677350, 0000.48314570
0003.09401700, 0000.12371010, 0000.38276120
0003.10500600, 0000.09517054, 0000.29550510
0003.11599500, 0000.06450612, 0000.20100080
0003.12454200, 0000.04005186, 0000.12514370
0003.13064700, 0000.00000000, 0000.00000000
