Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78775950, 0000.00000000
0000.15506720, 0000.78691850, 0000.12202520
0000.20634920, 0000.78535190, 0000.16205670
0000.27228330, 0000.78400900, 0000.21347250
0000.34432240, 0000.78241800, 0000.26940400
0000.46764350, 0000.78302320, 0000.36617570
0000.56410250, 0000.78173970, 0000.44098130
0000.72161170, 0000.78031650, 0000.56308550
0000.99511610, 0000.77903390, 0000.77522920
0001.34554400, 0000.77655660, 0001.04489100
0001.63614200, 0000.77390400, 0001.26621600
0001.94749700, 0000.77254020, 0001.50452000
0002.19536000, 0000.77001370, 0001.69045700
0002.36385800, 0000.76471690, 0001.80768300
0002.45543300, 0000.76059230, 0001.86758400
0002.53846200, 0000.75582650, 0001.91863700
0002.60439600, 0000.75107790, 0001.95610400
0002.67155100, 0000.74649080, 0001.99428800
0002.68864500, 0000.74386220, 0001.99998100
0002.69597100, 0000.74129890, 0001.99852000
0002.70451800, 0000.73795240, 0001.99580500
0002.71184400, 0000.73250600, 0001.98644200
0002.71794900, 0000.73019140, 0001.98462300
0002.72527500, 0000.72517070, 0001.97629000
0002.73504300, 0000.71946940, 0001.96778000
0002.74359000, 0000.71461710, 0001.96061600
0002.74969500, 0000.71143610, 0001.95623200
0002.75702100, 0000.70388130, 0001.94061600
0002.76190500, 0000.70128490, 0001.93688200
0002.76556800, 0000.69787040, 0001.93000800
0002.77045200, 0000.69436990, 0001.92371800
0002.77533600, 0000.68985430, 0001.91457700
0002.78022000, 0000.68647480, 0001.90855100
0002.78754600, 0000.67831320, 0001.89082900
0002.79365100, 0000.67211450, 0001.87765300
0002.79975600, 0000.66409720, 0001.85931000
0002.80708200, 0000.65394820, 0001.83568600
0002.81440800, 0000.64545550, 0001.81657500
0002.81929200, 0000.63989120, 0001.80404000
0002.82417600, 0000.63356970, 0001.78931200
0002.83150200, 0000.62303980, 0001.76413900
0002.83882800, 0000.61345380, 0001.74149000
0002.84493300, 0000.60542490, 0001.72239300
0002.85470100, 0000.59184170, 0001.68953100
0002.86324800, 0000.57939820, 0001.65896100
0002.86935300, 0000.57068530, 0001.63749800
0002.87667900, 0000.56159040, 0001.61551500
0002.88522600, 0000.54729330, 0001.57906500
0002.89011000, 0000.53841220, 0001.55607100
0002.89743600, 0000.52621270, 0001.52466700
0002.90354100, 0000.51568780, 0001.49732100
0002.90964600, 0000.50289340, 0001.46324200
0002.91575100, 0000.49185270, 0001.43412000
0002.92307700, 0000.47876190, 0001.39945800
0002.92918200, 0000.46479110, 0001.36145800
0002.93528700, 0000.45382870, 0001.33211700
0002.94139200, 0000.44097040, 0001.29706700
0002.94871800, 0000.42558740, 0001.25493700
0002.95604400, 0000.40997470, 0001.21190300
0002.96337000, 0000.39661140, 0001.17530600
0002.97313800, 0000.37626310, 0001.11868200
0002.98168500, 0000.35817280, 0001.06795800
0002.98901100, 0000.34258180, 0001.02398100
0002.99755800, 0000.32226720, 0000.96601470
0003.00488400, 0000.30613990, 0000.91991480
0003.01221000, 0000.28784860, 0000.86706040
0003.02075700, 0000.26642720, 0000.80481180
0003.02930400, 0000.24998360, 0000.75727620
0003.03663000, 0000.23376450, 0000.70985620
0003.04517700, 0000.21160520, 0000.64437530
0003.05372400, 0000.19171730, 0000.58545180
0003.06105000, 0000.17464990, 0000.53461210
0003.06837600, 0000.15037150, 0000.46139640
0003.07692300, 0000.12840640, 0000.39509650
0003.08547000, 0000.10578790, 0000.32640550
0003.09279600, 0000.08368494, 0000.25882050
0003.10134300, 0000.05788019, 0000.17950640
0003.10866900, 0000.03654164, 0000.11359590
0003.11355400, 0000.00000000, 0000.00000000
