Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78204850, 0000.00000000
0000.27960930, 0000.78038350, 0000.21820250
0000.39560440, 0000.77803180, 0000.30779280
0000.51892560, 0000.77577820, 0000.40257110
0000.62637370, 0000.77659410, 0000.48643810
0000.69963370, 0000.77669100, 0000.54339920
0000.73748480, 0000.77396510, 0000.57078750
0000.78754580, 0000.77235420, 0000.60826430
0000.86935290, 0000.77071570, 0000.67002400
0000.97191700, 0000.77051490, 0000.74887650
0001.15750900, 0000.76867000, 0000.88974260
0001.33699600, 0000.76942920, 0001.02872400
0001.50671600, 0000.76811520, 0001.15733100
0001.63736300, 0000.76740420, 0001.25651900
0001.76556800, 0000.76499530, 0001.35065100
0001.80586100, 0000.76510750, 0001.38167800
0001.85714300, 0000.76365200, 0001.41821100
0002.00244200, 0000.76293720, 0001.52773800
0002.16361400, 0000.76094200, 0001.64638500
0002.31257600, 0000.75736020, 0001.75145300
0002.45665400, 0000.75392350, 0001.85212900
0002.58974400, 0000.74998560, 0001.94227000
0002.61904800, 0000.74672880, 0001.95571800
0002.63370000, 0000.74378430, 0001.95890500
0002.64468900, 0000.74235540, 0001.96329900
0002.65567800, 0000.73963680, 0001.96423700
0002.66788800, 0000.73695980, 0001.96612600
0002.67765600, 0000.73386480, 0001.96503700
0002.68742400, 0000.73104680, 0001.96463300
0002.69475000, 0000.72618140, 0001.95687700
0002.70329700, 0000.72163250, 0001.95078700
0002.70940200, 0000.71923270, 0001.94869000
0002.71428600, 0000.71640120, 0001.94451800
0002.72161200, 0000.70855060, 0001.92840000
0002.72893800, 0000.70343860, 0001.91964000
0002.73626400, 0000.69683300, 0001.90671900
0002.74481100, 0000.68945850, 0001.89243300
0002.75335800, 0000.68248190, 0001.87911700
0002.75946300, 0000.67872250, 0001.87291000
0002.76556800, 0000.67367220, 0001.86308600
0002.77289400, 0000.66807170, 0001.85249200
0002.77899900, 0000.66173470, 0001.83896000
0002.78510400, 0000.65471150, 0001.82344000
0002.79120900, 0000.64745860, 0001.80719200
0002.79609300, 0000.64033000, 0001.79042200
0002.80341900, 0000.62929830, 0001.76418700
0002.81074500, 0000.61779800, 0001.73647200
0002.81685000, 0000.60947880, 0001.71681000
0002.82295500, 0000.60145450, 0001.69787900
0002.83028100, 0000.59293860, 0001.67818300
0002.83516500, 0000.58586920, 0001.66103600
0002.84127000, 0000.57849130, 0001.64365000
0002.85103800, 0000.56478870, 0001.61023400
0002.86080600, 0000.55163260, 0001.57811400
0002.86935300, 0000.53936280, 0001.54762200
0002.87667900, 0000.52793210, 0001.51869100
0002.88522600, 0000.51550570, 0001.48735000
0002.89133100, 0000.50413020, 0001.45760700
0002.89865700, 0000.49086080, 0001.42283700
0002.90598300, 0000.47859540, 0001.39079000
0002.91330900, 0000.46859850, 0001.36517200
0002.91941400, 0000.45739780, 0001.33533300
0002.92674000, 0000.44366030, 0001.29847800
0002.93162400, 0000.43407260, 0001.27253800
0002.94017100, 0000.41669340, 0001.22515000
0002.94749700, 0000.40237440, 0001.18599700
0002.95604400, 0000.38598480, 0001.14098800
0002.96337000, 0000.37260420, 0001.10416400
0002.97313800, 0000.35296960, 0001.04942700
0002.98046400, 0000.33856620, 0001.00908400
0002.99023200, 0000.31800870, 0000.95091970
0002.99877900, 0000.30102230, 0000.90269930
0003.00854700, 0000.28132460, 0000.84637840
0003.01709400, 0000.26381360, 0000.79595040
0003.02686200, 0000.24438970, 0000.73973390
0003.03540900, 0000.22556600, 0000.68468510
0003.04517700, 0000.20088840, 0000.61174070
0003.05250300, 0000.18506910, 0000.56492390
0003.06227200, 0000.16391570, 0000.50195450
0003.07081800, 0000.14371330, 0000.44131740
0003.08058600, 0000.12265290, 0000.37784280
0003.08913400, 0000.10477660, 0000.32366890
0003.10012200, 0000.07928786, 0000.24580210
0003.10866900, 0000.05509683, 0000.17127780
0003.11599500, 0000.03432416, 0000.10695390
0003.12087900, 0000.00000000, 0000.00000000
