Voltage (V), Current (A), Power (W)
0000.00000000, 0000.97976600, 0000.00000000
0000.49328450, 0000.97650040, 0000.48169250
0000.59706960, 0000.97261420, 0000.58071840
0000.72893780, 0000.97006610, 0000.70711780
0000.89865700, 0000.96891310, 0000.87072050
0001.11355300, 0000.96513520, 0001.07472900
0001.35775400, 0000.96401850, 0001.30889900
0001.59584900, 0000.96236270, 0001.53578500
0001.80708200, 0000.95847320, 0001.73203900
0001.90354100, 0000.95658990, 0001.82090800
0002.01953600, 0000.95359040, 0001.92581000
0002.10378500, 0000.95062890, 0001.99991900
0002.18559200, 0000.94887910, 0002.07386300
0002.26862000, 0000.94638510, 0002.14698800
0002.35653200, 0000.94156650, 0002.21883200
0002.37973100, 0000.94021670, 0002.23746300
0002.40537200, 0000.93658040, 0002.25282500
0002.42124500, 0000.93284580, 0002.25864800
0002.43589700, 0000.93178790, 0002.26974000
0002.44810700, 0000.92853420, 0002.27315100
0002.46275900, 0000.92458860, 0002.27703900
0002.47741200, 0000.92063420, 0002.28079000
0002.50183200, 0000.91348270, 0002.28538000
0002.52747300, 0000.90247660, 0002.28098500
0002.54945100, 0000.89456620, 0002.28065200
0002.57020800, 0000.88642940, 0002.27830800
0002.58852300, 0000.87917630, 0002.27576800
0002.60317500, 0000.86988650, 0002.26446700
0002.61660600, 0000.86307050, 0002.25831500
0002.63003700, 0000.85645940, 0002.25252000
0002.64346800, 0000.84523460, 0002.23435000
0002.65689900, 0000.83665130, 0002.22289800
0002.66788800, 0000.83015920, 0002.21477200
0002.67887700, 0000.82194330, 0002.20188500
0002.68742400, 0000.81403140, 0002.18764800
0002.69841300, 0000.80577060, 0002.17430200
0002.71062300, 0000.79560040, 0002.15657300
0002.72161200, 0000.78515200, 0002.13687900
0002.73260100, 0000.77441300, 0002.11616200
0002.74603200, 0000.76127410, 0002.09048300
0002.75702100, 0000.74908120, 0002.06523200
0002.76678900, 0000.73556760, 0002.03516000
0002.77533600, 0000.72530950, 0002.01297800
0002.78632500, 0000.71069600, 0001.98023000
0002.79853500, 0000.69369230, 0001.94132200
0002.80830300, 0000.68137220, 0001.91349900
0002.82173400, 0000.66486360, 0001.87606800
0002.83516500, 0000.64604790, 0001.83165200
0002.84737500, 0000.63034570, 0001.79483100
0002.85836400, 0000.61654340, 0001.76230500
0002.86935300, 0000.60141610, 0001.72567500
0002.87912100, 0000.58500680, 0001.68430500
0002.88888900, 0000.56825180, 0001.64161600
0002.89865700, 0000.55184540, 0001.59961100
0002.90964600, 0000.53330740, 0001.55173600
0002.92063500, 0000.51176680, 0001.49468400
0002.93162400, 0000.49339420, 0001.44644600
0002.94261300, 0000.47360720, 0001.39364300
0002.95360200, 0000.45253290, 0001.33660200
0002.96337000, 0000.43210420, 0001.28048500
0002.97435900, 0000.41114130, 0001.22288200
0002.98534800, 0000.38923940, 0001.16201500
0002.99633700, 0000.36845300, 0001.10400900
0003.00854700, 0000.34656490, 0001.04265700
0003.02075700, 0000.32393280, 0000.97852240
0003.03174600, 0000.30167180, 0000.91459240
0003.04273500, 0000.27784830, 0000.84541890
0003.05494500, 0000.25183490, 0000.76934180
0003.06593400, 0000.22562480, 0000.69175070
0003.07570200, 0000.19972490, 0000.61429450
0003.08669100, 0000.17293680, 0000.53380270
0003.09768000, 0000.14592770, 0000.45203740
0003.10989000, 0000.11879720, 0000.36944640
0003.12087900, 0000.09186283, 0000.28669280
0003.13308900, 0000.06241605, 0000.19555510
0003.14285700, 0000.03840322, 0000.12069590
0003.15018300, 0000.00000000, 0000.00000000
