Voltage (V), Current (A), Power (W)
0000.00000000, 0000.98737160, 0000.00000000
0000.12087910, 0000.98819080, 0000.11945160
0000.17460320, 0000.98739260, 0000.17240190
0000.24664230, 0000.98680720, 0000.24338840
0000.31013430, 0000.98464730, 0000.30537290
0000.40048840, 0000.98355010, 0000.39390040
0000.57142860, 0000.98174160, 0000.56099520
0000.74236880, 0000.97960460, 0000.72722790
0000.89987790, 0000.97822130, 0000.88027970
0001.05372400, 0000.97674050, 0001.02921500
0001.19536000, 0000.97464560, 0001.16505300
0001.27594600, 0000.97468820, 0001.24365000
0001.35164800, 0000.97447170, 0001.31714300
0001.43101300, 0000.97431180, 0001.39425300
0001.51404200, 0000.97284950, 0001.47293500
0001.58486000, 0000.97408370, 0001.54378600
0001.64346800, 0000.97212000, 0001.59764800
0001.68742400, 0000.97350440, 0001.64271400
0001.72527500, 0000.97212820, 0001.67718800
0001.77777800, 0000.97038640, 0001.72513200
0001.82173400, 0000.96820080, 0001.76380400
0001.86446900, 0000.96661500, 0001.80222400
0001.90720400, 0000.96411580, 0001.83876500
0001.95970700, 0000.96319160, 0001.88757300
0001.99877900, 0000.96247480, 0001.92377400
0002.08669100, 0000.95997350, 0002.00316800
0002.17460300, 0000.95678600, 0002.08063000
0002.27106200, 0000.95231420, 0002.16276500
0002.35653200, 0000.94689480, 0002.23138800
0002.43467600, 0000.94215320, 0002.29383800
0002.46764400, 0000.93589340, 0002.30945100
0002.49572700, 0000.92889370, 0002.31826500
0002.50549500, 0000.92525850, 0002.31823000
0002.51770400, 0000.92117040, 0002.31923500
0002.53724100, 0000.91707770, 0002.32684700
0002.55433500, 0000.91062150, 0002.32603200
0002.56654500, 0000.90668550, 0002.32704900
0002.58730200, 0000.89705910, 0002.32096300
0002.60683800, 0000.88859540, 0002.31642400
0002.62026900, 0000.87856900, 0002.30208700
0002.63247900, 0000.87191160, 0002.29528900
0002.64835200, 0000.86324120, 0002.28616600
0002.65812000, 0000.85687880, 0002.27768600
0002.67033000, 0000.84704050, 0002.26187700
0002.68376100, 0000.83469140, 0002.24011200
0002.69719200, 0000.82464870, 0002.22423600
0002.70818100, 0000.81704530, 0002.21270700
0002.71917000, 0000.80717610, 0002.19484900
0002.73138000, 0000.79652630, 0002.17561600
0002.74236900, 0000.78460810, 0002.15168500
0002.75457900, 0000.77112210, 0002.12411700
0002.76801000, 0000.75717090, 0002.09585600
0002.78022000, 0000.74381870, 0002.06798000
0002.78754600, 0000.73336920, 0002.04430000
0002.79609300, 0000.72525780, 0002.02788800
0002.80586100, 0000.71476120, 0002.00552100
0002.81562900, 0000.70047710, 0001.97228300
0002.82539700, 0000.68572430, 0001.93744300
0002.83638600, 0000.66892370, 0001.89732600
0002.84859600, 0000.65191890, 0001.85705400
0002.86080600, 0000.63241900, 0001.80922800
0002.87179500, 0000.61667220, 0001.77095600
0002.88400500, 0000.59916530, 0001.72799600
0002.89377300, 0000.58465400, 0001.69185600
0002.90354100, 0000.56764310, 0001.64817500
0002.91330900, 0000.55295320, 0001.61092400
0002.92307700, 0000.53404640, 0001.56105900
0002.93284500, 0000.51676070, 0001.51557900
0002.94383400, 0000.49660180, 0001.46191300
0002.95238100, 0000.47838310, 0001.41236900
0002.96214900, 0000.45517570, 0001.34829800
0002.97069600, 0000.43849010, 0001.30262100
0002.98046400, 0000.41769710, 0001.24493100
0002.99145300, 0000.39592930, 0001.18440400
0003.00244200, 0000.37372070, 0001.12207500
0003.01343100, 0000.35246310, 0001.06212300
0003.02564100, 0000.32533980, 0000.98436140
0003.03540900, 0000.30238220, 0000.91785370
0003.04639800, 0000.27802920, 0000.84698770
0003.05738700, 0000.25235800, 0000.77155610
0003.06715500, 0000.22765220, 0000.69824460
0003.07814400, 0000.20180560, 0000.62118660
0003.09035400, 0000.17433740, 0000.53876440
0003.10012200, 0000.14713040, 0000.45612210
0003.11233200, 0000.11937750, 0000.37154250
0003.12332100, 0000.09222127, 0000.28803660
0003.13309000, 0000.06495523, 0000.20351050
0003.14163600, 0000.04064030, 0000.12767710
0003.14896200, 0000.02211417, 0000.06963670
0003.15262500, 0000.00000000, 0000.00000000
