Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78947350, 0000.00000000
0000.31868130, 0000.78757230, 0000.25098460
0000.41514050, 0000.78650060, 0000.32650820
0000.54578750, 0000.78373160, 0000.42775090
0000.70818070, 0000.78084750, 0000.55298110
0000.87179500, 0000.77828330, 0000.67850350
0001.02075700, 0000.77711980, 0000.79325050
0001.24786300, 0000.77380680, 0000.96560500
0001.55921900, 0000.77263980, 0001.20471400
0001.84493300, 0000.77061750, 0001.42173800
0002.09768000, 0000.76883610, 0001.61277200
0002.35164900, 0000.76674650, 0001.80311800
0002.52503100, 0000.76470140, 0001.93089400
0002.58241800, 0000.76157340, 0001.96670100
0002.60928000, 0000.75886790, 0001.98009800
0002.62759500, 0000.75540690, 0001.98490300
0002.64468900, 0000.75220220, 0001.98934100
0002.65812000, 0000.74850920, 0001.98962700
0002.66910900, 0000.74554770, 0001.98994800
0002.68376100, 0000.74257950, 0001.99290600
0002.69841300, 0000.73629410, 0001.98682500
0002.70573900, 0000.73007180, 0001.97538400
0002.71550700, 0000.72558450, 0001.97033000
0002.72649600, 0000.72042010, 0001.96422200
0002.73382200, 0000.71340600, 0001.95032500
0002.73870600, 0000.71049320, 0001.94583200
0002.74603200, 0000.70493060, 0001.93576200
0002.75335800, 0000.69635400, 0001.91731200
0002.75946300, 0000.68921200, 0001.90185500
0002.76434700, 0000.68521480, 0001.89417100
0002.77045200, 0000.67833870, 0001.87930500
0002.77655700, 0000.67291340, 0001.86838200
0002.78266200, 0000.66628070, 0001.85403400
0002.79120900, 0000.65600780, 0001.83105500
0002.79975600, 0000.64593570, 0001.80846200
0002.80830300, 0000.63893810, 0001.79433200
0002.81562900, 0000.62825120, 0001.76892200
0002.82173400, 0000.62148630, 0001.75366900
0002.82539700, 0000.61762410, 0001.74503300
0002.83150200, 0000.61048640, 0001.72859400
0002.83760700, 0000.60068100, 0001.70449700
0002.84371200, 0000.59221590, 0001.68409100
0002.85103800, 0000.58009160, 0001.65386300
0002.85958500, 0000.56599490, 0001.61851100
0002.86691100, 0000.55035690, 0001.57782400
0002.87301600, 0000.53989580, 0001.55112900
0002.88034200, 0000.52764330, 0001.51979300
0002.88644700, 0000.51792790, 0001.49497200
0002.89377300, 0000.50398660, 0001.45842300
0002.90109900, 0000.49494200, 0001.43587600
0002.90964600, 0000.47942330, 0001.39495200
0002.91819300, 0000.46491570, 0001.35671400
0002.92674000, 0000.44977310, 0001.31636900
0002.93406600, 0000.43766560, 0001.28414000
0002.94139200, 0000.42161540, 0001.24013600
0002.94871800, 0000.40565430, 0001.19616000
0002.95482300, 0000.39161710, 0001.15715900
0002.96337000, 0000.37139510, 0001.10058100
0002.97069600, 0000.35691660, 0001.06029100
0002.97924300, 0000.33949010, 0001.01142300
0002.98779000, 0000.32255720, 0000.96373310
0002.99755800, 0000.30347630, 0000.90968780
0003.00488400, 0000.28929410, 0000.86929520
0003.01343100, 0000.26844180, 0000.80893090
0003.02075700, 0000.24946810, 0000.75358250
0003.02930400, 0000.22889320, 0000.69338720
0003.03785100, 0000.20503080, 0000.62285300
0003.04517700, 0000.18790440, 0000.57220230
0003.05372400, 0000.16660440, 0000.50876380
0003.06227100, 0000.14606350, 0000.44728600
0003.07081800, 0000.12506780, 0000.38406060
0003.07814400, 0000.10730160, 0000.33028980
0003.08791200, 0000.08158398, 0000.25192420
0003.09645900, 0000.05978189, 0000.18511220
0003.10500600, 0000.03875405, 0000.12033160
0003.11111100, 0000.02241899, 0000.06974796
0003.11599500, 0000.00000000, 0000.00000000
