Voltage (V), Current (A), Power (W)
0000.00000000, 0000.99149310, 0000.00000000
0000.73504280, 0000.99172840, 0000.72896280
0000.81684990, 0000.99419100, 0000.81210480
0000.90964590, 0000.99424350, 0000.90440950
0000.95238100, 0000.99461380, 0000.94725130
0001.05494500, 0000.99337900, 0001.04796000
0001.16849800, 0000.99137350, 0001.15841800
0001.31746000, 0000.98648120, 0001.29965000
0001.47252800, 0000.98196910, 0001.44597700
0001.63125800, 0000.98193220, 0001.60178400
0001.71062300, 0000.98059970, 0001.67743600
0001.78998800, 0000.98033970, 0001.75479600
0001.85470100, 0000.97892460, 0001.81561200
0001.91941400, 0000.97913460, 0001.87936400
0001.99145300, 0000.97508440, 0001.94183500
0002.08791200, 0000.97296800, 0002.03147100
0002.17704500, 0000.96814160, 0002.10768800
0002.25396800, 0000.96548640, 0002.17617600
0002.32600700, 0000.95974810, 0002.23238100
0002.37973100, 0000.95425870, 0002.27088000
0002.41025600, 0000.94964230, 0002.28888100
0002.43834000, 0000.94553200, 0002.30552800
0002.46031700, 0000.93942390, 0002.31128100
0002.47130700, 0000.93894450, 0002.32042000
0002.48107500, 0000.93393010, 0002.31715000
0002.49450500, 0000.92646950, 0002.31108300
0002.51160000, 0000.91845240, 0002.30678500
0002.52625200, 0000.90994390, 0002.29874800
0002.54212500, 0000.89987820, 0002.28760300
0002.55799800, 0000.89391070, 0002.28662200
0002.57020800, 0000.88778030, 0002.28178000
0002.57753400, 0000.88466950, 0002.28026500
0002.58608100, 0000.88326040, 0002.28418300
0002.59707000, 0000.87525610, 0002.27310100
0002.60928000, 0000.86530960, 0002.25783500
0002.62026900, 0000.85774070, 0002.24751100
0002.63492100, 0000.84295610, 0002.22112300
0002.64957300, 0000.82747970, 0002.19246800
0002.66056200, 0000.81666860, 0002.17279700
0002.67033000, 0000.80789340, 0002.15734200
0002.68009800, 0000.79874930, 0002.14072600
0002.68986600, 0000.79144310, 0002.12887600
0002.69963400, 0000.78390300, 0002.11625100
0002.70818100, 0000.77762620, 0002.10595200
0002.72039100, 0000.76313390, 0002.07602200
0002.73382200, 0000.74774920, 0002.04421300
0002.74603200, 0000.73561810, 0002.02003100
0002.75702100, 0000.71896420, 0001.98219900
0002.77045200, 0000.70091150, 0001.94184100
0002.77899900, 0000.68895860, 0001.91461500
0002.78754600, 0000.67728790, 0001.88797100
0002.79609300, 0000.66420210, 0001.85717000
0002.80586100, 0000.65186150, 0001.82903300
0002.81562900, 0000.63876130, 0001.79851500
0002.82661800, 0000.62407880, 0001.76403200
0002.83882800, 0000.60643950, 0001.72157700
0002.85103800, 0000.58742910, 0001.67478300
0002.86324800, 0000.56970180, 0001.63119800
0002.87545800, 0000.54733780, 0001.57384700
0002.88766800, 0000.52480020, 0001.51544900
0002.89987800, 0000.50311540, 0001.45897300
0002.91086700, 0000.48158120, 0001.40181900
0002.92185600, 0000.45867510, 0001.34018300
0002.93284500, 0000.43821760, 0001.28522500
0002.94383400, 0000.41822330, 0001.23118000
0002.95482300, 0000.39704530, 0001.17319800
0002.96703300, 0000.37368220, 0001.10872700
0002.97924300, 0000.35094300, 0001.04554500
0002.99023200, 0000.32800380, 0000.98080750
0003.00244200, 0000.30287400, 0000.90936170
0003.01343100, 0000.27749970, 0000.83622630
0003.02442000, 0000.25251070, 0000.76369850
0003.03540900, 0000.22690940, 0000.68876280
0003.04761900, 0000.20060750, 0000.61137510
0003.05860800, 0000.17515350, 0000.53572580
0003.06959700, 0000.14861750, 0000.45619590
0003.08180700, 0000.12158790, 0000.37471050
0003.09279600, 0000.09396987, 0000.29062970
0003.10500600, 0000.06423141, 0000.19943890
0003.11477400, 0000.03954060, 0000.12316010
0003.12332100, 0000.00000000, 0000.00000000
