Voltage (V), Current (A), Power (W)
0000.00000000, 0000.99528420, 0000.00000000
0000.26739930, 0000.99460840, 0000.26595750
0000.32234430, 0000.99575880, 0000.32097720
0000.38827840, 0000.99713930, 0000.38716770
0000.48595850, 0000.99566590, 0000.48385230
0000.57142860, 0000.99420690, 0000.56811830
0000.71916970, 0000.99527190, 0000.71576940
0000.87301590, 0000.99267470, 0000.86662070
0001.03174600, 0000.98908480, 0001.02048400
0001.19780200, 0000.99010160, 0001.18594600
0001.35897400, 0000.98951790, 0001.34473000
0001.46031800, 0000.98597370, 0001.43983500
0001.55433500, 0000.98420850, 0001.52978900
0001.63980500, 0000.98285680, 0001.61169300
0001.67887700, 0000.98054660, 0001.64621700
0001.70573900, 0000.97765510, 0001.66762400
0001.72405400, 0000.97734960, 0001.68500300
0001.75335800, 0000.97664670, 0001.71241100
0001.77777800, 0000.97721850, 0001.73727800
0001.80830300, 0000.97576010, 0001.76447000
0001.83760700, 0000.97495810, 0001.79159000
0001.88034200, 0000.97477950, 0001.83291900
0001.95604400, 0000.97458580, 0001.90633300
0002.06471300, 0000.97026860, 0002.00332600
0002.17460300, 0000.96766060, 0002.10427800
0002.28571400, 0000.96439610, 0002.20433400
0002.38339400, 0000.95754370, 0002.28220400
0002.44200200, 0000.95201650, 0002.32482600
0002.47008600, 0000.95031680, 0002.34736400
0002.48962200, 0000.94544490, 0002.35380000
0002.51037800, 0000.94099100, 0002.36224400
0002.52869400, 0000.93688390, 0002.36909200
0002.54578800, 0000.93139760, 0002.37114000
0002.56288100, 0000.92293900, 0002.36538300
0002.58241800, 0000.91515240, 0002.36330600
0002.60073300, 0000.90817800, 0002.36192800
0002.61660600, 0000.90234340, 0002.36107700
0002.62759400, 0000.89810450, 0002.35985400
0002.63492100, 0000.89307490, 0002.35318200
0002.64591000, 0000.88528920, 0002.34239500
0002.65689900, 0000.87539900, 0002.32584600
0002.66788800, 0000.86690300, 0002.31280000
0002.68131900, 0000.85756810, 0002.29941300
0002.69475000, 0000.84820510, 0002.28570100
0002.70207600, 0000.84520420, 0002.28380600
0002.70940200, 0000.84140620, 0002.27970700
0002.71917000, 0000.83496270, 0002.27040600
0002.72893800, 0000.82584970, 0002.25369200
0002.73992700, 0000.81487570, 0002.23270000
0002.75213700, 0000.80122530, 0002.20508100
0002.76312600, 0000.78884540, 0002.17967900
0002.77045200, 0000.78041590, 0002.16210500
0002.78144100, 0000.76843800, 0002.13736500
0002.79243000, 0000.75626300, 0002.11181100
0002.80097700, 0000.74678120, 0002.09171700
0002.81196600, 0000.73388050, 0002.06364700
0002.82539700, 0000.71660450, 0002.02469200
0002.83394400, 0000.70372420, 0001.99431500
0002.84249100, 0000.69398810, 0001.97265500
0002.85348000, 0000.67763110, 0001.93360700
0002.86324800, 0000.66451420, 0001.90266900
0002.87301600, 0000.64941320, 0001.86577500
0002.88278400, 0000.63392790, 0001.82747700
0002.89255200, 0000.61537090, 0001.77999200
0002.90232000, 0000.59740700, 0001.73386600
0002.91330900, 0000.57656150, 0001.67970200
0002.92429800, 0000.55569980, 0001.62503200
0002.93528700, 0000.53480140, 0001.56979500
0002.94627600, 0000.51401600, 0001.51443300
0002.95604400, 0000.49600650, 0001.46621700
0002.96581200, 0000.47699750, 0001.41468500
0002.97558000, 0000.45807820, 0001.36304800
0002.98656900, 0000.43672900, 0001.30432200
0002.99633700, 0000.41629170, 0001.24735000
0003.00610500, 0000.39327820, 0001.18223600
0003.01587300, 0000.37133340, 0001.11989500
0003.02564100, 0000.34836670, 0001.05403200
0003.03540900, 0000.32475020, 0000.98574990
0003.04639800, 0000.29596750, 0000.90163490
0003.05616600, 0000.27618830, 0000.84407740
0003.06593400, 0000.25021750, 0000.76715030
0003.07570200, 0000.22505540, 0000.69220320
0003.08547000, 0000.19976370, 0000.61636480
0003.09523800, 0000.17793910, 0000.55076400
0003.10622700, 0000.14645120, 0000.45491060
0003.11599500, 0000.11989480, 0000.37359150
0003.12576300, 0000.09262110, 0000.28951170
0003.13431000, 0000.06493192, 0000.20351680
0003.14163600, 0000.04107910, 0000.12905560
0003.14774100, 0000.02260135, 0000.07114321
0003.15262500, 0000.00000000, 0000.00000000
