Voltage (V), Current (A), Power (W)
0000.00000000, 0000.99079100, 0000.00000000
0000.34798540, 0000.98944380, 0000.34431200
0000.45299150, 0000.98893920, 0000.44798100
0000.58363860, 0000.98769490, 0000.57645680
0000.70818070, 0000.98553560, 0000.69793730
0000.82783880, 0000.98430150, 0000.81484290
0000.90354090, 0000.98570100, 0000.89062110
0000.99145300, 0000.98430340, 0000.97589050
0001.07326000, 0000.98447350, 0001.05659600
0001.17582400, 0000.98448220, 0001.15757800
0001.26373600, 0000.98463620, 0001.24432100
0001.35653200, 0000.98342450, 0001.33404700
0001.48351700, 0000.98059230, 0001.45472500
0001.62881600, 0000.97722230, 0001.59171500
0001.75335800, 0000.97367990, 0001.70720900
0001.88644700, 0000.97045880, 0001.83071900
0002.00366300, 0000.96440050, 0001.93233300
0002.07814400, 0000.96315800, 0002.00158100
0002.15262500, 0000.95801100, 0002.06223800
0002.23443200, 0000.95151960, 0002.12610600
0002.29914500, 0000.94567000, 0002.17423300
0002.35775300, 0000.94314460, 0002.22370200
0002.41391900, 0000.93836320, 0002.26513300
0002.43711900, 0000.93621140, 0002.28165800
0002.45054900, 0000.93529960, 0002.29199800
0002.46642300, 0000.93282870, 0002.30075000
0002.48229600, 0000.92636320, 0002.29950700
0002.49816800, 0000.92047050, 0002.29949000
0002.51526300, 0000.91472100, 0002.30076400
0002.53479900, 0000.90624110, 0002.29713900
0002.55189300, 0000.89763670, 0002.29067300
0002.56654500, 0000.89294270, 0002.29177700
0002.58119700, 0000.88615700, 0002.28734600
0002.59218600, 0000.88037830, 0002.28210400
0002.60317500, 0000.87446250, 0002.27637900
0002.61294300, 0000.86909630, 0002.27089900
0002.62515300, 0000.86048290, 0002.25889900
0002.63736300, 0000.85431180, 0002.25313000
0002.64957300, 0000.84398750, 0002.23620600
0002.66178300, 0000.83422730, 0002.22053200
0002.67399300, 0000.82330780, 0002.20151900
0002.68742400, 0000.81073600, 0002.17879100
0002.69841300, 0000.79895260, 0002.15590400
0002.70940200, 0000.78845570, 0002.13624300
0002.71794900, 0000.77868190, 0002.11641800
0002.73015900, 0000.76770700, 0002.09596200
0002.73748500, 0000.76137200, 0002.08424400
0002.74847400, 0000.74977430, 0002.06073500
0002.75946300, 0000.73843090, 0002.03767300
0002.77045200, 0000.72661940, 0002.01306400
0002.78022000, 0000.71515450, 0001.98828700
0002.79487200, 0000.69631800, 0001.94612000
0002.80586100, 0000.68148990, 0001.91216600
0002.81562900, 0000.66654090, 0001.87673200
0002.82661800, 0000.65056380, 0001.83889500
0002.83760700, 0000.63313340, 0001.79658400
0002.84737500, 0000.61827490, 0001.76046100
0002.85958500, 0000.59946640, 0001.71422500
0002.87301600, 0000.57895170, 0001.66333700
0002.88644700, 0000.55873510, 0001.61275900
0002.89987800, 0000.53813780, 0001.56053400
0002.91086700, 0000.51797020, 0001.50774200
0002.92307700, 0000.49854750, 0001.45729300
0002.93406600, 0000.47942540, 0001.40666600
0002.94505500, 0000.45864110, 0001.35072300
0002.95604400, 0000.43847600, 0001.29615500
0002.96703300, 0000.41906480, 0001.24337900
0002.97680100, 0000.39721360, 0001.18242600
0002.98779000, 0000.37488520, 0001.12007800
0003.00000000, 0000.35203920, 0001.05611800
0003.01098900, 0000.32810410, 0000.98791790
0003.02319900, 0000.30275020, 0000.91527400
0003.03418800, 0000.27978250, 0000.84891270
0003.04639800, 0000.25509380, 0000.77711740
0003.05738700, 0000.23013300, 0000.70360570
0003.06959700, 0000.20399640, 0000.62618690
0003.08180700, 0000.17741140, 0000.54674790
0003.09523800, 0000.14903910, 0000.46131140
0003.10744800, 0000.12141610, 0000.37729420
0003.11965800, 0000.09354668, 0000.29183360
0003.13064700, 0000.06598333, 0000.20657050
0003.14041500, 0000.04164292, 0000.13077610
0003.14774100, 0000.02290655, 0000.07210387
0003.15262500, 0000.00000000, 0000.00000000
