Voltage (V), Current (A), Power (W)
0000.00000000, 0000.98543710, 0000.00000000
0000.23809520, 0000.98353900, 0000.23417600
0000.32234430, 0000.98108210, 0000.31624620
0000.43101340, 0000.98037040, 0000.42255280
0000.50793650, 0000.97745340, 0000.49648430
0000.57631260, 0000.97564320, 0000.56227550
0000.70818070, 0000.97424660, 0000.68994270
0000.82539680, 0000.97226540, 0000.80250480
0000.94993900, 0000.96816870, 0000.91970120
0001.07936500, 0000.96647930, 0001.04318400
0001.21611700, 0000.96262320, 0001.17066300
0001.31990200, 0000.95959880, 0001.26657700
0001.42857100, 0000.95745720, 0001.36779600
0001.51526200, 0000.95455950, 0001.44640800
0001.58974300, 0000.95474360, 0001.51779700
0001.66300400, 0000.95413700, 0001.58673300
0001.70085500, 0000.95134190, 0001.61809400
0001.77411500, 0000.95013510, 0001.68564900
0001.84249100, 0000.94786390, 0001.74643100
0001.90842500, 0000.94424120, 0001.80201300
0001.96581200, 0000.93990760, 0001.84768200
0002.04761900, 0000.93717090, 0001.91896900
0002.09157500, 0000.93304900, 0001.95154200
0002.14041500, 0000.93008920, 0001.99077700
0002.18437100, 0000.92717760, 0002.02530000
0002.23199000, 0000.92634410, 0002.06759100
0002.25885200, 0000.92572760, 0002.09108200
0002.28571400, 0000.92275130, 0002.10914600
0002.32234400, 0000.91995340, 0002.13644800
0002.36141600, 0000.91413150, 0002.15864500
0002.39804600, 0000.90696940, 0002.17495500
0002.43589700, 0000.89910460, 0002.19012600
0002.47741200, 0000.89089980, 0002.20712500
0002.50305300, 0000.88091580, 0002.20497900
0002.52869400, 0000.87371650, 0002.20936100
0002.55189300, 0000.86594530, 0002.20980000
0002.57631300, 0000.85702290, 0002.20795900
0002.59829100, 0000.84613800, 0002.19851300
0002.61782700, 0000.83736350, 0002.19207300
0002.63736300, 0000.82448700, 0002.17447100
0002.65689900, 0000.81284600, 0002.15965000
0002.66910900, 0000.80291160, 0002.14305900
0002.68131900, 0000.79409110, 0002.12921100
0002.69475000, 0000.78245750, 0002.10852700
0002.70696000, 0000.77337740, 0002.09350200
0002.72161200, 0000.75947810, 0002.06700500
0002.73992700, 0000.74351350, 0002.03717300
0002.75580000, 0000.72647110, 0002.00200900
0002.77045200, 0000.71125070, 0001.97048600
0002.78388300, 0000.69592090, 0001.93736200
0002.79731400, 0000.68175170, 0001.90707400
0002.80952400, 0000.66791550, 0001.87652500
0002.81929200, 0000.65623150, 0001.85010800
0002.82906000, 0000.64446580, 0001.82323300
0002.84004900, 0000.62837450, 0001.78461400
0002.85225900, 0000.61015980, 0001.74033400
0002.86202700, 0000.59561600, 0001.70466900
0002.87423700, 0000.57729210, 0001.65927400
0002.88888900, 0000.55627120, 0001.60700600
0002.90109900, 0000.53960200, 0001.56543900
0002.91208800, 0000.52247700, 0001.52149900
0002.92551900, 0000.50066130, 0001.46469400
0002.93650800, 0000.48184270, 0001.41493500
0002.94627600, 0000.46224220, 0001.36189300
0002.95848600, 0000.43716570, 0001.29334900
0002.96825400, 0000.41962130, 0001.24554300
0002.98046400, 0000.39741680, 0001.18448700
0002.99267400, 0000.37438010, 0001.12039800
0003.00610500, 0000.35051190, 0001.05367600
0003.01709400, 0000.32869440, 0000.99170200
0003.03052500, 0000.30022370, 0000.90983560
0003.04029300, 0000.27616320, 0000.83961720
0003.05250300, 0000.24658340, 0000.75269660
0003.06105000, 0000.22713210, 0000.69526260
0003.07203900, 0000.20273200, 0000.62280080
0003.08302800, 0000.17699740, 0000.54568810
0003.09523800, 0000.15002720, 0000.46436990
0003.10622700, 0000.12658790, 0000.39321060
0003.11843700, 0000.09347080, 0000.29148280
0003.12942600, 0000.06296425, 0000.19704200
0003.13797300, 0000.03900093, 0000.12238390
0003.14407800, 0000.00000000, 0000.00000000
