Voltage (V), Current (A), Power (W)
0000.00000000, 0000.78284630, 0000.00000000
0000.26129430, 0000.78224480, 0000.20439610
0000.39072040, 0000.78112950, 0000.30520330
0000.53235660, 0000.78018610, 0000.41533720
0000.67765570, 0000.78040090, 0000.52884310
0000.80341880, 0000.77921650, 0000.62603720
0000.88400490, 0000.77807840, 0000.68782510
0000.98901100, 0000.77854050, 0000.76998510
0001.08424900, 0000.77770410, 0000.84322490
0001.16849800, 0000.77541830, 0000.90607490
0001.28205100, 0000.77362960, 0000.99183290
0001.40537200, 0000.77381980, 0001.08750500
0001.54090400, 0000.77050560, 0001.18727500
0001.67765600, 0000.76872390, 0001.28965400
0001.81318700, 0000.76752880, 0001.39167300
0001.93528700, 0000.76744410, 0001.48522400
0002.05494500, 0000.76490990, 0001.57184800
0002.15018300, 0000.76402390, 0001.64279100
0002.26007300, 0000.76233560, 0001.72293400
0002.36752100, 0000.76115860, 0001.80205900
0002.46764400, 0000.75777100, 0001.86990900
0002.53968300, 0000.75564820, 0001.91910700
0002.57875500, 0000.75450820, 0001.94569200
0002.60683800, 0000.75201450, 0001.96038000
0002.62881600, 0000.74760680, 0001.96532000
0002.64346800, 0000.74425690, 0001.96741900
0002.66056200, 0000.73852430, 0001.96489000
0002.67643500, 0000.73237200, 0001.96014600
0002.68620300, 0000.72751890, 0001.95426300
0002.69719200, 0000.72226780, 0001.94809500
0002.70696000, 0000.71472280, 0001.93472600
0002.71428600, 0000.70855930, 0001.92323300
0002.72161200, 0000.70213740, 0001.91094500
0002.72771700, 0000.69527010, 0001.89650000
0002.73504300, 0000.68723190, 0001.87960900
0002.74236900, 0000.68076320, 0001.86690400
0002.74969500, 0000.67364840, 0001.85232800
0002.75580000, 0000.66759050, 0001.83974600
0002.76434700, 0000.65957630, 0001.82329800
0002.77167300, 0000.65162470, 0001.80609000
0002.77899900, 0000.64275830, 0001.78622500
0002.78510400, 0000.63820240, 0001.77746000
0002.79120900, 0000.63225660, 0001.76476000
0002.79853500, 0000.62483470, 0001.74862200
0002.80464000, 0000.61828550, 0001.73406800
0002.81074500, 0000.61093070, 0001.71717000
0002.81807100, 0000.59895720, 0001.68790400
0002.82539700, 0000.58753650, 0001.66002400
0002.83028100, 0000.58004310, 0001.64168500
0002.83516500, 0000.57192300, 0001.62149600
0002.84249100, 0000.56080510, 0001.59408300
0002.84859600, 0000.55339030, 0001.57638600
0002.85592200, 0000.54327690, 0001.55155600
0002.86691100, 0000.52756510, 0001.51248200
0002.87790000, 0000.51296400, 0001.47625900
0002.88644700, 0000.50059040, 0001.44492800
0002.89621500, 0000.48537940, 0001.40576300
0002.90598300, 0000.47018610, 0001.36635300
0002.91330900, 0000.45723180, 0001.33205700
0002.92063500, 0000.44325860, 0001.29459600
0002.92918200, 0000.42802770, 0001.25377100
0002.93650800, 0000.41459890, 0001.21747300
0002.94505500, 0000.39854030, 0001.17372300
0002.95360200, 0000.38391320, 0001.13392700
0002.96214900, 0000.36981770, 0001.09545500
0002.97069600, 0000.35483170, 0001.05409700
0002.98168500, 0000.33565500, 0001.00081800
0002.99145300, 0000.31904140, 0000.95439750
0003.00000000, 0000.30131520, 0000.90394570
0003.00976800, 0000.28150280, 0000.84725810
0003.01831500, 0000.26342130, 0000.79508850
0003.02686200, 0000.24498460, 0000.74153450
0003.03540900, 0000.22596900, 0000.68590830
0003.04517700, 0000.20649270, 0000.62880680
0003.05372400, 0000.18664350, 0000.56995780
0003.06349200, 0000.16663690, 0000.51049080
0003.07203900, 0000.14641940, 0000.44980600
0003.08302800, 0000.12491030, 0000.38510180
0003.09279600, 0000.10310810, 0000.31889240
0003.10378500, 0000.08103186, 0000.25150550
0003.11355300, 0000.05895805, 0000.18356900
0003.12332100, 0000.03807467, 0000.11891940
0003.12942600, 0000.02205495, 0000.06901935
0003.13431000, 0000.00000000, 0000.00000000
