Voltage (V), Current (A), Power (W)
0000.00000000, 0000.97459730, 0000.00000000
0000.16849820, 0000.97714650, 0000.16464740
0000.19658120, 0000.97781840, 0000.19222070
0000.24786330, 0000.97970750, 0000.24283350
0000.29670330, 0000.98100650, 0000.29106780
0000.34065930, 0000.98088710, 0000.33414840
0000.37851040, 0000.98023060, 0000.37102750
0000.43833940, 0000.98147470, 0000.43021910
0000.51404150, 0000.97969370, 0000.50360330
0000.61294260, 0000.97553090, 0000.59794440
0000.73015870, 0000.97211790, 0000.70980030
0000.84249090, 0000.96933240, 0000.81665370
0000.98656910, 0000.96491940, 0000.95195960
0001.09890100, 0000.96117540, 0001.05623700
0001.20512800, 0000.95596980, 0001.15206600
0001.30647100, 0000.95628860, 0001.24936400
0001.42124600, 0000.95241750, 0001.35361900
0001.49939000, 0000.95024590, 0001.42478900
0001.59340700, 0000.94842020, 0001.51121900
0001.68254000, 0000.94702110, 0001.59340100
0001.76434700, 0000.94095110, 0001.66016400
0001.83150200, 0000.93821180, 0001.71833700
0001.91208800, 0000.93269140, 0001.78338800
0001.97435900, 0000.92921820, 0001.83461000
0002.02442000, 0000.92687050, 0001.87637500
0002.09279600, 0000.92626350, 0001.93848100
0002.15750900, 0000.92239540, 0001.99007700
0002.20024400, 0000.91945150, 0002.02301800
0002.24786300, 0000.91436940, 0002.05537700
0002.30158700, 0000.90958890, 0002.09349800
0002.34676400, 0000.89999070, 0002.11206600
0002.38949900, 0000.89437520, 0002.13710900
0002.42490800, 0000.88887530, 0002.15544100
0002.46153900, 0000.88058290, 0002.16758900
0002.49328500, 0000.87136570, 0002.17256300
0002.51037900, 0000.86650100, 0002.17524600
0002.53357700, 0000.85736840, 0002.17220900
0002.55799700, 0000.84987920, 0002.17398900
0002.57875500, 0000.84201480, 0002.17135000
0002.59707000, 0000.83339350, 0002.16438100
0002.61782700, 0000.82201900, 0002.15190300
0002.63370000, 0000.81126920, 0002.13664000
0002.64957300, 0000.79871600, 0002.11625600
0002.65934100, 0000.78847430, 0002.09682200
0002.67399300, 0000.77700530, 0002.07770600
0002.68498200, 0000.76762500, 0002.06105900
0002.69719200, 0000.75849180, 0002.04579800
0002.71184400, 0000.74500810, 0002.02034600
0002.72649600, 0000.73075130, 0001.99239100
0002.73870600, 0000.71873960, 0001.96841600
0002.75457900, 0000.70259600, 0001.93535600
0002.76923100, 0000.68547170, 0001.89822900
0002.78144100, 0000.67160690, 0001.86803500
0002.79487200, 0000.65757460, 0001.83783700
0002.80708200, 0000.64255210, 0001.80369700
0002.81685000, 0000.62981510, 0001.77409500
0002.82783900, 0000.61519250, 0001.73966500
0002.83638600, 0000.60511040, 0001.71632700
0002.84737500, 0000.58945810, 0001.67840800
0002.85958500, 0000.57410430, 0001.64170000
0002.87301600, 0000.55583860, 0001.59693300
0002.88400500, 0000.54091450, 0001.56000000
0002.89865700, 0000.51806590, 0001.50169600
0002.91086700, 0000.49995800, 0001.45531100
0002.92307700, 0000.47834020, 0001.39822500
0002.93406600, 0000.45889120, 0001.34641700
0002.94749700, 0000.43475490, 0001.28143900
0002.95970700, 0000.41351910, 0001.22389500
0002.97191700, 0000.39238100, 0001.16612400
0002.98412700, 0000.37077260, 0001.10643300
0002.99755800, 0000.34652440, 0001.03872700
0003.00976800, 0000.32417950, 0000.97570510
0003.02197800, 0000.30125030, 0000.91037170
0003.03418800, 0000.27600290, 0000.83744490
0003.04639800, 0000.25129470, 0000.76554370
0003.05860800, 0000.22668410, 0000.69333770
0003.07081800, 0000.20094130, 0000.61705420
0003.08302800, 0000.17373010, 0000.53561470
0003.09523800, 0000.14660560, 0000.45377920
0003.10744800, 0000.11923930, 0000.37052990
0003.11965800, 0000.09121912, 0000.28457250
0003.13186800, 0000.06373136, 0000.19959820
0003.14285700, 0000.03991377, 0000.12544330
0003.15140400, 0000.02174002, 0000.06851158
0003.15750900, 0000.00000000, 0000.00000000
