Voltage (V), Current (A), Power (W)
0000.00000000, 0000.97226430, 0000.00000000
0000.73382180, 0000.97087750, 0000.71245100
0000.79975580, 0000.97126040, 0000.77677110
0000.88766780, 0000.97076780, 0000.86171940
0001.11111100, 0000.96855710, 0001.07617500
0001.28327200, 0000.96532200, 0001.23877100
0001.45177000, 0000.96414390, 0001.39971600
0001.65567800, 0000.96174430, 0001.59233900
0001.84127000, 0000.95730010, 0001.76264800
0001.89499400, 0000.95676770, 0001.81306900
0001.95116000, 0000.95504330, 0001.86344200
0002.02197800, 0000.95378910, 0001.92854000
0002.05738700, 0000.95061980, 0001.95579300
0002.09035400, 0000.95131340, 0001.98858200
0002.15873000, 0000.94678910, 0002.04386200
0002.22466400, 0000.94469820, 0002.10163600
0002.27838900, 0000.94132360, 0002.14470100
0002.34798600, 0000.93712630, 0002.20035900
0002.41636100, 0000.93167510, 0002.25126400
0002.43956000, 0000.92971710, 0002.26810100
0002.46398000, 0000.92402860, 0002.27678800
0002.48351700, 0000.91860350, 0002.28136700
0002.48717900, 0000.91832270, 0002.28403300
0002.49450500, 0000.91474610, 0002.28183900
0002.50549500, 0000.90987430, 0002.27968500
0002.51648400, 0000.90662510, 0002.28150700
0002.53235700, 0000.90238460, 0002.28516000
0002.54945100, 0000.89441650, 0002.28027100
0002.56654500, 0000.88973350, 0002.28354100
0002.58363900, 0000.88104640, 0002.27630600
0002.59829100, 0000.87532150, 0002.27434000
0002.61172200, 0000.86853790, 0002.26837900
0002.62515300, 0000.85905870, 0002.25516000
0002.63492100, 0000.85081400, 0002.24182700
0002.64468900, 0000.84305080, 0002.22960700
0002.65567800, 0000.83293760, 0002.21201400
0002.66544600, 0000.82496540, 0002.19890000
0002.67399300, 0000.81806070, 0002.18748900
0002.68376100, 0000.81110840, 0002.17682100
0002.69475000, 0000.80409290, 0002.16682900
0002.70818100, 0000.79369700, 0002.14947500
0002.72161200, 0000.77995440, 0002.12273300
0002.73382200, 0000.76843860, 0002.10077400
0002.74725300, 0000.75404320, 0002.07154800
0002.75824200, 0000.74003640, 0002.04119900
0002.76923100, 0000.72406590, 0002.00510600
0002.77777800, 0000.71392470, 0001.98312400
0002.78754600, 0000.70248910, 0001.95822000
0002.79731400, 0000.69029490, 0001.93097100
0002.80708200, 0000.67762080, 0001.90213700
0002.81562900, 0000.66847210, 0001.88216900
0002.82661800, 0000.65209480, 0001.84322300
0002.84004900, 0000.63301600, 0001.79779700
0002.85103800, 0000.61627160, 0001.75701400
0002.86202700, 0000.59848710, 0001.71288600
0002.87301600, 0000.58274760, 0001.67424300
0002.88400500, 0000.56612310, 0001.63270200
0002.89255200, 0000.55110750, 0001.59410700
0002.90354100, 0000.53195080, 0001.54454100
0002.91453000, 0000.51584950, 0001.50345900
0002.92551900, 0000.49370760, 0001.44435100
0002.93650800, 0000.47495710, 0001.39471500
0002.94871800, 0000.45339330, 0001.33692900
0002.96092800, 0000.43141690, 0001.27739400
0002.97191700, 0000.40836660, 0001.21363200
0002.98290600, 0000.38793570, 0001.15717600
0002.99389500, 0000.36594340, 0001.09559600
0003.00610500, 0000.33980520, 0001.02149000
0003.01587300, 0000.32258250, 0000.97286800
0003.02686200, 0000.29907230, 0000.90525070
0003.03785100, 0000.27531430, 0000.83636370
0003.04884000, 0000.25029530, 0000.76311020
0003.05860800, 0000.22934020, 0000.70146170
0003.07081800, 0000.19947160, 0000.61254090
0003.08302800, 0000.17402250, 0000.53651620
0003.09401700, 0000.14711310, 0000.45517050
0003.10500600, 0000.12011560, 0000.37295950
0003.11721600, 0000.09270914, 0000.28899440
0003.12820500, 0000.06504272, 0000.20346700
0003.13797300, 0000.04068990, 0000.12768380
0003.14652000, 0000.02189938, 0000.06890685
0003.15262500, 0000.00000000, 0000.00000000
