Voltage (V), Current (A), Power (W)
0000.00000000, 0000.98854230, 0000.00000000
0000.28083030, 0000.98585810, 0000.27685880
0000.42246640, 0000.98578420, 0000.41646070
0000.57875460, 0000.98415180, 0000.56958240
0000.68986570, 0000.98342100, 0000.67842850
0000.80341880, 0000.98313730, 0000.78987100
0000.88400490, 0000.98202840, 0000.86811790
0000.99267410, 0000.97994570, 0000.97276660
0001.12820500, 0000.98053900, 0001.10624900
0001.26739900, 0000.97958960, 0001.24153100
0001.40903500, 0000.97848030, 0001.37871300
0001.56044000, 0000.97749550, 0001.52532300
0001.68742400, 0000.97681140, 0001.64829500
0001.77411500, 0000.97241820, 0001.72518200
0001.87545800, 0000.96946780, 0001.81819600
0002.00488400, 0000.96671930, 0001.93816000
0002.10134300, 0000.96528310, 0002.02839100
0002.19047600, 0000.95955650, 0002.10188600
0002.29914500, 0000.95356850, 0002.19239300
0002.38217400, 0000.94772550, 0002.25764700
0002.42368700, 0000.94112860, 0002.28100200
0002.45054900, 0000.93691390, 0002.29595400
0002.47496900, 0000.93331850, 0002.30993500
0002.48229600, 0000.93064640, 0002.31013900
0002.49084200, 0000.92806880, 0002.31167300
0002.50061100, 0000.92470490, 0002.31232700
0002.50915800, 0000.91960530, 0002.30743500
0002.52136800, 0000.91672120, 0002.31139100
0002.53235700, 0000.91212880, 0002.30983500
0002.54578800, 0000.90747100, 0002.31022900
0002.55799800, 0000.90298220, 0002.30982600
0002.57265000, 0000.89549390, 0002.30379200
0002.58486000, 0000.88852580, 0002.29671500
0002.59584900, 0000.88243070, 0002.29065700
0002.60683800, 0000.87377660, 0002.27779400
0002.62149000, 0000.86306760, 0002.26252300
0002.63247900, 0000.85564240, 0002.25246000
0002.64224700, 0000.84659450, 0002.23691200
0002.65445700, 0000.83793050, 0002.22425000
0002.66666700, 0000.82914480, 0002.21105300
0002.67643500, 0000.82003820, 0002.19477900
0002.68742400, 0000.81037590, 0002.17782400
0002.69963400, 0000.80028820, 0002.16048500
0002.70940200, 0000.79064770, 0002.14218200
0002.72039100, 0000.78001520, 0002.12194600
0002.73138000, 0000.76721110, 0002.09554500
0002.74114800, 0000.75727570, 0002.07580500
0002.75091600, 0000.74436370, 0002.04768200
0002.76312600, 0000.72915830, 0002.01475600
0002.77289400, 0000.71638130, 0001.98644900
0002.78388300, 0000.70255330, 0001.95582600
0002.79609300, 0000.68637000, 0001.91915400
0002.80952400, 0000.67030530, 0001.88323900
0002.82173400, 0000.65334570, 0001.84356800
0002.83272300, 0000.63618860, 0001.80214600
0002.84127000, 0000.62459170, 0001.77463400
0002.85225900, 0000.60663040, 0001.73026700
0002.86202700, 0000.59064170, 0001.69043200
0002.87301600, 0000.57343810, 0001.64749700
0002.88400500, 0000.55594120, 0001.60333700
0002.89621500, 0000.53389420, 0001.54627200
0002.90598300, 0000.51790270, 0001.50501600
0002.91575100, 0000.49912220, 0001.45531600
0002.92551900, 0000.48211930, 0001.41044900
0002.93650800, 0000.46170920, 0001.35581300
0002.94627600, 0000.44312950, 0001.30558200
0002.95848600, 0000.41994440, 0001.24240000
0002.97191700, 0000.39577870, 0001.17622200
0002.98290600, 0000.37291050, 0001.11235700
0002.99389500, 0000.35081450, 0001.05030200
0003.00610500, 0000.32719020, 0000.98356810
0003.01587300, 0000.30357560, 0000.91554550
0003.02686200, 0000.27920430, 0000.84511280
0003.03785100, 0000.25337140, 0000.76970440
0003.05006100, 0000.22619680, 0000.68991400
0003.06227100, 0000.19490380, 0000.59684840
0003.07326000, 0000.17295500, 0000.53153550
0003.08302800, 0000.14737240, 0000.45435310
0003.09523800, 0000.12014670, 0000.37188250
0003.10622700, 0000.09284016, 0000.28838270
0003.11721600, 0000.06808812, 0000.21224540
0003.12820500, 0000.03892647, 0000.12177000
0003.13675200, 0000.00000000, 0000.00000000
