Voltage (V), Current (A), Power (W)
0000.00000000, 0000.98500510, 0000.00000000
0000.80830290, 0000.98342470, 0000.79490500
0001.05982900, 0000.98228500, 0001.04105400
0001.32356500, 0000.97919810, 0001.29603300
0001.38583600, 0000.98116340, 0001.35973200
0001.43711900, 0000.97907450, 0001.40704600
0001.47619100, 0000.97921650, 0001.44551000
0001.55555600, 0000.97740410, 0001.52040600
0001.63247900, 0000.97699280, 0001.59492000
0001.69108700, 0000.97446010, 0001.64789700
0001.76068400, 0000.97423840, 0001.71532600
0001.84004900, 0000.97109450, 0001.78686100
0001.88644700, 0000.96879700, 0001.82758400
0001.93040300, 0000.96758300, 0001.86782500
0001.96947500, 0000.96708760, 0001.90465500
0002.01953600, 0000.96406970, 0001.94697400
0002.06837600, 0000.96339140, 0001.99265600
0002.12698400, 0000.96189180, 0002.04592800
0002.18803400, 0000.95804100, 0002.09622700
0002.24786300, 0000.95522320, 0002.14721100
0002.29181900, 0000.95320830, 0002.18458100
0002.32844900, 0000.95093330, 0002.21420000
0002.36507900, 0000.94704060, 0002.23982600
0002.39560500, 0000.94387070, 0002.26114100
0002.42735000, 0000.94009040, 0002.28192900
0002.45787500, 0000.93274250, 0002.29256500
0002.48840100, 0000.92585160, 0002.30389000
0002.50183200, 0000.92094170, 0002.30404100
0002.51404200, 0000.91568580, 0002.30207200
0002.52625200, 0000.91134880, 0002.30229600
0002.53602000, 0000.91030340, 0002.30854700
0002.54700900, 0000.90457730, 0002.30396600
0002.56044000, 0000.89968080, 0002.30357800
0002.57265000, 0000.89426010, 0002.30061800
0002.58363900, 0000.88531890, 0002.28734400
0002.59829100, 0000.87462460, 0002.27252900
0002.61294200, 0000.86523310, 0002.26080400
0002.62515300, 0000.85641160, 0002.24821200
0002.63858400, 0000.84823880, 0002.23814900
0002.65445700, 0000.83819100, 0002.22494200
0002.66544600, 0000.82892130, 0002.20944500
0002.67399300, 0000.82192250, 0002.19781500
0002.68742400, 0000.80854020, 0002.17289000
0002.69841300, 0000.79656730, 0002.14946700
0002.71062300, 0000.78514450, 0002.12823000
0002.71917000, 0000.77641090, 0002.11119300
0002.73015900, 0000.76538720, 0002.08962900
0002.73870600, 0000.75575960, 0002.06980300
0002.74969500, 0000.74500470, 0002.04853500
0002.75702100, 0000.73767560, 0002.03378700
0002.76801000, 0000.72427550, 0002.00480200
0002.77777800, 0000.71332470, 0001.98145800
0002.78998800, 0000.69796600, 0001.94731700
0002.79975600, 0000.68627070, 0001.92139000
0002.81318700, 0000.66829210, 0001.88003100
0002.82417600, 0000.65187720, 0001.84101600
0002.83638600, 0000.63329770, 0001.79627700
0002.84493300, 0000.61965820, 0001.76288600
0002.85592200, 0000.60111850, 0001.71674700
0002.86569000, 0000.58360490, 0001.67243100
0002.87545800, 0000.56842560, 0001.63448400
0002.88766800, 0000.54675650, 0001.57885100
0002.89865700, 0000.53138430, 0001.54030100
0002.90964600, 0000.51206350, 0001.48992400
0002.91941400, 0000.49581740, 0001.44749600
0002.93162400, 0000.47465800, 0001.39151900
0002.94017100, 0000.45831290, 0001.34751800
0002.95116000, 0000.43574400, 0001.28595000
0002.96092800, 0000.41640310, 0001.23294000
0002.97191700, 0000.39361650, 0001.16979600
0002.98168500, 0000.37353200, 0001.11375500
0002.99267400, 0000.35092890, 0001.05021600
0003.00366300, 0000.32899800, 0000.98819910
0003.01587300, 0000.30354310, 0000.91544750
0003.02808300, 0000.27824010, 0000.84253410
0003.04029300, 0000.25309210, 0000.76947420
0003.05128200, 0000.22865370, 0000.69768710
0003.06227100, 0000.20190600, 0000.61829090
0003.07448100, 0000.17520650, 0000.53866910
0003.08547000, 0000.14909820, 0000.46003820
0003.09523800, 0000.12148010, 0000.37600970
0003.10744800, 0000.09293205, 0000.28878150
0003.11965800, 0000.06467248, 0000.20175600
0003.12942600, 0000.04102971, 0000.12839950
0003.13797300, 0000.02233946, 0000.07010061
0003.14529900, 0000.00000000, 0000.00000000
