Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-10deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59726758	0,10613039	24,29669491	0,08900213	0,46149692	41,0742095	64,7978	9,4032	0,724153	48,148	0,05433602	NaN	NaN	NaN	13,129	13:27:04	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1995941	-19,95941														
0,69295	-0,1995903	-19,95903														
0,68585	-0,185062	-18,5062														
0,6788	-0,165731	-16,5731														
0,6717	-0,1470388	-14,70388														
0,66465	-0,1291733	-12,91733														
0,6576	-0,112156	-11,2156														
0,6505	-0,09656185	-9,656185														
0,64345	-0,08098919	-8,098919														
0,63635	-0,06615508	-6,615508														
0,6293	-0,05221257	-5,221257														
0,6222	-0,03903625	-3,903625														
0,61515	-0,02680404	-2,680404														
0,6081	-0,01531265	-1,531265														
0,601	-0,00484788	-0,484788														
0,59395	0,00510317	0,510317														
0,58685	0,01391163	1,391163														
0,5798	0,02234551	2,234551														
0,57275	0,03012527	3,012527														
0,56565	0,03727153	3,727153														
0,5586	0,04375437	4,375437														
0,5515	0,04968992	4,968992														
0,54445	0,05501572	5,501572														
0,53735	0,05990427	5,990427														
0,5303	0,06424965	6,424965														
0,52325	0,06818473	6,818473														
0,51615	0,07173798	7,173798														
0,5091	0,07490931	7,490931														
0,502	0,07776358	7,776358														
0,49495	0,08028826	8,028826														
0,4879	0,08255424	8,255424														
0,4808	0,08457813	8,457813														
0,47375	0,08636899	8,636899														
0,46665	0,08796357	8,796357														
0,4596	0,08936054	8,936054														
0,4525	0,09060545	9,060545														
0,44545	0,09169571	9,169571														
0,4384	0,09265424	9,265424														
0,4313	0,09349894	9,349894														
0,42425	0,09423265	9,423265														
0,41715	0,09488297	9,488297														
0,4101	0,09544998	9,544998														
0,40305	0,09594937	9,594937														
0,39595	0,09639323	9,639323														
0,3889	0,09678388	9,678388														
0,3818	0,0971363	9,71363														
0,37475	0,09745167	9,745167														
0,3677	0,09773817	9,773817														
0,3606	0,09800173	9,800173														
0,35355	0,09824205	9,824205														
0,34645	0,09846907	9,846907														
0,3394	0,09868035	9,868035														
0,3323	0,09888255	9,888255														
0,32525	0,09907515	9,907515														
0,3182	0,09926001	9,926001														
0,3111	0,09944007	9,944007														
0,30405	0,09961452	9,961452														
0,29695	0,09978625	9,978625														
0,2899	0,09995414	9,995414														
0,28285	0,100118	10,0118														
0,27575	0,1002827	10,02827														
0,2687	0,100444	10,0444														
0,2616	0,1006043	10,06043														
0,25455	0,1007624	10,07624														
0,24745	0,1009205	10,09205														
0,2404	0,1010762	10,10762														
0,23335	0,1012313	10,12313														
0,22625	0,1013867	10,13867														
0,2192	0,1015403	10,15403														
0,2121	0,1016938	10,16938														
0,20505	0,1018446	10,18446														
0,198	0,1019959	10,19959														
0,1909	0,102147	10,2147														
0,18385	0,1022981	10,22981														
0,17675	0,1024492	10,24492														
0,1697	0,1025983	10,25983														
0,16265	0,1027488	10,27488														
0,15555	0,1028996	10,28996														
0,1485	0,1030484	10,30484														
0,1414	0,1031979	10,31979														
0,13435	0,1033445	10,33445														
0,12725	0,103492	10,3492														
0,1202	0,1036389	10,36389														
0,11315	0,1037843	10,37843														
0,10605	0,1039309	10,39309														
0,099	0,1040754	10,40754														
0,0919	0,1042204	10,42204														
0,08485	0,1043639	10,43639														
0,0778	0,1045084	10,45084														
0,0707	0,1046534	10,46534														
0,06365	0,1047955	10,47955														
0,05655	0,104937	10,4937														
0,0495	0,1051351	10,51351														
0,0424	0,1052747	10,52747														
0,03535	0,1054172	10,54172														
0,0283	0,1055526	10,55526														
0,0212	0,1056909	10,56909														
0,01415	0,1058329	10,58329														
0,00705	0,1059663	10,59663														
0	0,1061071	10,61071														
