Device Id	Operator	Recipe														
IBC_konst_800nmTiO2-10deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,61159842	0,13050618	29,87710458	0,11625623	0,48301124	56,15306523	70,3519	12,8553	0,493879	138,096	0,07165074	NaN	NaN	NaN	13,143	14:03:02	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1999638	-19,99638														
0,69295	-0,1999667	-19,99667														
0,68585	-0,1999697	-19,99697														
0,6788	-0,199973	-19,9973														
0,6717	-0,1754299	-17,54299														
0,66465	-0,1489682	-14,89682														
0,6576	-0,1238792	-12,38792														
0,6505	-0,1002219	-10,02219														
0,64345	-0,07925777	-7,925777														
0,63635	-0,05862822	-5,862822														
0,6293	-0,03963268	-3,963268														
0,6222	-0,02206753	-2,206753														
0,61515	-0,00668991	-0,668991														
0,6081	0,00803748	0,803748														
0,601	0,02060591	2,060591														
0,59395	0,03273641	3,273641														
0,58685	0,04372237	4,372237														
0,5798	0,05348602	5,348602														
0,57275	0,06227706	6,227706														
0,56565	0,07016107	7,016107														
0,5586	0,07715043	7,715043														
0,5515	0,08340243	8,340243														
0,54445	0,08888903	8,888903														
0,53735	0,09381989	9,381989														
0,5303	0,09811362	9,811362														
0,52325	0,1019268	10,19268														
0,51615	0,1051743	10,51743														
0,5091	0,1081403	10,81403														
0,502	0,1107573	11,07573														
0,49495	0,1130305	11,30305														
0,4879	0,1150324	11,50324														
0,4808	0,1167923	11,67923														
0,47375	0,1183208	11,83208														
0,46665	0,1196489	11,96489														
0,4596	0,1207924	12,07924														
0,4525	0,1217972	12,17972														
0,44545	0,1226561	12,26561														
0,4384	0,1233989	12,33989														
0,4313	0,1240405	12,40405														
0,42425	0,1245879	12,45879														
0,41715	0,1250663	12,50663														
0,4101	0,1254774	12,54774														
0,40305	0,1258272	12,58272														
0,39595	0,1261337	12,61337														
0,3889	0,1263959	12,63959														
0,3818	0,1266314	12,66314														
0,37475	0,1268337	12,68337														
0,3677	0,1270166	12,70166														
0,3606	0,1271738	12,71738														
0,35355	0,1273226	12,73226														
0,34645	0,1274478	12,74478														
0,3394	0,127569	12,7569														
0,3323	0,1276744	12,76744														
0,32525	0,1277779	12,77779														
0,3182	0,1278683	12,78683														
0,3111	0,1279595	12,79595														
0,30405	0,128042	12,8042														
0,29695	0,1281235	12,81235														
0,2899	0,128197	12,8197														
0,28285	0,1282761	12,82761														
0,27575	0,1283484	12,83484														
0,2687	0,1284161	12,84161														
0,2616	0,1284859	12,84859														
0,25455	0,1285472	12,85472														
0,24745	0,1286112	12,86112														
0,2404	0,1286788	12,86788														
0,23335	0,1287389	12,87389														
0,22625	0,1288046	12,88046														
0,2192	0,12886	12,886														
0,2121	0,1289239	12,89239														
0,20505	0,128984	12,8984														
0,198	0,1290391	12,90391														
0,1909	0,1290992	12,90992														
0,18385	0,1291509	12,91509														
0,17675	0,1292094	12,92094														
0,1697	0,1292674	12,92674														
0,16265	0,1293229	12,93229														
0,15555	0,1293787	12,93787														
0,1485	0,1294292	12,94292														
0,1414	0,129486	12,9486														
0,13435	0,1295369	12,95369														
0,12725	0,1295852	12,95852														
0,1202	0,129639	12,9639														
0,11315	0,1296916	12,96916														
0,10605	0,1297463	12,97463														
0,099	0,1297919	12,97919														
0,0919	0,1298424	12,98424														
0,08485	0,1299006	12,99006														
0,0778	0,1299522	12,99522														
0,0707	0,1300039	13,00039														
0,06365	0,1300565	13,00565														
0,05655	0,1301044	13,01044														
0,0495	0,1301514	13,01514														
0,0424	0,1301922	13,01922														
0,03535	0,1302478	13,02478														
0,0283	0,1302978	13,02978														
0,0212	0,1303457	13,03457														
0,01415	0,1303957	13,03957														
0,00705	0,1304471	13,04471														
0	0,1304983	13,04983														
