Device Id	Operator	Recipe
IBC_konst_Ref-60deg	IS	ANA test.IV

Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi
4.368100	1.0000	0.5000	0	0.0000	0.7000	100	50	200	0	0	0	-0.6000	-0.1000

Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0.59993416	0.04319081	9.88777923	0.03926458	0.47814555	18.77418635	72.4546	4.2980	1.271988	4040.284	0.02365025	NaN	NaN	NaN	13.358	14:20:44	09/16/2022

Vmeas	Imeas
0.70000000	-0.18913740
0.69295000	-0.16529290
0.68585000	-0.14337120
0.67880000	-0.12347580
0.67170000	-0.10530770
0.66465000	-0.08940054
0.65760000	-0.07458606
0.65050000	-0.06121403
0.64345000	-0.04929698
0.63635000	-0.03859603
0.62930000	-0.02909928
0.62220000	-0.02061097
0.61515000	-0.01313239
0.60810000	-0.00652597
0.60100000	-0.00061075
0.59395000	0.00458361
0.58685000	0.00928882
0.57980000	0.01333564
0.57275000	0.01701182
0.56565000	0.02027762
0.55860000	0.02315181
0.55150000	0.02570747
0.54445000	0.02793957
0.53735000	0.02993615
0.53030000	0.03166644
0.52325000	0.03319449
0.51615000	0.03453858
0.50910000	0.03570659
0.50200000	0.03672959
0.49495000	0.03760919
0.48790000	0.03837593
0.48080000	0.03903952
0.47375000	0.03961030
0.46665000	0.04010249
0.45960000	0.04052119
0.45250000	0.04088398
0.44545000	0.04119356
0.43840000	0.04146000
0.43130000	0.04168860
0.42425000	0.04188390
0.41715000	0.04205429
0.41010000	0.04220007
0.40305000	0.04232667
0.39595000	0.04243711
0.38890000	0.04253224
0.38180000	0.04261487
0.37475000	0.04268567
0.36770000	0.04274698
0.36060000	0.04280046
0.35355000	0.04284614
0.34645000	0.04288642
0.33940000	0.04292133
0.33230000	0.04295095
0.32525000	0.04297730
0.31820000	0.04299976
0.31110000	0.04301932
0.30405000	0.04303547
0.29695000	0.04304847
0.28990000	0.04306128
0.28285000	0.04307118
0.27575000	0.04308129
0.26870000	0.04308894
0.26160000	0.04309597
0.25455000	0.04310305
0.24745000	0.04310876
0.24040000	0.04311347
0.23335000	0.04311878
0.22625000	0.04312353
0.21920000	0.04312756
0.21210000	0.04313098
0.20505000	0.04313349
0.19800000	0.04313637
0.19090000	0.04313912
0.18385000	0.04314150
0.17675000	0.04314429
0.16970000	0.04314713
0.16265000	0.04314993
0.15555000	0.04315237
0.14850000	0.04315501
0.14140000	0.04315700
0.13435000	0.04315834
0.12725000	0.04316011
0.12020000	0.04316166
0.11315000	0.04316334
0.10605000	0.04316506
0.09900000	0.04316669
0.09190000	0.04316838
0.08485000	0.04317037
0.07780000	0.04317191
0.07070000	0.04317367
0.06365000	0.04317572
0.05655000	0.04317722
0.04950000	0.04317859
0.04240000	0.04318021
0.03535000	0.04318151
0.02830000	0.04318299
0.02120000	0.04318485
0.01415000	0.04318666
0.00705000	0.04318886
-0.00000000	0.04319039
