Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-50deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,58402859	0,06945227	15,89988041	0,05715585	0,45874124	26,21974659	64,641	6,0026	0,994033	63,317	0,0346413	NaN	NaN	NaN	13,018	13:31:28	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1996599	-19,96599														
0,69295	-0,1996561	-19,96561														
0,68585	-0,1870028	-18,70028														
0,6788	-0,1683948	-16,83948														
0,6717	-0,1505026	-15,05026														
0,66465	-0,1334931	-13,34931														
0,6576	-0,1173986	-11,73986														
0,6505	-0,1019863	-10,19863														
0,64345	-0,08803801	-8,803801														
0,63635	-0,07432578	-7,432578														
0,6293	-0,06154926	-6,154926														
0,6222	-0,04958619	-4,958619														
0,61515	-0,0385838	-3,85838														
0,6081	-0,02836343	-2,836343														
0,601	-0,01891485	-1,891485														
0,59395	-0,01029859	-1,029859														
0,58685	-0,0025138	-0,25138														
0,5798	0,00462959	0,462959														
0,57275	0,01096373	1,096373														
0,56565	0,01688536	1,688536														
0,5586	0,02219434	2,219434														
0,5515	0,02699651	2,699651														
0,54445	0,03125709	3,125709														
0,53735	0,03512013	3,512013														
0,5303	0,03851747	3,851747														
0,52325	0,04155639	4,155639														
0,51615	0,04426821	4,426821														
0,5091	0,0466569	4,66569														
0,502	0,04877951	4,877951														
0,49495	0,05063408	5,063408														
0,4879	0,05227562	5,227562														
0,4808	0,05372259	5,372259														
0,47375	0,05498388	5,498388														
0,46665	0,05609103	5,609103														
0,4596	0,05704652	5,704652														
0,4525	0,05788796	5,788796														
0,44545	0,0586127	5,86127														
0,4384	0,05924398	5,924398														
0,4313	0,05979553	5,979553														
0,42425	0,06027106	6,027106														
0,41715	0,06069206	6,069206														
0,4101	0,06106024	6,106024														
0,40305	0,06138611	6,138611														
0,39595	0,06167952	6,167952														
0,3889	0,0619423	6,19423														
0,3818	0,06218405	6,218405														
0,37475	0,06240594	6,240594														
0,3677	0,06261169	6,261169														
0,3606	0,06280643	6,280643														
0,35355	0,06298928	6,298928														
0,34645	0,06316599	6,316599														
0,3394	0,06333552	6,333552														
0,3323	0,0635009	6,35009														
0,32525	0,06366038	6,366038														
0,3182	0,06381573	6,381573														
0,3111	0,06396973	6,396973														
0,30405	0,06412087	6,412087														
0,29695	0,06427038	6,427038														
0,2899	0,06441705	6,441705														
0,28285	0,06456112	6,456112														
0,27575	0,06470536	6,470536														
0,2687	0,06484785	6,484785														
0,2616	0,06498988	6,498988														
0,25455	0,06512997	6,512997														
0,24745	0,06526958	6,526958														
0,2404	0,06540658	6,540658														
0,23335	0,06554282	6,554282														
0,22625	0,06567839	6,567839														
0,2192	0,06581211	6,581211														
0,2121	0,06594563	6,594563														
0,20505	0,06607655	6,607655														
0,198	0,06620727	6,620727														
0,1909	0,06633696	6,633696														
0,18385	0,06646557	6,646557														
0,17675	0,06659371	6,659371														
0,1697	0,06671941	6,671941														
0,16265	0,06684375	6,684375														
0,15555	0,06696737	6,696737														
0,1485	0,0670897	6,70897														
0,1414	0,06721184	6,721184														
0,13435	0,06733132	6,733132														
0,12725	0,06745105	6,745105														
0,1202	0,06756823	6,756823														
0,11315	0,06768563	6,768563														
0,10605	0,0678014	6,78014														
0,099	0,06791555	6,791555														
0,0919	0,06802986	6,802986														
0,08485	0,06814317	6,814317														
0,0778	0,06825403	6,825403														
0,0707	0,06836428	6,836428														
0,06365	0,06847316	6,847316														
0,05655	0,06858146	6,858146														
0,0495	0,06868816	6,868816														
0,0424	0,068794	6,8794														
0,03535	0,06889786	6,889786														
0,0283	0,06899994	6,899994														
0,0212	0,06910142	6,910142														
0,01415	0,06919996	6,919996														
0,00705	0,0692978	6,92978														
0	0,06939498	6,939498														
