Device Id	Operator	Recipe														
IBC_konst_800nmTiO2-60deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,58293712	0,06224017	14,24879771	0,05458407	0,46724687	25,50423499	70,2942	5,8387	0,933534	146,709	0,03237615	NaN	NaN	NaN	13,026	14:06:11	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1999643	-19,99643														
0,69295	-0,1999606	-19,99606														
0,68585	-0,1999632	-19,99632														
0,6788	-0,1999648	-19,99648														
0,6717	-0,1999693	-19,99693														
0,66465	-0,1789311	-17,89311														
0,6576	-0,155344	-15,5344														
0,6505	-0,1333022	-13,33022														
0,64345	-0,1130055	-11,30055														
0,63635	-0,09473243	-9,473243														
0,6293	-0,07759268	-7,759268														
0,6222	-0,06192457	-6,192457														
0,61515	-0,04786095	-4,786095														
0,6081	-0,03510946	-3,510946														
0,601	-0,0236131	-2,36131														
0,59395	-0,01339028	-1,339028														
0,58685	-0,00435334	-0,435334														
0,5798	0,00370827	0,370827														
0,57275	0,01072649	1,072649														
0,56565	0,01709396	1,709396														
0,5586	0,02267489	2,267489														
0,5515	0,02761458	2,761458														
0,54445	0,03190458	3,190458														
0,53735	0,03571754	3,571754														
0,5303	0,03900195	3,900195														
0,52325	0,04188358	4,188358														
0,51615	0,04440522	4,440522														
0,5091	0,04658426	4,658426														
0,502	0,04848327	4,848327														
0,49495	0,05010934	5,010934														
0,4879	0,05151825	5,151825														
0,4808	0,05273236	5,273236														
0,47375	0,05376676	5,376676														
0,46665	0,05465456	5,465456														
0,4596	0,05540254	5,540254														
0,4525	0,05604582	5,604582														
0,44545	0,05658766	5,658766														
0,4384	0,05704746	5,704746														
0,4313	0,05743894	5,743894														
0,42425	0,05776832	5,776832														
0,41715	0,05805304	5,805304														
0,4101	0,0582927	5,82927														
0,40305	0,05850074	5,850074														
0,39595	0,05868353	5,868353														
0,3889	0,05884359	5,884359														
0,3818	0,05898648	5,898648														
0,37475	0,05911263	5,911263														
0,3677	0,05922717	5,922717														
0,3606	0,05933233	5,933233														
0,35355	0,0594288	5,94288														
0,34645	0,05951987	5,951987														
0,3394	0,05960428	5,960428														
0,3323	0,05968491	5,968491														
0,32525	0,0597613	5,97613														
0,3182	0,05983498	5,983498														
0,3111	0,05990657	5,990657														
0,30405	0,05997502	5,997502														
0,29695	0,06004173	6,004173														
0,2899	0,06010716	6,010716														
0,28285	0,06017025	6,017025														
0,27575	0,06023303	6,023303														
0,2687	0,06029351	6,029351														
0,2616	0,06035408	6,035408														
0,25455	0,06041273	6,041273														
0,24745	0,06047103	6,047103														
0,2404	0,06052852	6,052852														
0,23335	0,06058543	6,058543														
0,22625	0,06064187	6,064187														
0,2192	0,06069766	6,069766														
0,2121	0,0607531	6,07531														
0,20505	0,06080741	6,080741														
0,198	0,06086115	6,086115														
0,1909	0,06091403	6,091403														
0,18385	0,06096665	6,096665														
0,17675	0,0610193	6,10193														
0,1697	0,06107141	6,107141														
0,16265	0,061123	6,1123														
0,15555	0,06117515	6,117515														
0,1485	0,06122444	6,122444														
0,1414	0,06127606	6,127606														
0,13435	0,06132546	6,132546														
0,12725	0,06137493	6,137493														
0,1202	0,06142518	6,142518														
0,11315	0,06147392	6,147392														
0,10605	0,0615229	6,15229														
0,099	0,06157069	6,157069														
0,0919	0,0616191	6,16191														
0,08485	0,06166719	6,166719														
0,0778	0,06171549	6,171549														
0,0707	0,06176383	6,176383														
0,06365	0,06181079	6,181079														
0,05655	0,06185808	6,185808														
0,0495	0,06190542	6,190542														
0,0424	0,06195233	6,195233														
0,03535	0,06199853	6,199853														
0,0283	0,06204474	6,204474														
0,0212	0,06209183	6,209183														
0,01415	0,06213814	6,213814														
0,00705	0,0621847	6,21847														
0	0,06223247	6,223247														
