Device Id	Operator	Recipe
IBC_konst_Ref-30deg	IS	ANA test.IV

Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi
4.368100	1.0000	0.5000	0	0.0000	0.7000	100	50	200	0	0	0	-0.6000	-0.1000

Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0.62284873	0.07538670	17.25846436	0.06775099	0.49296497	33.39886382	71.1303	7.6461	0.794922	2714.930	0.04259277	NaN	NaN	NaN	13.023	14:18:38	09/16/2022

Vmeas	Imeas
0.70000000	-0.17973740
0.69295000	-0.15468260
0.68585000	-0.13148630
0.67880000	-0.11030950
0.67170000	-0.09148653
0.66465000	-0.07387172
0.65760000	-0.05782746
0.65050000	-0.04328112
0.64345000	-0.03025656
0.63635000	-0.01851278
0.62930000	-0.00827709
0.62220000	0.00116029
0.61515000	0.00950219
0.60810000	0.01672057
0.60100000	0.02343098
0.59395000	0.02937182
0.58685000	0.03468165
0.57980000	0.03935284
0.57275000	0.04352674
0.56565000	0.04725101
0.55860000	0.05054049
0.55150000	0.05347762
0.54445000	0.05605312
0.53735000	0.05836811
0.53030000	0.06038498
0.52325000	0.06217765
0.51615000	0.06376979
0.50910000	0.06516303
0.50200000	0.06639744
0.49495000	0.06747090
0.48790000	0.06841676
0.48080000	0.06924736
0.47375000	0.06996790
0.46665000	0.07059892
0.45960000	0.07114292
0.45250000	0.07162180
0.44545000	0.07203759
0.43840000	0.07240138
0.43130000	0.07272218
0.42425000	0.07300158
0.41715000	0.07325147
0.41010000	0.07346880
0.40305000	0.07366340
0.39595000	0.07383744
0.38890000	0.07399254
0.38180000	0.07413364
0.37475000	0.07426001
0.36770000	0.07437421
0.36060000	0.07447896
0.35355000	0.07457474
0.34645000	0.07466122
0.33940000	0.07473781
0.33230000	0.07480796
0.32525000	0.07487114
0.31820000	0.07492752
0.31110000	0.07497815
0.30405000	0.07502295
0.29695000	0.07506298
0.28990000	0.07509816
0.28285000	0.07512806
0.27575000	0.07515419
0.26870000	0.07517745
0.26160000	0.07519861
0.25455000	0.07521676
0.24745000	0.07523274
0.24040000	0.07524698
0.23335000	0.07525889
0.22625000	0.07526935
0.21920000	0.07527834
0.21210000	0.07528674
0.20505000	0.07529499
0.19800000	0.07530236
0.19090000	0.07530841
0.18385000	0.07531346
0.17675000	0.07531738
0.16970000	0.07532107
0.16265000	0.07532480
0.15555000	0.07532824
0.14850000	0.07533222
0.14140000	0.07533639
0.13435000	0.07534032
0.12725000	0.07534381
0.12020000	0.07534561
0.11315000	0.07534716
0.10605000	0.07534944
0.09900000	0.07535139
0.09190000	0.07535298
0.08485000	0.07535613
0.07780000	0.07535958
0.07070000	0.07536302
0.06365000	0.07536654
0.05655000	0.07536884
0.04950000	0.07537143
0.04240000	0.07537232
0.03535000	0.07537276
0.02830000	0.07537351
0.02120000	0.07537480
0.01415000	0.07537717
0.00705000	0.07538138
-0.00000000	0.07538497
