Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-80deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,51707052	0,01032119	2,36285552	0,00934219	0,41509591	3,8779067	72,6638	0,8878	4,439376	10702,258	0,00488721	NaN	NaN	NaN	13,137	13:33:31	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1996749	-19,96749														
0,69295	-0,1996771	-19,96771														
0,68585	-0,1963258	-19,63258														
0,6788	-0,1786985	-17,86985														
0,6717	-0,1618973	-16,18973														
0,66465	-0,1460984	-14,60984														
0,6576	-0,1313059	-13,13059														
0,6505	-0,1173271	-11,73271														
0,64345	-0,1043627	-10,43627														
0,63635	-0,09251136	-9,251136														
0,6293	-0,08141996	-8,141996														
0,6222	-0,07120876	-7,120876														
0,61515	-0,06197774	-6,197774														
0,6081	-0,05355179	-5,355179														
0,601	-0,04590383	-4,590383														
0,59395	-0,0390613	-3,90613														
0,58685	-0,0329047	-3,29047														
0,5798	-0,02747003	-2,747003														
0,57275	-0,02261479	-2,261479														
0,56565	-0,01829566	-1,829566														
0,5586	-0,01450055	-1,450055														
0,5515	-0,0111369	-1,11369														
0,54445	-0,00821783	-0,821783														
0,53735	-0,00561946	-0,561946														
0,5303	-0,00338405	-0,338405														
0,52325	-0,0014268	-0,14268														
0,51615	0,00028262	0,028262														
0,5091	0,00175498	0,175498														
0,502	0,00302937	0,302937														
0,49495	0,00411429	0,411429														
0,4879	0,00504926	0,504926														
0,4808	0,00585033	0,585033														
0,47375	0,00652887	0,652887														
0,46665	0,00710747	0,710747														
0,4596	0,00759254	0,759254														
0,4525	0,00800693	0,800693														
0,44545	0,0083555	0,83555														
0,4384	0,00865041	0,865041														
0,4313	0,00890146	0,890146														
0,42425	0,00911274	0,911274														
0,41715	0,00929452	0,929452														
0,4101	0,00944863	0,944863														
0,40305	0,00958029	0,958029														
0,39595	0,00969353	0,969353														
0,3889	0,00978967	0,978967														
0,3818	0,00987257	0,987257														
0,37475	0,00994288	0,994288														
0,3677	0,01000255	1,000255														
0,3606	0,01005328	1,005328														
0,35355	0,01009546	1,009546														
0,34645	0,01013073	1,013073														
0,3394	0,01015997	1,015997														
0,3323	0,01018435	1,018435														
0,32525	0,01020403	1,020403														
0,3182	0,01022012	1,022012														
0,3111	0,01023355	1,023355														
0,30405	0,01024451	1,024451														
0,29695	0,01025369	1,025369														
0,2899	0,01026118	1,026118														
0,28285	0,01026751	1,026751														
0,27575	0,01027282	1,027282														
0,2687	0,01027729	1,027729														
0,2616	0,01028117	1,028117														
0,25455	0,01028438	1,028438														
0,24745	0,01028705	1,028705														
0,2404	0,0102893	1,02893														
0,23335	0,01029141	1,029141														
0,22625	0,01029356	1,029356														
0,2192	0,01029531	1,029531														
0,2121	0,01029697	1,029697														
0,20505	0,01029829	1,029829														
0,198	0,01029961	1,029961														
0,1909	0,01030092	1,030092														
0,18385	0,01030206	1,030206														
0,17675	0,01030315	1,030315														
0,1697	0,01030411	1,030411														
0,16265	0,01030501	1,030501														
0,15555	0,0103059	1,03059														
0,1485	0,01030676	1,030676														
0,1414	0,01030755	1,030755														
0,13435	0,01030825	1,030825														
0,12725	0,01030925	1,030925														
0,1202	0,01031009	1,031009														
0,11315	0,01031084	1,031084														
0,10605	0,01031165	1,031165														
0,099	0,0103123	1,03123														
0,0919	0,01031298	1,031298														
0,08485	0,01031349	1,031349														
0,0778	0,0103141	1,03141														
0,0707	0,01031475	1,031475														
0,06365	0,01031544	1,031544														
0,05655	0,01031601	1,031601														
0,0495	0,0103166	1,03166														
0,0424	0,01031707	1,031707														
0,03535	0,01031784	1,031784														
0,0283	0,01031841	1,031841														
0,0212	0,01031913	1,031913														
0,01415	0,01031979	1,031979														
0,00705	0,01032041	1,032041														
0	0,01032084	1,032084														
