Device Id	Operator	Recipe														
IBC_konst_800nmTiO2-50deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59545735	0,08472987	19,39741984	0,0750538	0,47492231	35,64472335	70,6493	8,1602	0,698931	143,582	0,04523012	NaN	NaN	NaN	13,019	14:05:33	09/16/2022
																
Vmeas	Imeas															
0,7	-0,199965	-19,9965														
0,69295	-0,1999653	-19,99653														
0,68585	-0,199965	-19,9965														
0,6788	-0,1999687	-19,99687														
0,6717	-0,1936221	-19,36221														
0,66465	-0,1680705	-16,80705														
0,6576	-0,1440088	-14,40088														
0,6505	-0,121458	-12,1458														
0,64345	-0,1006327	-10,06327														
0,63635	-0,08191818	-8,191818														
0,6293	-0,06420264	-6,420264														
0,6222	-0,04794499	-4,794499														
0,61515	-0,03330082	-3,330082														
0,6081	-0,01997686	-1,997686														
0,601	-0,00816378	-0,816378														
0,59395	0,00265965	0,265965														
0,58685	0,01204564	1,204564														
0,5798	0,02063278	2,063278														
0,57275	0,02830385	2,830385														
0,56565	0,03513227	3,513227														
0,5586	0,04113751	4,113751														
0,5515	0,04647014	4,647014														
0,54445	0,05111644	5,111644														
0,53735	0,05526098	5,526098														
0,5303	0,05884381	5,884381														
0,52325	0,06200201	6,200201														
0,51615	0,06477775	6,477775														
0,5091	0,06718795	6,718795														
0,502	0,06929708	6,929708														
0,49495	0,07111137	7,111137														
0,4879	0,07269271	7,269271														
0,4808	0,07406387	7,406387														
0,47375	0,07523764	7,523764														
0,46665	0,07625402	7,625402														
0,4596	0,07711534	7,711534														
0,4525	0,07785938	7,785938														
0,44545	0,07849099	7,849099														
0,4384	0,07902828	7,902828														
0,4313	0,07948899	7,948899														
0,42425	0,07987736	7,987736														
0,41715	0,08021477	8,021477														
0,4101	0,08049864	8,049864														
0,40305	0,08074484	8,074484														
0,39595	0,08095957	8,095957														
0,3889	0,08114535	8,114535														
0,3818	0,08131047	8,131047														
0,37475	0,08145554	8,145554														
0,3677	0,08158661	8,158661														
0,3606	0,08170625	8,170625														
0,35355	0,08181575	8,181575														
0,34645	0,08191571	8,191571														
0,3394	0,08200855	8,200855														
0,3323	0,0820967	8,20967														
0,32525	0,08217812	8,217812														
0,3182	0,0822567	8,22567														
0,3111	0,08233215	8,233215														
0,30405	0,0824045	8,24045														
0,29695	0,08247501	8,247501														
0,2899	0,08254372	8,254372														
0,28285	0,08260974	8,260974														
0,27575	0,08267529	8,267529														
0,2687	0,08273869	8,273869														
0,2616	0,08280148	8,280148														
0,25455	0,08286198	8,286198														
0,24745	0,08292214	8,292214														
0,2404	0,08298104	8,298104														
0,23335	0,08303959	8,303959														
0,22625	0,08309792	8,309792														
0,2192	0,08315478	8,315478														
0,2121	0,08321116	8,321116														
0,20505	0,08326662	8,326662														
0,198	0,08332197	8,332197														
0,1909	0,08337676	8,337676														
0,18385	0,08343087	8,343087														
0,17675	0,08348479	8,348479														
0,1697	0,08353812	8,353812														
0,16265	0,08359038	8,359038														
0,15555	0,08364291	8,364291														
0,1485	0,08369441	8,369441														
0,1414	0,08374613	8,374613														
0,13435	0,08379651	8,379651														
0,12725	0,08384716	8,384716														
0,1202	0,08389809	8,389809														
0,11315	0,08394798	8,394798														
0,10605	0,08399785	8,399785														
0,099	0,08404799	8,404799														
0,0919	0,08409714	8,409714														
0,08485	0,08414608	8,414608														
0,0778	0,08419428	8,419428														
0,0707	0,08424284	8,424284														
0,06365	0,08429047	8,429047														
0,05655	0,0843387	8,43387														
0,0495	0,08438674	8,438674														
0,0424	0,08443476	8,443476														
0,03535	0,08448275	8,448275														
0,0283	0,0845299	8,45299														
0,0212	0,08457773	8,457773														
0,01415	0,08462495	8,462495														
0,00705	0,08467241	8,467241														
0	0,08472112	8,472112														
