Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-90deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,45268096	0,00140872	0,3225014	0,00127888	0,37125609	0,47479139	74,4537	0,1087	26,561111	36997,694	0,00058794	NaN	NaN	NaN	13,472	13:34:31	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1996857	-19,96857														
0,69295	-0,199684	-19,9684														
0,68585	-0,1940271	-19,40271														
0,6788	-0,1767656	-17,67656														
0,6717	-0,1603598	-16,03598														
0,66465	-0,1449732	-14,49732														
0,6576	-0,1306118	-13,06118														
0,6505	-0,1170807	-11,70807														
0,64345	-0,1045776	-10,45776														
0,63635	-0,09317207	-9,317207														
0,6293	-0,08255729	-8,255729														
0,6222	-0,07282532	-7,282532														
0,61515	-0,06406407	-6,406407														
0,6081	-0,05610123	-5,610123														
0,601	-0,04890792	-4,890792														
0,59395	-0,04250026	-4,250026														
0,58685	-0,0367623	-3,67623														
0,5798	-0,03172064	-3,172064														
0,57275	-0,02723862	-2,723862														
0,56565	-0,02327061	-2,327061														
0,5586	-0,01980195	-1,980195														
0,5515	-0,01674433	-1,674433														
0,54445	-0,01410118	-1,410118														
0,53735	-0,01176628	-1,176628														
0,5303	-0,00976854	-0,976854														
0,52325	-0,00803084	-0,803084														
0,51615	-0,00652617	-0,652617														
0,5091	-0,00524054	-0,524054														
0,502	-0,00413583	-0,413583														
0,49495	-0,00320412	-0,320412														
0,4879	-0,00240984	-0,240984														
0,4808	-0,00173757	-0,173757														
0,47375	-0,00117613	-0,117613														
0,46665	-0,00070494	-0,070494														
0,4596	-0,00031721	-0,031721														
0,4525	0,00000681	0,000681														
0,44545	0,00027224	0,027224														
0,4384	0,0004883	0,04883														
0,4313	0,00066516	0,066516														
0,42425	0,0008072	0,08072														
0,41715	0,00092318	0,092318														
0,4101	0,00101573	0,101573														
0,40305	0,00109027	0,109027														
0,39595	0,00115006	0,115006														
0,3889	0,00119738	0,119738														
0,3818	0,00123564	0,123564														
0,37475	0,00126611	0,126611														
0,3677	0,00129053	0,129053														
0,3606	0,00131025	0,131025														
0,35355	0,001326	0,1326														
0,34645	0,00133884	0,133884														
0,3394	0,00134915	0,134915														
0,3323	0,00135764	0,135764														
0,32525	0,00136457	0,136457														
0,3182	0,00137024	0,137024														
0,3111	0,00137502	0,137502														
0,30405	0,00137905	0,137905														
0,29695	0,00138243	0,138243														
0,2899	0,00138529	0,138529														
0,28285	0,00138771	0,138771														
0,27575	0,00138981	0,138981														
0,2687	0,00139161	0,139161														
0,2616	0,00139319	0,139319														
0,25455	0,00139454	0,139454														
0,24745	0,00139572	0,139572														
0,2404	0,00139681	0,139681														
0,23335	0,00139775	0,139775														
0,22625	0,00139865	0,139865														
0,2192	0,00139943	0,139943														
0,2121	0,00140012	0,140012														
0,20505	0,00140079	0,140079														
0,198	0,0014014	0,14014														
0,1909	0,00140194	0,140194														
0,18385	0,00140241	0,140241														
0,17675	0,00140283	0,140283														
0,1697	0,00140319	0,140319														
0,16265	0,00140355	0,140355														
0,15555	0,00140393	0,140393														
0,1485	0,00140429	0,140429														
0,1414	0,00140459	0,140459														
0,13435	0,00140488	0,140488														
0,12725	0,00140515	0,140515														
0,1202	0,00140545	0,140545														
0,11315	0,00140569	0,140569														
0,10605	0,00140588	0,140588														
0,099	0,00140606	0,140606														
0,0919	0,00140629	0,140629														
0,08485	0,00140649	0,140649														
0,0778	0,00140671	0,140671														
0,0707	0,00140689	0,140689														
0,06365	0,0014071	0,14071														
0,05655	0,00140729	0,140729														
0,0495	0,00140747	0,140747														
0,0424	0,00140762	0,140762														
0,03535	0,00140777	0,140777														
0,0283	0,00140794	0,140794														
0,0212	0,0014081	0,14081														
0,01415	0,00140824	0,140824														
0,00705	0,00140843	0,140843														
0	0,00140862	0,140862														
