Device Id	Operator	Recipe														
IBC_konst_800nmTiO2-40deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,60223681	0,10458696	23,94335205	0,09301875	0,4780221	44,46501863	70,595	10,1795	0,588479	142,388	0,05653883	NaN	NaN	NaN	13,025	14:04:42	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1999692	-19,99692														
0,69295	-0,199968	-19,9968														
0,68585	-0,199965	-19,9965														
0,6788	-0,1999683	-19,99683														
0,6717	-0,190545	-19,0545														
0,66465	-0,1643212	-16,43212														
0,6576	-0,1395116	-13,95116														
0,6505	-0,1161791	-11,61791														
0,64345	-0,09536152	-9,536152														
0,63635	-0,07512848	-7,512848														
0,6293	-0,05656533	-5,656533														
0,6222	-0,03946317	-3,946317														
0,61515	-0,02399167	-2,399167														
0,6081	-0,01023586	-1,023586														
0,601	0,00269252	0,269252														
0,59395	0,01376347	1,376347														
0,58685	0,02424153	2,424153														
0,5798	0,03352017	3,352017														
0,57275	0,04183907	4,183907														
0,56565	0,04927133	4,927133														
0,5586	0,05583376	5,583376														
0,5515	0,06168196	6,168196														
0,54445	0,06679702	6,679702														
0,53735	0,07137278	7,137278														
0,5303	0,07534619	7,534619														
0,52325	0,07885693	7,885693														
0,51615	0,08195552	8,195552														
0,5091	0,08465843	8,465843														
0,502	0,0870344	8,70344														
0,49495	0,08908949	8,908949														
0,4879	0,09088994	9,088994														
0,4808	0,09246171	9,246171														
0,47375	0,09381784	9,381784														
0,46665	0,09499586	9,499586														
0,4596	0,09600148	9,600148														
0,4525	0,0968757	9,68757														
0,44545	0,0976223	9,76223														
0,4384	0,09826146	9,826146														
0,4313	0,09881192	9,881192														
0,42425	0,09927803	9,927803														
0,41715	0,09968368	9,968368														
0,4101	0,100026	10,0026														
0,40305	0,100323	10,0323														
0,39595	0,1005809	10,05809														
0,3889	0,1008032	10,08032														
0,3818	0,1009988	10,09988														
0,37475	0,1011696	10,11696														
0,3677	0,1013217	10,13217														
0,3606	0,1014587	10,14587														
0,35355	0,101582	10,1582														
0,34645	0,1016943	10,16943														
0,3394	0,1017969	10,17969														
0,3323	0,1018929	10,18929														
0,32525	0,1019827	10,19827														
0,3182	0,1020674	10,20674														
0,3111	0,1021475	10,21475														
0,30405	0,1022239	10,22239														
0,29695	0,1022982	10,22982														
0,2899	0,1023689	10,23689														
0,28285	0,1024373	10,24373														
0,27575	0,1025051	10,25051														
0,2687	0,1025699	10,25699														
0,2616	0,1026349	10,26349														
0,25455	0,1026969	10,26969														
0,24745	0,1027584	10,27584														
0,2404	0,1028191	10,28191														
0,23335	0,1028792	10,28792														
0,22625	0,1029382	10,29382														
0,2192	0,1029954	10,29954														
0,2121	0,1030527	10,30527														
0,20505	0,1031089	10,31089														
0,198	0,1031652	10,31652														
0,1909	0,1032209	10,32209														
0,18385	0,1032756	10,32756														
0,17675	0,10333	10,333														
0,1697	0,1033837	10,33837														
0,16265	0,1034369	10,34369														
0,15555	0,1034906	10,34906														
0,1485	0,1035427	10,35427														
0,1414	0,1035955	10,35955														
0,13435	0,1036467	10,36467														
0,12725	0,1036982	10,36982														
0,1202	0,1037492	10,37492														
0,11315	0,1037997	10,37997														
0,10605	0,10385	10,385														
0,099	0,1038996	10,38996														
0,0919	0,103949	10,3949														
0,08485	0,1039982	10,39982														
0,0778	0,1040466	10,40466														
0,0707	0,104096	10,4096														
0,06365	0,1041444	10,41444														
0,05655	0,1041924	10,41924														
0,0495	0,1042407	10,42407														
0,0424	0,1042892	10,42892														
0,03535	0,1043366	10,43366														
0,0283	0,1043851	10,43851														
0,0212	0,1044336	10,44336														
0,01415	0,1044811	10,44811														
0,00705	0,1045291	10,45291														
0	0,1045774	10,45774														
