Device Id	Operator	Recipe														
IBC_konst_800nmTiO2-10deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,61372	0,13644829	31,23744716	0,12163641	0,48422643	58,8995652	70,3354	13,484	0,495307	138,017	0,0751758	NaN	NaN	NaN	13,14	14:02:08	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1999809	-19,99809														
0,69295	-0,1999791	-19,99791														
0,68585	-0,1999799	-19,99799														
0,6788	-0,199782	-19,9782														
0,6717	-0,1715142	-17,15142														
0,66465	-0,1450035	-14,50035														
0,6576	-0,1198424	-11,98424														
0,6505	-0,09732708	-9,732708														
0,64345	-0,07515264	-7,515264														
0,63635	-0,05442544	-5,442544														
0,6293	-0,03533286	-3,533286														
0,6222	-0,01766674	-1,766674														
0,61515	-0,00218114	-0,218114														
0,6081	0,01164666	1,164666														
0,601	0,025221	2,5221														
0,59395	0,03745093	3,745093														
0,58685	0,04853032	4,853032														
0,5798	0,05838383	5,838383														
0,57275	0,0672596	6,72596														
0,56565	0,07522471	7,522471														
0,5586	0,08228993	8,228993														
0,5515	0,08861446	8,861446														
0,54445	0,09417251	9,417251														
0,53735	0,09917124	9,917124														
0,5303	0,1035251	10,35251														
0,52325	0,1072483	10,72483														
0,51615	0,1106818	11,06818														
0,5091	0,1136868	11,36868														
0,502	0,116351	11,6351														
0,49495	0,1186555	11,86555														
0,4879	0,1206979	12,06979														
0,4808	0,1224703	12,24703														
0,47375	0,1240309	12,40309														
0,46665	0,1253896	12,53896														
0,4596	0,1265609	12,65609														
0,4525	0,1275842	12,75842														
0,44545	0,1284667	12,84667														
0,4384	0,1292216	12,92216														
0,4313	0,1298826	12,98826														
0,42425	0,1304476	13,04476														
0,41715	0,1309361	13,09361														
0,4101	0,1313556	13,13556														
0,40305	0,1317193	13,17193														
0,39595	0,1320296	13,20296														
0,3889	0,1323117	13,23117														
0,3818	0,1325429	13,25429														
0,37475	0,1327569	13,27569														
0,3677	0,1329376	13,29376														
0,3606	0,1331011	13,31011														
0,35355	0,1332517	13,32517														
0,34645	0,1333892	13,33892														
0,3394	0,1335081	13,35081														
0,3323	0,1336187	13,36187														
0,32525	0,1337234	13,37234														
0,3182	0,1338184	13,38184														
0,3111	0,1339104	13,39104														
0,30405	0,1339878	13,39878														
0,29695	0,1340634	13,40634														
0,2899	0,1341408	13,41408														
0,28285	0,1342173	13,42173														
0,27575	0,1342892	13,42892														
0,2687	0,1343624	13,43624														
0,2616	0,1344355	13,44355														
0,25455	0,1344961	13,44961														
0,24745	0,1345629	13,45629														
0,2404	0,1346222	13,46222														
0,23335	0,1346861	13,46861														
0,22625	0,1347458	13,47458														
0,2192	0,1348033	13,48033														
0,2121	0,1348681	13,48681														
0,20505	0,1349235	13,49235														
0,198	0,1349799	13,49799														
0,1909	0,1350418	13,50418														
0,18385	0,1350993	13,50993														
0,17675	0,1351565	13,51565														
0,1697	0,1352065	13,52065														
0,16265	0,1352655	13,52655														
0,15555	0,1353159	13,53159														
0,1485	0,1353714	13,53714														
0,1414	0,1354268	13,54268														
0,13435	0,1354795	13,54795														
0,12725	0,1355349	13,55349														
0,1202	0,135584	13,5584														
0,11315	0,1356374	13,56374														
0,10605	0,1356926	13,56926														
0,099	0,1357423	13,57423														
0,0919	0,1357938	13,57938														
0,08485	0,1358397	13,58397														
0,0778	0,1358863	13,58863														
0,0707	0,1359414	13,59414														
0,06365	0,1359928	13,59928														
0,05655	0,1360436	13,60436														
0,0495	0,1360919	13,60919														
0,0424	0,136144	13,6144														
0,03535	0,1361932	13,61932														
0,0283	0,1362369	13,62369														
0,0212	0,1362865	13,62865														
0,01415	0,1363344	13,63344														
0,00705	0,1363879	13,63879														
0	0,1364371	13,64371														
