Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-40deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59869715	0,10137817	23,20875679	0,09296007	0,47693563	44,33596824	73,0474	10,1499	0,599997	1652,804	0,05548841	NaN	NaN	NaN	13,023	13:47:24	09/16/2022
																
Vmeas	Imeas															
0,7	-0,200019	-20,0019														
0,69295	-0,200016	-20,0016														
0,68585	-0,2000181	-20,00181														
0,6788	-0,2000206	-20,00206														
0,6717	-0,1819547	-18,19547														
0,66465	-0,1594529	-15,94529														
0,6576	-0,1377775	-13,77775														
0,6505	-0,1170108	-11,70108														
0,64345	-0,09808125	-9,808125														
0,63635	-0,07938815	-7,938815														
0,6293	-0,06188962	-6,188962														
0,6222	-0,04544593	-4,544593														
0,61515	-0,03028296	-3,028296														
0,6081	-0,01616569	-1,616569														
0,601	-0,0033763	-0,33763														
0,59395	0,00858158	0,858158														
0,58685	0,01910812	1,910812														
0,5798	0,02891863	2,891863														
0,57275	0,03779775	3,779775														
0,56565	0,04579065	4,579065														
0,5586	0,05288224	5,288224														
0,5515	0,05922195	5,922195														
0,54445	0,0647705	6,47705														
0,53735	0,06973048	6,973048														
0,5303	0,07402154	7,402154														
0,52325	0,07780237	7,780237														
0,51615	0,0811228	8,11228														
0,5091	0,08400142	8,400142														
0,502	0,08651591	8,651591														
0,49495	0,0886741	8,86741														
0,4879	0,09055052	9,055052														
0,4808	0,09217153	9,217153														
0,47375	0,09356228	9,356228														
0,46665	0,0947583	9,47583														
0,4596	0,09576992	9,576992														
0,4525	0,09663847	9,663847														
0,44545	0,09737222	9,737222														
0,4384	0,09799283	9,799283														
0,4313	0,09851866	9,851866														
0,42425	0,09895638	9,895638														
0,41715	0,0993286	9,93286														
0,4101	0,09963406	9,963406														
0,40305	0,09989069	9,989069														
0,39595	0,1001063	10,01063														
0,3889	0,1002841	10,02841														
0,3818	0,1004335	10,04335														
0,37475	0,1005574	10,05574														
0,3677	0,100661	10,0661														
0,3606	0,100748	10,0748														
0,35355	0,1008216	10,08216														
0,34645	0,100884	10,0884														
0,3394	0,1009336	10,09336														
0,3323	0,1009766	10,09766														
0,32525	0,1010128	10,10128														
0,3182	0,1010426	10,10426														
0,3111	0,1010699	10,10699														
0,30405	0,1010918	10,10918														
0,29695	0,1011115	10,11115														
0,2899	0,1011287	10,11287														
0,28285	0,101144	10,1144														
0,27575	0,1011577	10,11577														
0,2687	0,1011693	10,11693														
0,2616	0,10118	10,118														
0,25455	0,1011892	10,11892														
0,24745	0,1011988	10,11988														
0,2404	0,1012078	10,12078														
0,23335	0,1012165	10,12165														
0,22625	0,1012239	10,12239														
0,2192	0,1012308	10,12308														
0,2121	0,1012372	10,12372														
0,20505	0,101243	10,1243														
0,198	0,1012485	10,12485														
0,1909	0,1012546	10,12546														
0,18385	0,1012597	10,12597														
0,17675	0,101266	10,1266														
0,1697	0,101272	10,1272														
0,16265	0,1012775	10,12775														
0,15555	0,1012834	10,12834														
0,1485	0,101288	10,1288														
0,1414	0,1012926	10,12926														
0,13435	0,1012971	10,12971														
0,12725	0,1013013	10,13013														
0,1202	0,1013057	10,13057														
0,11315	0,1013104	10,13104														
0,10605	0,1013156	10,13156														
0,099	0,1013207	10,13207														
0,0919	0,1013251	10,13251														
0,08485	0,1013292	10,13292														
0,0778	0,1013347	10,13347														
0,0707	0,1013384	10,13384														
0,06365	0,1013425	10,13425														
0,05655	0,1013466	10,13466														
0,0495	0,1013514	10,13514														
0,0424	0,1013573	10,13573														
0,03535	0,1013599	10,13599														
0,0283	0,1013626	10,13626														
0,0212	0,1013625	10,13625														
0,01415	0,1013566	10,13566														
0,00705	0,1013669	10,13669														
0	0,1013781	10,13781														
