Device Id	Operator	Recipe
IBC_konst_Ref-70deg	IS	ANA test.IV

Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi
4.368100	1.0000	0.5000	0	0.0000	0.7000	100	50	200	0	0	0	-0.6000	-0.1000

Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0.57659096	0.02572617	5.88955646	0.02353365	0.46273726	10.88989621	73.4143	2.4931	2.155540	5037.058	0.01359216	NaN	NaN	NaN	13.018	14:21:19	09/16/2022

Vmeas	Imeas
0.70000000	-0.19830380
0.69295000	-0.17483510
0.68585000	-0.15332790
0.67880000	-0.13384360
0.67170000	-0.11611770
0.66465000	-0.10027100
0.65760000	-0.08619589
0.65050000	-0.07325836
0.64345000	-0.06175162
0.63635000	-0.05144249
0.62930000	-0.04230889
0.62220000	-0.03415882
0.61515000	-0.02699054
0.60810000	-0.02059798
0.60100000	-0.01490788
0.59395000	-0.00993410
0.58685000	-0.00546498
0.57980000	-0.00155376
0.57275000	0.00192021
0.56565000	0.00500246
0.55860000	0.00770845
0.55150000	0.01010850
0.54445000	0.01217809
0.53735000	0.01404273
0.53030000	0.01565272
0.52325000	0.01706830
0.51615000	0.01830826
0.50910000	0.01938042
0.50200000	0.02031401
0.49495000	0.02111176
0.48790000	0.02180129
0.48080000	0.02239367
0.47375000	0.02289667
0.46665000	0.02332612
0.45960000	0.02368676
0.45250000	0.02399543
0.44545000	0.02425430
0.43840000	0.02447277
0.43130000	0.02465847
0.42425000	0.02481343
0.41715000	0.02494538
0.41010000	0.02505565
0.40305000	0.02514893
0.39595000	0.02522686
0.38890000	0.02529307
0.38180000	0.02534981
0.37475000	0.02539747
0.36770000	0.02543787
0.36060000	0.02547215
0.35355000	0.02550142
0.34645000	0.02552611
0.33940000	0.02554635
0.33230000	0.02556395
0.32525000	0.02557867
0.31820000	0.02559128
0.31110000	0.02560318
0.30405000	0.02561265
0.29695000	0.02562097
0.28990000	0.02562950
0.28285000	0.02563635
0.27575000	0.02564278
0.26870000	0.02564879
0.26160000	0.02565362
0.25455000	0.02565809
0.24745000	0.02566071
0.24040000	0.02566504
0.23335000	0.02566806
0.22625000	0.02567136
0.21920000	0.02567499
0.21210000	0.02567716
0.20505000	0.02567916
0.19800000	0.02568253
0.19090000	0.02568483
0.18385000	0.02568688
0.17675000	0.02568935
0.16970000	0.02569091
0.16265000	0.02569281
0.15555000	0.02569414
0.14850000	0.02569657
0.14140000	0.02569797
0.13435000	0.02569963
0.12725000	0.02570137
0.12020000	0.02570266
0.11315000	0.02570369
0.10605000	0.02570669
0.09900000	0.02570774
0.09190000	0.02570902
0.08485000	0.02571054
0.07780000	0.02571156
0.07070000	0.02571261
0.06365000	0.02571381
0.05655000	0.02571498
0.04950000	0.02571612
0.04240000	0.02571754
0.03535000	0.02571891
0.02830000	0.02571999
0.02120000	0.02572140
0.01415000	0.02572278
0.00705000	0.02572409
-0.00000000	0.02572564
