Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-40deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59037993	0,08373819	19,17039207	0,06952509	0,46075562	32,03407673	64,7973	7,3336	0,857217	55,456	0,04229901	NaN	NaN	NaN	13,018	13:30:40	09/16/2022
																
Vmeas	Imeas															
0,7	-0,199639	-19,9639														
0,69295	-0,1996381	-19,96381														
0,68585	-0,1852123	-18,52123														
0,6788	-0,1663618	-16,63618														
0,6717	-0,1481872	-14,81872														
0,66465	-0,1308792	-13,08792														
0,6576	-0,11446	-11,446														
0,6505	-0,09938169	-9,938169														
0,64345	-0,0844886	-8,44886														
0,63635	-0,07037263	-7,037263														
0,6293	-0,05717671	-5,717671														
0,6222	-0,04477977	-4,477977														
0,61515	-0,0333356	-3,33356														
0,6081	-0,02265633	-2,265633														
0,601	-0,0127369	-1,27369														
0,59395	-0,00383256	-0,383256														
0,58685	0,00457443	0,457443														
0,5798	0,01190136	1,190136														
0,57275	0,01888159	1,888159														
0,56565	0,02524814	2,524814														
0,5586	0,03098284	3,098284														
0,5515	0,0361939	3,61939														
0,54445	0,04083773	4,083773														
0,53735	0,04507021	4,507021														
0,5303	0,04880583	4,880583														
0,52325	0,05216672	5,216672														
0,51615	0,05518064	5,518064														
0,5091	0,05785224	5,785224														
0,502	0,06023895	6,023895														
0,49495	0,06233629	6,233629														
0,4879	0,06420276	6,420276														
0,4808	0,06585705	6,585705														
0,47375	0,06730654	6,730654														
0,46665	0,0685866	6,85866														
0,4596	0,06969668	6,969668														
0,4525	0,070677	7,0677														
0,44545	0,07152933	7,152933														
0,4384	0,0722721	7,22721														
0,4313	0,07292354	7,292354														
0,42425	0,0734864	7,34864														
0,41715	0,07398439	7,398439														
0,4101	0,07441807	7,441807														
0,40305	0,07480103	7,480103														
0,39595	0,07514244	7,514244														
0,3889	0,07544664	7,544664														
0,3818	0,07572398	7,572398														
0,37475	0,07597636	7,597636														
0,3677	0,07620779	7,620779														
0,3606	0,07642566	7,642566														
0,35355	0,07662774	7,662774														
0,34645	0,07682195	7,682195														
0,3394	0,0770059	7,70059														
0,3323	0,07718398	7,718398														
0,32525	0,07735533	7,735533														
0,3182	0,07752191	7,752191														
0,3111	0,07768622	7,768622														
0,30405	0,07784791	7,784791														
0,29695	0,07800673	7,800673														
0,2899	0,07816173	7,816173														
0,28285	0,07831392	7,831392														
0,27575	0,07846729	7,846729														
0,2687	0,07861832	7,861832														
0,2616	0,07876924	7,876924														
0,25455	0,07891831	7,891831														
0,24745	0,07906666	7,906666														
0,2404	0,07921253	7,921253														
0,23335	0,07935873	7,935873														
0,22625	0,07950512	7,950512														
0,2192	0,07964979	7,964979														
0,2121	0,07979442	7,979442														
0,20505	0,07993743	7,993743														
0,198	0,08008008	8,008008														
0,1909	0,08022282	8,022282														
0,18385	0,08036339	8,036339														
0,17675	0,08050334	8,050334														
0,1697	0,08064112	8,064112														
0,16265	0,08077831	8,077831														
0,15555	0,08091626	8,091626														
0,1485	0,08105259	8,105259														
0,1414	0,08118955	8,118955														
0,13435	0,08132317	8,132317														
0,12725	0,08145626	8,145626														
0,1202	0,08158904	8,158904														
0,11315	0,08171998	8,171998														
0,10605	0,08185103	8,185103														
0,099	0,08197832	8,197832														
0,0919	0,0821078	8,21078														
0,08485	0,08223508	8,223508														
0,0778	0,08236186	8,236186														
0,0707	0,08248758	8,248758														
0,06365	0,08261091	8,261091														
0,05655	0,08273403	8,273403														
0,0495	0,08285654	8,285654														
0,0424	0,08297881	8,297881														
0,03535	0,08309913	8,309913														
0,0283	0,08321919	8,321919														
0,0212	0,08333947	8,333947														
0,01415	0,0834576	8,34576														
0,00705	0,08357488	8,357488														
0	0,08369385	8,369385														
