Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-40deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59331478	0,08314722	19,03509988	0,07647669	0,47539021	36,35626789	73,6964	8,3231	0,67231	1857,914	0,04524346	NaN	NaN	NaN	13,244	13:48:16	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000183	-20,00183														
0,69295	-0,2000147	-20,00147														
0,68585	-0,2000177	-20,00177														
0,6788	-0,200019	-20,0019														
0,6717	-0,1852278	-18,52278														
0,66465	-0,1630899	-16,30899														
0,6576	-0,1418283	-14,18283														
0,6505	-0,1215177	-12,15177														
0,64345	-0,1023883	-10,23883														
0,63635	-0,0847688	-8,47688														
0,6293	-0,06784021	-6,784021														
0,6222	-0,05200352	-5,200352														
0,61515	-0,03746687	-3,746687														
0,6081	-0,02400277	-2,400277														
0,601	-0,01161338	-1,161338														
0,59395	-0,00056048	-0,056048														
0,58685	0,00941374	0,941374														
0,5798	0,018299	1,8299														
0,57275	0,02655009	2,655009														
0,56565	0,03393202	3,393202														
0,5586	0,04044622	4,044622														
0,5515	0,04623409	4,623409														
0,54445	0,05126987	5,126987														
0,53735	0,05574389	5,574389														
0,5303	0,05959311	5,959311														
0,52325	0,06296561	6,296561														
0,51615	0,06590786	6,590786														
0,5091	0,06844317	6,844317														
0,502	0,07064614	7,064614														
0,49495	0,0725262	7,25262														
0,4879	0,07415157	7,415157														
0,4808	0,07554974	7,554974														
0,47375	0,07673901	7,673901														
0,46665	0,07775412	7,775412														
0,4596	0,07860656	7,860656														
0,4525	0,07933474	7,933474														
0,44545	0,07994299	7,994299														
0,4384	0,08045433	8,045433														
0,4313	0,08088396	8,088396														
0,42425	0,08123655	8,123655														
0,41715	0,08153586	8,153586														
0,4101	0,08177906	8,177906														
0,40305	0,08198126	8,198126														
0,39595	0,08214999	8,214999														
0,3889	0,08228926	8,228926														
0,3818	0,08240632	8,240632														
0,37475	0,08250103	8,250103														
0,3677	0,08257984	8,257984														
0,3606	0,08264621	8,264621														
0,35355	0,08270088	8,270088														
0,34645	0,08274745	8,274745														
0,3394	0,08278567	8,278567														
0,3323	0,08281869	8,281869														
0,32525	0,08284665	8,284665														
0,3182	0,0828703	8,28703														
0,3111	0,08289236	8,289236														
0,30405	0,08291011	8,291011														
0,29695	0,0829251	8,29251														
0,2899	0,08293778	8,293778														
0,28285	0,08294839	8,294839														
0,27575	0,08295839	8,295839														
0,2687	0,08296776	8,296776														
0,2616	0,08297655	8,297655														
0,25455	0,08298449	8,298449														
0,24745	0,0829917	8,29917														
0,2404	0,08299873	8,299873														
0,23335	0,08300719	8,300719														
0,22625	0,0830159	8,30159														
0,2192	0,08302084	8,302084														
0,2121	0,08302519	8,302519														
0,20505	0,08303038	8,303038														
0,198	0,08303555	8,303555														
0,1909	0,08303952	8,303952														
0,18385	0,08304345	8,304345														
0,17675	0,08304834	8,304834														
0,1697	0,0830536	8,30536														
0,16265	0,08305961	8,305961														
0,15555	0,08306429	8,306429														
0,1485	0,0830683	8,30683														
0,1414	0,08307209	8,307209														
0,13435	0,08307531	8,307531														
0,12725	0,08307891	8,307891														
0,1202	0,08308329	8,308329														
0,11315	0,08308738	8,308738														
0,10605	0,08309146	8,309146														
0,099	0,08309542	8,309542														
0,0919	0,08309915	8,309915														
0,08485	0,08310263	8,310263														
0,0778	0,08310638	8,310638														
0,0707	0,08310923	8,310923														
0,06365	0,08311216	8,311216														
0,05655	0,08311579	8,311579														
0,0495	0,08311915	8,311915														
0,0424	0,08312379	8,312379														
0,03535	0,08312835	8,312835														
0,0283	0,08313204	8,313204														
0,0212	0,0831349	8,31349														
0,01415	0,08313823	8,313823														
0,00705	0,08314377	8,314377														
0	0,0831473	8,31473														
