Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-20deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,59957127	0,10209847	23,3736564	0,08551222	0,46461131	39,72994367	64,902	9,0955	0,762986	49,86	0,05248495	NaN	NaN	NaN	13,02	13:29:02	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1996264	-19,96264														
0,69295	-0,1956634	-19,56634														
0,68585	-0,1759457	-17,59457														
0,6788	-0,1570502	-15,70502														
0,6717	-0,1388006	-13,88006														
0,66465	-0,1213912	-12,13912														
0,6576	-0,1048492	-10,48492														
0,6505	-0,08973946	-8,973946														
0,64345	-0,07466045	-7,466045														
0,63635	-0,06033607	-6,033607														
0,6293	-0,04690176	-4,690176														
0,6222	-0,03423969	-3,423969														
0,61515	-0,02251265	-2,251265														
0,6081	-0,01152994	-1,152994														
0,601	-0,00156671	-0,156671														
0,59395	0,00788753	0,788753														
0,58685	0,01619892	1,619892														
0,5798	0,02417	2,417														
0,57275	0,0315007	3,15007														
0,56565	0,03821642	3,821642														
0,5586	0,04429054	4,429054														
0,5515	0,04983564	4,983564														
0,54445	0,05479875	5,479875														
0,53735	0,05934322	5,934322														
0,5303	0,06337176	6,337176														
0,52325	0,06701097	6,701097														
0,51615	0,07029086	7,029086														
0,5091	0,07320989	7,320989														
0,502	0,07583137	7,583137														
0,49495	0,07814572	7,814572														
0,4879	0,08021628	8,021628														
0,4808	0,08206108	8,206108														
0,47375	0,08368769	8,368769														
0,46665	0,08513233	8,513233														
0,4596	0,08639306	8,639306														
0,4525	0,08751369	8,751369														
0,44545	0,08849237	8,849237														
0,4384	0,08935007	8,935007														
0,4313	0,09010579	9,010579														
0,42425	0,09076089	9,076089														
0,41715	0,09134137	9,134137														
0,4101	0,09184776	9,184776														
0,40305	0,09229422	9,229422														
0,39595	0,0926916	9,26916														
0,3889	0,09304315	9,304315														
0,3818	0,09336247	9,336247														
0,37475	0,09364983	9,364983														
0,3677	0,09391236	9,391236														
0,3606	0,09415714	9,415714														
0,35355	0,09438264	9,438264														
0,34645	0,09459683	9,459683														
0,3394	0,09479826	9,479826														
0,3323	0,094992	9,4992														
0,32525	0,09517803	9,517803														
0,3182	0,09535759	9,535759														
0,3111	0,09553417	9,553417														
0,30405	0,09570568	9,570568														
0,29695	0,09587409	9,587409														
0,2899	0,09603965	9,603965														
0,28285	0,09620271	9,620271														
0,27575	0,0963655	9,63655														
0,2687	0,09652555	9,652555														
0,2616	0,09668499	9,668499														
0,25455	0,09684252	9,684252														
0,24745	0,09700085	9,700085														
0,2404	0,09715564	9,715564														
0,23335	0,09731023	9,731023														
0,22625	0,09746339	9,746339														
0,2192	0,09761569	9,761569														
0,2121	0,09776823	9,776823														
0,20505	0,09791983	9,791983														
0,198	0,09807009	9,807009														
0,1909	0,098221	9,8221														
0,18385	0,09837139	9,837139														
0,17675	0,09852121	9,852121														
0,1697	0,09866911	9,866911														
0,16265	0,09881821	9,881821														
0,15555	0,09896751	9,896751														
0,1485	0,09911517	9,911517														
0,1414	0,09926287	9,926287														
0,13435	0,09940897	9,940897														
0,12725	0,09955483	9,955483														
0,1202	0,09969864	9,969864														
0,11315	0,09984226	9,984226														
0,10605	0,09998683	9,998683														
0,099	0,1001296	10,01296														
0,0919	0,1002726	10,02726														
0,08485	0,1004146	10,04146														
0,0778	0,1005576	10,05576														
0,0707	0,1006987	10,06987														
0,06365	0,1008371	10,08371														
0,05655	0,100978	10,0978														
0,0495	0,1011162	10,11162														
0,0424	0,1012546	10,12546														
0,03535	0,101391	10,1391														
0,0283	0,1015253	10,15253														
0,0212	0,101661	10,1661														
0,01415	0,1017949	10,17949														
0,00705	0,1019299	10,19299														
0	0,1020652	10,20652														
