Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-30deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,6013511	0,11425074	26,1557071	0,10448634	0,47703607	49,8437513	72,5477	11,4109	0,557664	1483,364	0,0626257	NaN	NaN	NaN	13,136	13:46:33	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000151	-20,00151														
0,69295	-0,2000184	-20,00184														
0,68585	-0,2000154	-20,00154														
0,6788	-0,2000147	-20,00147														
0,6717	-0,1823999	-18,23999														
0,66465	-0,1595238	-15,95238														
0,6576	-0,1374511	-13,74511														
0,6505	-0,1162436	-11,62436														
0,64345	-0,09690891	-9,690891														
0,63635	-0,0777178	-7,77178														
0,6293	-0,05970045	-5,970045														
0,6222	-0,04270974	-4,270974														
0,61515	-0,02698856	-2,698856														
0,6081	-0,01230147	-1,230147														
0,601	0,00105086	0,105086														
0,59395	0,01304972	1,304972														
0,58685	0,02459027	2,459027														
0,5798	0,03497836	3,497836														
0,57275	0,04442814	4,442814														
0,56565	0,05297327	5,297327														
0,5586	0,06059122	6,059122														
0,5515	0,06743273	6,743273														
0,54445	0,07344713	7,344713														
0,53735	0,07885116	7,885116														
0,5303	0,0835449	8,35449														
0,52325	0,08769841	8,769841														
0,51615	0,09135458	9,135458														
0,5091	0,09453709	9,453709														
0,502	0,09732756	9,732756														
0,49495	0,09973311	9,973311														
0,4879	0,1018354	10,18354														
0,4808	0,103664	10,3664														
0,47375	0,1051425	10,51425														
0,46665	0,1065018	10,65018														
0,4596	0,1076641	10,76641														
0,4525	0,1086626	10,86626														
0,44545	0,109514	10,9514														
0,4384	0,1102316	11,02316														
0,4313	0,1108488	11,08488														
0,42425	0,1113617	11,13617														
0,41715	0,1118074	11,18074														
0,4101	0,1121647	11,21647														
0,40305	0,1124695	11,24695														
0,39595	0,112729	11,2729														
0,3889	0,1129463	11,29463														
0,3818	0,1131292	11,31292														
0,37475	0,1132764	11,32764														
0,3677	0,1134058	11,34058														
0,3606	0,1135113	11,35113														
0,35355	0,1135984	11,35984														
0,34645	0,1136711	11,36711														
0,3394	0,1137346	11,37346														
0,3323	0,1137858	11,37858														
0,32525	0,1138355	11,38355														
0,3182	0,1138687	11,38687														
0,3111	0,1139014	11,39014														
0,30405	0,11393	11,393														
0,29695	0,1139503	11,39503														
0,2899	0,1139733	11,39733														
0,28285	0,1139889	11,39889														
0,27575	0,114007	11,4007														
0,2687	0,1140209	11,40209														
0,2616	0,1140352	11,40352														
0,25455	0,1140418	11,40418														
0,24745	0,1140519	11,40519														
0,2404	0,1140629	11,40629														
0,23335	0,1140734	11,40734														
0,22625	0,1140797	11,40797														
0,2192	0,1140924	11,40924														
0,2121	0,1140995	11,40995														
0,20505	0,1141054	11,41054														
0,198	0,1141113	11,41113														
0,1909	0,1141129	11,41129														
0,18385	0,1141231	11,41231														
0,17675	0,114126	11,4126														
0,1697	0,1141365	11,41365														
0,16265	0,114142	11,4142														
0,15555	0,1141449	11,41449														
0,1485	0,1141516	11,41516														
0,1414	0,1141575	11,41575														
0,13435	0,1141634	11,41634														
0,12725	0,1141634	11,41634														
0,1202	0,1141662	11,41662														
0,11315	0,1141765	11,41765														
0,10605	0,1141794	11,41794														
0,099	0,1141874	11,41874														
0,0919	0,1141869	11,41869														
0,08485	0,1141944	11,41944														
0,0778	0,1141996	11,41996														
0,0707	0,1142028	11,42028														
0,06365	0,1142088	11,42088														
0,05655	0,1142142	11,42142														
0,0495	0,114216	11,4216														
0,0424	0,11422	11,422														
0,03535	0,1142281	11,42281														
0,0283	0,114237	11,4237														
0,0212	0,1142362	11,42362														
0,01415	0,1142399	11,42399														
0,00705	0,114245	11,4245														
0	0,1142465	11,42465														
