Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-20deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,60355293	0,12266404	28,08178407	0,11202283	0,47737164	53,4765244	72,2321	12,2425	0,520462	1443,829	0,06739011	NaN	NaN	NaN	13,139	13:45:52	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000205	-20,00205														
0,69295	-0,2000195	-20,00195														
0,68585	-0,2000233	-20,00233														
0,6788	-0,2000271	-20,00271														
0,6717	-0,1791205	-17,91205														
0,66465	-0,1561769	-15,61769														
0,6576	-0,1340146	-13,40146														
0,6505	-0,1127142	-11,27142														
0,64345	-0,09334175	-9,334175														
0,63635	-0,07401386	-7,401386														
0,6293	-0,05584466	-5,584466														
0,6222	-0,03868731	-3,868731														
0,61515	-0,02277726	-2,277726														
0,6081	-0,00830474	-0,830474														
0,601	0,00562978	0,562978														
0,59395	0,01778928	1,778928														
0,58685	0,02956877	2,956877														
0,5798	0,0401946	4,01946														
0,57275	0,04987844	4,987844														
0,56565	0,05865555	5,865555														
0,5586	0,06649758	6,649758														
0,5515	0,07355227	7,355227														
0,54445	0,07976811	7,976811														
0,53735	0,08536243	8,536243														
0,5303	0,09023505	9,023505														
0,52325	0,0945536	9,45536														
0,51615	0,09836812	9,836812														
0,5091	0,1016947	10,16947														
0,502	0,1046192	10,46192														
0,49495	0,1070299	10,70299														
0,4879	0,1092472	10,92472														
0,4808	0,1111781	11,11781														
0,47375	0,1128497	11,28497														
0,46665	0,1142947	11,42947														
0,4596	0,1155273	11,55273														
0,4525	0,1165973	11,65973														
0,44545	0,1175109	11,75109														
0,4384	0,1182806	11,82806														
0,4313	0,1189462	11,89462														
0,42425	0,1194961	11,94961														
0,41715	0,1199758	11,99758														
0,4101	0,1203659	12,03659														
0,40305	0,1207014	12,07014														
0,39595	0,1209848	12,09848														
0,3889	0,121221	12,1221														
0,3818	0,121422	12,1422														
0,37475	0,1215893	12,15893														
0,3677	0,1217298	12,17298														
0,3606	0,1218475	12,18475														
0,35355	0,1219484	12,19484														
0,34645	0,1220325	12,20325														
0,3394	0,1220967	12,20967														
0,3323	0,1221581	12,21581														
0,32525	0,1222077	12,22077														
0,3182	0,1222502	12,22502														
0,3111	0,122286	12,2286														
0,30405	0,1223167	12,23167														
0,29695	0,1223453	12,23453														
0,2899	0,1223645	12,23645														
0,28285	0,1223856	12,23856														
0,27575	0,1224028	12,24028														
0,2687	0,1224158	12,24158														
0,2616	0,1224336	12,24336														
0,25455	0,1224482	12,24482														
0,24745	0,12246	12,246														
0,2404	0,122468	12,2468														
0,23335	0,1224807	12,24807														
0,22625	0,1224852	12,24852														
0,2192	0,1224949	12,24949														
0,2121	0,1225041	12,25041														
0,20505	0,1225113	12,25113														
0,198	0,1225184	12,25184														
0,1909	0,122523	12,2523														
0,18385	0,1225315	12,25315														
0,17675	0,1225403	12,25403														
0,1697	0,1225412	12,25412														
0,16265	0,1225475	12,25475														
0,15555	0,1225542	12,25542														
0,1485	0,1225584	12,25584														
0,1414	0,1225652	12,25652														
0,13435	0,1225719	12,25719														
0,12725	0,1225765	12,25765														
0,1202	0,1225841	12,25841														
0,11315	0,12259	12,259														
0,10605	0,122595	12,2595														
0,099	0,1226009	12,26009														
0,0919	0,1225983	12,25983														
0,08485	0,1226092	12,26092														
0,0778	0,1226109	12,26109														
0,0707	0,122616	12,2616														
0,06365	0,1226218	12,26218														
0,05655	0,1226286	12,26286														
0,0495	0,122632	12,2632														
0,0424	0,1226314	12,26314														
0,03535	0,122642	12,2642														
0,0283	0,122645	12,2645														
0,0212	0,1226479	12,26479														
0,01415	0,1226504	12,26504														
0,00705	0,1226543	12,26543														
0	0,1226605	12,26605														
