Device Id	Operator	Recipe														
IBC_konst_400nmTiO2-70deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,55503719	0,03001698	6,87186168	0,02541345	0,44220728	11,23801141	67,4529	2,5727	1,96767	2059,574	0,01478273	NaN	NaN	NaN	13,018	13:32:53	09/16/2022
																
Vmeas	Imeas															
0,7	-0,1996695	-19,96695														
0,69295	-0,1996682	-19,96682														
0,68585	-0,1931403	-19,31403														
0,6788	-0,1751681	-17,51681														
0,6717	-0,1579775	-15,79775														
0,66465	-0,1417459	-14,17459														
0,6576	-0,1264995	-12,64995														
0,6505	-0,1120119	-11,20119														
0,64345	-0,09886445	-9,886445														
0,63635	-0,08621462	-8,621462														
0,6293	-0,07454306	-7,454306														
0,6222	-0,06373062	-6,373062														
0,61515	-0,05389341	-5,389341														
0,6081	-0,04485346	-4,485346														
0,601	-0,03659081	-3,659081														
0,59395	-0,02914243	-2,914243														
0,58685	-0,02239256	-2,239256														
0,5798	-0,01638925	-1,638925														
0,57275	-0,0109869	-1,09869														
0,56565	-0,00617051	-0,617051														
0,5586	-0,00188091	-0,188091														
0,5515	0,0019481	0,19481														
0,54445	0,00530035	0,530035														
0,53735	0,00830062	0,830062														
0,5303	0,01088226	1,088226														
0,52325	0,01318074	1,318074														
0,51615	0,01520408	1,520408														
0,5091	0,01696134	1,696134														
0,502	0,01850015	1,850015														
0,49495	0,0198242	1,98242														
0,4879	0,02097726	2,097726														
0,4808	0,02197735	2,197735														
0,47375	0,0228352	2,28352														
0,46665	0,02357613	2,357613														
0,4596	0,02420636	2,420636														
0,4525	0,02475334	2,475334														
0,44545	0,02522111	2,522111														
0,4384	0,02562447	2,562447														
0,4313	0,02597594	2,597594														
0,42425	0,02628012	2,628012														
0,41715	0,02654983	2,654983														
0,4101	0,02678816	2,678816														
0,40305	0,0270017	2,70017														
0,39595	0,02719609	2,719609														
0,3889	0,02737198	2,737198														
0,3818	0,02753597	2,753597														
0,37475	0,02768795	2,768795														
0,3677	0,02783081	2,783081														
0,3606	0,02796642	2,796642														
0,35355	0,02809389	2,809389														
0,34645	0,02821738	2,821738														
0,3394	0,02833453	2,833453														
0,3323	0,02844812	2,844812														
0,32525	0,02855709	2,855709														
0,3182	0,02866139	2,866139														
0,3111	0,02876305	2,876305														
0,30405	0,02886024	2,886024														
0,29695	0,02895428	2,895428														
0,2899	0,02904425	2,904425														
0,28285	0,02912978	2,912978														
0,27575	0,02921251	2,921251														
0,2687	0,02929074	2,929074														
0,2616	0,02936479	2,936479														
0,25455	0,02943438	2,943438														
0,24745	0,02949967	2,949967														
0,2404	0,0295597	2,95597														
0,23335	0,0296152	2,96152														
0,22625	0,02966578	2,966578														
0,2192	0,02971127	2,971127														
0,2121	0,02975185	2,975185														
0,20505	0,02978696	2,978696														
0,198	0,02981766	2,981766														
0,1909	0,02984427	2,984427														
0,18385	0,02986762	2,986762														
0,17675	0,02988735	2,988735														
0,1697	0,0299039	2,99039														
0,16265	0,02991762	2,991762														
0,15555	0,02992942	2,992942														
0,1485	0,02993899	2,993899														
0,1414	0,02994713	2,994713														
0,13435	0,02995402	2,995402														
0,12725	0,02995947	2,995947														
0,1202	0,02996477	2,996477														
0,11315	0,02996888	2,996888														
0,10605	0,02997327	2,997327														
0,099	0,02997665	2,997665														
0,0919	0,02997983	2,997983														
0,08485	0,02998254	2,998254														
0,0778	0,02998518	2,998518														
0,0707	0,0299876	2,99876														
0,06365	0,02999017	2,999017														
0,05655	0,02999225	2,999225														
0,0495	0,02999496	2,999496														
0,0424	0,02999729	2,999729														
0,03535	0,02999874	2,999874														
0,0283	0,03000035	3,000035														
0,0212	0,03000204	3,000204														
0,01415	0,03000437	3,000437														
0,00705	0,03000619	3,000619														
0	0,03000824	3,000824														
