Baseline 100%T,,G230130-1,,G230130-2,,G230130-3,,G230131-1,,G230131-2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1400,-0.004246524535,1400,0.0009085116326,1400,-0.004421364982,1400,-0.003084104974,1400,-0.004219915718,1400,-0.003928494174,
1399,-0.004327008035,1399,0.001112137921,1399,-0.004019039217,1399,-0.002852666657,1399,-0.003983541857,1399,-0.003545327811,
1398,-0.00444386201,1398,0.001403446775,1398,-0.003781478386,1398,-0.002573913429,1398,-0.003759254934,1398,-0.00313432538,
1397,-0.004250779748,1397,0.001438948908,1397,-0.003568743356,1397,-0.002538709203,1397,-0.00359297893,1397,-0.003095105523,
1396,-0.003889038227,1396,0.001167082461,1396,-0.003618856426,1396,-0.002539944602,1396,-0.003522630082,1396,-0.003261931939,
1395,-0.004015705083,1395,0.001436533523,1395,-0.003201191081,1395,-0.002212883672,1395,-0.003127180738,1395,-0.002911244985,
1394,-0.004334901925,1394,0.00190204056,1394,-0.002633146709,1394,-0.001660615788,1394,-0.00260839425,1394,-0.002477764152,
1393,-0.004296764731,1393,0.001949102385,1393,-0.002597793005,1393,-0.001669331803,1393,-0.00255976012,1393,-0.002319236286,
1392,-0.004186280072,1392,0.001765044406,1392,-0.002749634208,1392,-0.001871245913,1392,-0.002736052498,1392,-0.002145814011,
1391,-0.004321882501,1391,0.001856049756,1391,-0.002744541271,1391,-0.00195201626,1391,-0.002727100626,1391,-0.001643595984,
1390,-0.004283846356,1390,0.001748176292,1390,-0.003055214183,1390,-0.002460158663,1390,-0.003016449977,1390,-0.001408085926,
1389,-0.00404596841,1389,0.001418016036,1389,-0.003565867897,1389,-0.002705028979,1389,-0.003501009662,1389,-0.001293044654,
1388,-0.003817043733,1388,0.001232573413,1388,-0.004022578709,1388,-0.003234286094,1388,-0.003999546636,1388,-0.001119625056,
1387,-0.003970255144,1387,0.001242957427,1387,-0.004082640633,1387,-0.003118185559,1387,-0.004069408402,1387,-0.0006529225502,
1386,-0.00399790518,1386,0.001176712103,1386,-0.004239346832,1386,-0.003199906321,1386,-0.004206584767,1386,-0.0002960863058,
1385,-0.003824946936,1385,0.001015735674,1385,-0.004463796038,1385,-0.003445284674,1385,-0.004404401872,1385,-6.036188279E-5,
1384,-0.003767364193,1384,0.0008987063775,1384,-0.004585428629,1384,-0.003456892446,1384,-0.004504275974,1384,2.073515498E-5,
1383,-0.003596881172,1383,0.0007554656477,1383,-0.00474671647,1383,-0.003548665671,1383,-0.00462722918,1383,-3.577293319E-5,
1382,-0.003732667305,1382,0.0008793299203,1382,-0.004576771054,1382,-0.003292864189,1382,-0.004432690796,1382,6.945760833E-5,
1381,-0.00383095094,1381,0.0009653243469,1381,-0.004460926633,1381,-0.003129442222,1381,-0.004369140603,1381,3.663019015E-5,
1380,-0.0038371603,1380,0.001081151888,1380,-0.004403172061,1380,-0.003048222279,1380,-0.004296713043,1380,-0.0001880984782,
1379,-0.003811347298,1379,0.0009216375765,1379,-0.00453102123,1379,-0.003109395737,1379,-0.004349663854,1379,-0.000650337839,
1378,-0.003615416354,1378,0.0008000434027,1378,-0.004630507436,1378,-0.003326003673,1378,-0.004555049352,1378,-0.001204820466,
1377,-0.003684158903,1377,0.0007283426239,1377,-0.004728024825,1377,-0.003397874068,1377,-0.004651354626,1377,-0.001691868762,
1376,-0.003721836954,1376,0.0009360869299,1376,-0.004622362554,1376,-0.00323521113,1376,-0.004531482235,1376,-0.002114336239,
1375,-0.003624555189,1375,0.0008239289746,1375,-0.004829411395,1375,-0.0033573939,1375,-0.004705695901,1375,-0.002848706441,
1374,-0.003593800589,1374,0.000773021311,1374,-0.004849480931,1374,-0.003388833255,1374,-0.004736371804,1374,-0.003409072291,
1373,-0.003449855838,1373,0.0006862353184,1373,-0.004997364245,1373,-0.00348945451,1373,-0.004852655344,1373,-0.004036530852,
1372,-0.003233772237,1372,0.0005702019553,1372,-0.005179781001,1372,-0.003671735758,1372,-0.004994293209,1372,-0.004624923691,
1371,-0.003209773451,1371,0.000572819903,1371,-0.005298656411,1371,-0.003677177243,1371,-0.005105288699,1371,-0.005026535597,
1370,-0.003340851283,1370,0.0005542873987,1370,-0.005271498114,1370,-0.003646015655,1370,-0.00510963751,1370,-0.005309089553,
1369,-0.003434909275,1369,0.0005024265265,1369,-0.005299423356,1369,-0.003651354928,1369,-0.005106004886,1369,-0.005443728063,
1368,-0.003524324857,1368,0.0005034631467,1368,-0.005342178047,1368,-0.003593595233,1368,-0.005123503506,1368,-0.005575973541,
1367,-0.003536700737,1367,0.0002854088962,1367,-0.005395870656,1367,-0.003692115657,1367,-0.005201267079,1367,-0.005725346506,
1366,-0.003697711043,1366,0.0006187527906,1366,-0.005272418726,1366,-0.003480107291,1366,-0.005068037193,1366,-0.005627184175,
1365,-0.00358337746,1365,0.0005079725524,1365,-0.005429821089,1365,-0.003623733763,1365,-0.005235795863,1365,-0.005875485949,
1364,-0.003616083879,1364,0.0004246597819,1364,-0.005495465361,1364,-0.003711673431,1364,-0.005293542054,1364,-0.005949999671,
1363,-0.003847885411,1363,0.0004640985571,1363,-0.005329444073,1363,-0.003532233182,1363,-0.005114242435,1363,-0.005898929201,
1362,-0.003947528079,1362,0.0005128707853,1362,-0.005126471166,1362,-0.003451396711,1362,-0.004956213757,1362,-0.005847393069,
1361,-0.004107924644,1361,0.0005091906642,1361,-0.005187710747,1361,-0.003496233607,1361,-0.005004119594,1361,-0.005963481031,
1360,-0.004604946356,1360,0.0006904095644,1360,-0.005090756807,1360,-0.003303654026,1360,-0.004934101366,1360,-0.005851223599,
1359,-0.004715477582,1359,0.0005482223933,1359,-0.005390910432,1359,-0.003498595906,1359,-0.005172926001,1359,-0.006050029304,
1358,-0.004776263144,1358,0.0004973988398,1358,-0.005537689198,1358,-0.00370967132,1358,-0.005353121553,1358,-0.006085205358,
1357,-0.005024897866,1357,0.0003676586784,1357,-0.005573315546,1357,-0.003778809682,1357,-0.005353786051,1357,-0.005891472101,
1356,-0.005230526906,1356,0.0004069627321,1356,-0.005577967037,1356,-0.003774549812,1356,-0.00535639422,1356,-0.005776386708,
1355,-0.005201522727,1355,0.000380042824,1355,-0.005740163848,1355,-0.003865640145,1355,-0.005550468341,1355,-0.005925537553,
1354,-0.005407068413,1354,0.0005177172134,1354,-0.005676446948,1354,-0.003750888631,1354,-0.005485957023,1354,-0.005769132171,
1353,-0.005538302939,1353,0.0004925267422,1353,-0.005599075463,1353,-0.003635644913,1353,-0.005325710867,1353,-0.005682528019,
1352,-0.005530992988,1352,0.0004610666656,1352,-0.005573213566,1352,-0.003590976587,1352,-0.005387126468,1352,-0.005645275116,
1351,-0.005601068493,1351,0.000530883146,1351,-0.005608070176,1351,-0.003623015014,1351,-0.005363860168,1351,-0.005649670027,
1350,-0.00567976851,1350,0.0005023487611,1350,-0.005606690422,1350,-0.00351158902,1350,-0.005335274152,1350,-0.005595395342,
1349,-0.005764584988,1349,0.000724038342,1349,-0.005520974286,1349,-0.0034847809,1349,-0.005216817837,1349,-0.00558001129,
1348,-0.005822618492,1348,0.0006553833955,1348,-0.005545049906,1348,-0.003514105454,1348,-0.005276203621,1348,-0.005608121399,
1347,-0.005937947426,1347,0.0006249743165,1347,-0.005479924381,1347,-0.003428591415,1347,-0.005269861314,1347,-0.005510443822,
1346,-0.006056717597,1346,0.0007581624668,1346,-0.00542210089,1346,-0.003352307947,1346,-0.005169600714,1346,-0.005434882827,
1345,-0.006103634369,1345,0.0007792450488,1345,-0.00551069947,1345,-0.003342546755,1345,-0.005227918271,1345,-0.005504155997,
1344,-0.006134467199,1344,0.0007085329853,1344,-0.005498635117,1344,-0.003427564166,1344,-0.005225053523,1344,-0.005563706625,
1343,-0.006239914801,1343,0.0007207713206,1343,-0.00551248854,1343,-0.003414465813,1343,-0.005193695892,1343,-0.005569175817,
1342,-0.006300232373,1342,0.000682709273,1342,-0.005510034505,1342,-0.003412924707,1342,-0.005231447984,1342,-0.005582924467,
1341,-0.006314825732,1341,0.0006445209146,1341,-0.005563655403,1341,-0.003401521128,1341,-0.005297480151,1341,-0.005647881422,
1340,-0.006429666653,1340,0.0006751387264,1340,-0.005502111278,1340,-0.003402497154,1340,-0.005226230249,1340,-0.005632192362,
1339,-0.006512908731,1339,0.0007217566017,1339,-0.005494033918,1339,-0.003384004347,1339,-0.005266485736,1339,-0.005649056751,
1338,-0.006580021232,1338,0.0007312985836,1338,-0.005505229346,1338,-0.00342910504,1338,-0.005226076581,1338,-0.005649618804,
1337,-0.006557838526,1337,0.0006149421679,1337,-0.005541062914,1337,-0.003463466652,1337,-0.005277175456,1337,-0.00572882127,
1336,-0.00670554908,1336,0.0007385848439,1336,-0.005442961119,1336,-0.003311823355,1336,-0.005189245101,1336,-0.005678439979,
1335,-0.006754077971,1335,0.0006962950574,1335,-0.005439177621,1335,-0.003357548034,1335,-0.00521415798,1335,-0.005693105049,
1334,-0.006819675677,1334,0.0007791931857,1334,-0.00551524898,1334,-0.003347735619,1334,-0.005240296945,1334,-0.005729536526,
1333,-0.006846890319,1333,0.0006185194943,1333,-0.005473585334,1333,-0.003394432366,1333,-0.005243877415,1333,-0.005779758096,
1332,-0.006926383823,1332,0.0007313764072,1332,-0.00541867502,1332,-0.003337768838,1332,-0.005137317814,1332,-0.00576141756,
1331,-0.006977486424,1331,0.0007681979914,1331,-0.005426548887,1331,-0.003272928065,1331,-0.00517870672,1331,-0.005743433721,
1330,-0.007015694864,1330,0.0007619484677,1330,-0.005422867835,1330,-0.003323897254,1330,-0.005193593446,1330,-0.005759578198,
1329,-0.007080845069,1329,0.0007868952234,1329,-0.005397813395,1329,-0.003339618444,1329,-0.005195946898,1329,-0.005777510349,
1328,-0.007105649449,1328,0.0007312208181,1328,-0.005469648633,1328,-0.003231562441,1328,-0.005193440244,1328,-0.005807855632,
1327,-0.007193549071,1327,0.0007280314458,1327,-0.005427673925,1327,-0.00323002087,1327,-0.005144020077,1327,-0.005769438576,
1326,-0.007240750827,1326,0.0007462602225,1326,-0.005489740055,1326,-0.003412873484,1326,-0.005112912506,1326,-0.005787932314,
1325,-0.007292223629,1325,0.0007720099529,1325,-0.005403080024,1325,-0.003317218041,1325,-0.005102627911,1325,-0.005812044255,
1324,-0.007322666701,1324,0.0008149036439,1324,-0.005429309793,1324,-0.003172719153,1324,-0.005134248175,1324,-0.005841212347,
1323,-0.007318288554,1323,0.0007520946092,1323,-0.005416016094,1323,-0.003330113832,1323,-0.005172926001,1323,-0.005866343156,
1322,-0.007398765069,1322,0.0008035444771,1322,-0.005384876858,1322,-0.003277655225,1322,-0.00512058707,1322,-0.005817765836,
1321,-0.007434289902,1321,0.0008270412218,1321,-0.005364115816,1321,-0.003213216551,1321,-0.005135015585,1321,-0.005831455812,
1320,-0.007435714826,1320,0.0007926264079,1320,-0.005405380856,1320,-0.003231202951,1320,-0.005133992061,1320,-0.005845656153,
1319,-0.007394744083,1319,0.000741644646,1319,-0.005309293978,1319,-0.003259259975,1319,-0.005161107983,1319,-0.005904444959,
1318,-0.007486146875,1318,0.0008651677635,1318,-0.005398631562,1318,-0.003212240292,1318,-0.005025307182,1318,-0.005667913239,
1317,-0.007513625082,1317,0.0007826422225,1317,-0.00535179209,1317,-0.003228941699,1317,-0.00504362816,1317,-0.005795237608,
1316,-0.007499784697,1316,0.0008749463595,1316,-0.005244389176,1316,-0.003264346858,1316,-0.005015941802,1316,-0.005790895317,
1315,-0.00738049252,1315,0.0008274043212,1315,-0.00544198975,1315,-0.003356880043,1315,-0.00513598742,1315,-0.005939224269,
1314,-0.007459684741,1314,0.0007559583173,1314,-0.005331336055,1314,-0.00330987107,1314,-0.00502612628,1314,-0.005872676615,
1313,-0.007461058907,1313,0.0008567640907,1313,-0.005336143542,1313,-0.003216762561,1313,-0.005013331771,1313,-0.005827215966,
1312,-0.007438615896,1312,0.0006588054821,1312,-0.005347752012,1312,-0.003156015417,1312,-0.005104674492,1312,-0.005902044475,
1311,-0.007434442639,1311,0.0007868173998,1311,-0.005333893467,1311,-0.003409431782,1311,-0.005070135463,1311,-0.005849027541,
1310,-0.00738329161,1310,0.0008670093375,1310,-0.005357416812,1310,-0.003338333918,1310,-0.005066348705,1310,-0.005896324292,
1309,-0.007391893771,1309,0.0008530810592,1309,-0.00533230789,1309,-0.003245128784,1309,-0.005081341602,1309,-0.005890808534,
1308,-0.007315946743,1308,0.0007854948053,1308,-0.005371939857,1308,-0.003454992082,1308,-0.005089682527,1308,-0.005942033138,
1307,-0.007351886015,1307,0.0008365855319,1307,-0.00537142856,1307,-0.003338642186,1307,-0.00501369033,1307,-0.005923035089,
1306,-0.007382477634,1306,0.0008309055702,1306,-0.005349848419,1306,-0.003282587975,1306,-0.004997466691,1306,-0.005942747928,
1305,-0.007495866157,1305,0.000790733262,1305,-0.005261166021,1305,-0.0033424953,1305,-0.004972694907,1305,-0.005883964244,
1304,-0.007614312693,1304,0.0009764283313,1304,-0.005287353415,1304,-0.003351897001,1304,-0.004955804441,1304,-0.005860315636,
1303,-0.007693259045,1303,0.0008862814866,1303,-0.005334609188,1303,-0.003272311529,1303,-0.005027814768,1303,-0.005927835591,
1302,-0.007793447468,1302,0.0008360927459,1302,-0.005320954602,1302,-0.003343317425,1302,-0.004991375841,1302,-0.005960621405,
1301,-0.007905255072,1301,0.0007375217392,1301,-0.005331285298,1301,-0.003186184447,1301,-0.005010670517,1301,-0.005911033135,
1300,-0.007957614958,1300,0.0006573018618,1300,-0.00534800766,1300,-0.003378405003,1300,-0.005036565941,1300,-0.005937232636,
1299,-0.008048899472,1299,0.0009024157771,1299,-0.005335120484,1299,-0.003423095215,1299,-0.004971568938,1299,-0.005945556797,
1298,-0.008132543415,1298,0.000872352568,1298,-0.005300804507,1298,-0.003446003655,1298,-0.00499936007,1298,-0.005973132327,
1297,-0.008211344481,1297,0.001020042808,1297,-0.00521686906,1297,-0.003337512026,1297,-0.005008418579,1297,-0.005956791341,
1296,-0.008270626888,1296,0.0008689546958,1296,-0.00525697181,1296,-0.003314340953,1296,-0.005029145628,1296,-0.00594642479,
1295,-0.008363420144,1295,0.000798617024,1295,-0.005279732402,1295,-0.003221644554,1295,-0.004982061218,1295,-0.005975123961,
1294,-0.008449948393,1294,0.0006970728864,1294,-0.005220910534,1294,-0.003264603904,1294,-0.004978427198,1294,-0.005834265146,
1293,-0.008493256755,1293,0.001090520178,1293,-0.005261268467,1293,-0.003469989402,1293,-0.005016095471,1293,-0.005953370128,
1292,-0.008568591438,1292,0.0009170460398,1292,-0.005186073482,1292,-0.003267892404,1292,-0.004986565094,1292,-0.005952961277,
1291,-0.008613461629,1291,0.0007779743755,1291,-0.005224030465,1291,-0.003233309835,1291,-0.00499582896,1291,-0.005938764662,
1290,-0.008710190654,1290,0.0008705109358,1290,-0.005167605355,1290,-0.00335256476,1290,-0.004909582436,1290,-0.005897652358,
1289,-0.008762910031,1289,0.0009024936007,1289,-0.005223314743,1289,-0.003260287456,1289,-0.004987639841,1289,-0.005934066139,
1288,-0.008805628866,1288,0.0008992510848,1288,-0.005228276365,1288,-0.003329702886,1288,-0.004965068772,1288,-0.005991260055,
1287,-0.008886286989,1287,0.0009569965769,1287,-0.005183924921,1287,-0.00325987651,1287,-0.00493399892,1287,-0.005946169607,
1286,-0.009047456086,1286,0.0009306651191,1286,-0.00506338058,1286,-0.003146147123,1286,-0.004833046347,1286,-0.005843000021,
1285,-0.009056583047,1285,0.0008123102016,1285,-0.005144941155,1285,-0.003323280718,1285,-0.004890436772,1285,-0.005940807518,
1284,-0.009141604416,1284,0.001080139889,1284,-0.005123042967,1284,-0.003329343162,1284,-0.004842262249,1284,-0.005860315636,
1283,-0.009245665744,1283,0.001001465251,1283,-0.005053043831,1283,-0.002892062766,1283,-0.004805500619,1283,-0.005842898041,
1282,-0.009311090223,1282,0.0009971323889,1282,-0.005050638691,1282,-0.003260544501,1282,-0.004753271118,1282,-0.005874566268,
1281,-0.009347168729,1281,0.0008975131786,1281,-0.005037384573,1281,-0.003493306227,1281,-0.00481041614,1281,-0.005924107507,
1280,-0.009422406554,1280,0.0008989398484,1280,-0.005034621339,1280,-0.003380870912,1280,-0.004758954979,1280,-0.005865474697,
1279,-0.009476154111,1279,0.0009685413679,1279,-0.005072540604,1279,-0.003245745553,1279,-0.004787886515,1279,-0.005894689821,
1278,-0.009346915409,1278,0.0007058883202,1278,-0.005207865965,1278,-0.003289986867,1278,-0.004912244156,1278,-0.00606126152,
1277,-0.009598619305,1277,0.0009698904469,1277,-0.005018705502,1277,-0.003107236931,1277,-0.004751427565,1277,-0.0058479039,
1276,-0.009700749069,1276,0.000950770278,1276,-0.004922635388,1276,-0.003223802894,1276,-0.004659396131,1276,-0.005829208065,
1275,-0.009752133861,1275,0.001019964926,1275,-0.004951811861,1275,-0.003211931791,1275,-0.004697860219,1275,-0.005845911335,
1274,-0.009778860956,1274,0.001014671871,1274,-0.004957647063,1274,-0.003322458593,1274,-0.004681010265,1274,-0.005860468838,
1273,-0.009864146821,1273,0.001021573669,1273,-0.00493399892,1273,-0.003345937468,1273,-0.004693353083,1273,-0.00586925447,
1272,-0.009835905395,1272,0.0008250182727,1272,-0.004980167374,1272,-0.00341785606,1272,-0.004737242591,1272,-0.005920583848,
1271,-0.009961810894,1271,0.001092154998,1271,-0.004930620547,1271,-0.003132577753,1271,-0.004668154288,1271,-0.005897141527,
1270,-0.01002940442,1270,0.001031226013,1270,-0.004871802405,1270,-0.00323814014,1270,-0.004577795509,1270,-0.005778736435,
1269,-0.01007306203,1269,0.0009865727043,1269,-0.00485910615,1269,-0.003304681741,1269,-0.004570828285,1269,-0.005899031181,
1268,-0.01014281251,1268,0.001095710322,1268,-0.004882194567,1268,-0.003232744522,1268,-0.004547159653,1268,-0.005856995936,
1267,-0.01018807665,1267,0.001019004965,1267,-0.004794389475,1267,-0.00322277518,1267,-0.004555305466,1267,-0.005866087507,
1266,-0.01022246387,1266,0.0009912946261,1266,-0.004829155281,1266,-0.003329754109,1266,-0.004558943212,1266,-0.005824559834,
1265,-0.01037125848,1265,0.001095347106,1265,-0.004688743968,1265,-0.003234799951,1265,-0.00445236871,1265,-0.005800243933,
1264,-0.01039825194,1264,0.001008211169,1264,-0.004753476009,1264,-0.003239784623,1264,-0.00445985049,1264,-0.005824713036,
1263,-0.01044722926,1263,0.0009787633317,1263,-0.004676247016,1263,-0.003190450137,1263,-0.004443554673,1263,-0.005882891826,
1262,-0.0104305502,1262,0.0008830391453,1262,-0.00478588976,1262,-0.003318964969,1262,-0.00449725613,1262,-0.005916906521,
1261,-0.01053561736,1261,0.0009527418879,1261,-0.004669025075,1261,-0.003240709659,1261,-0.00437477883,1261,-0.00586675154,
1260,-0.01059023757,1260,0.00108831434,1260,-0.004698884208,1260,-0.003458587453,1260,-0.004370626993,1260,-0.005881716963,
1259,-0.0106583396,1259,0.001054864842,1259,-0.004587990232,1259,-0.003223443171,1259,-0.004290305544,1259,-0.005860213656,
1258,-0.01070248894,1258,0.001014593989,1258,-0.004597057588,1258,-0.003345115576,1258,-0.004289690405,1258,-0.005860009231,
1257,-0.01078299712,1257,0.001032834756,1257,-0.004494386725,1257,-0.003472506069,1257,-0.004272516817,1257,-0.005869101267,
1256,-0.01074900851,1256,0.0008360149222,1256,-0.004593317863,1256,-0.003242405364,1256,-0.004294457845,1256,-0.005944433156,
1255,-0.0108558666,1255,0.0009154118015,1255,-0.004444579594,1255,-0.003255611518,1255,-0.004244730342,1255,-0.005844174884,
1254,-0.01092291716,1254,0.0009833296062,1254,-0.004482140299,1254,-0.003501420608,1254,-0.004184741993,1254,-0.005860162433,
1253,-0.01097264327,1253,0.001096644672,1253,-0.004417623859,1253,-0.003412667895,1253,-0.004194638226,1253,-0.005866904743,
1252,-0.01104643848,1252,0.001139233005,1252,-0.004340437707,1252,-0.003184591187,1252,-0.004118899349,1252,-0.005852398463,
1251,-0.01100111287,1251,0.0009876363911,1251,-0.004387130495,1251,-0.00343670696,1251,-0.004196637776,1251,-0.005967259873,
1250,-0.01109705865,1250,0.001006135484,1250,-0.004298815038,1250,-0.003163005458,1250,-0.004136386793,1250,-0.005894587841,
1249,-0.01116790716,1249,0.001075209235,1249,-0.004226837307,1249,-0.003287212225,1249,-0.004074126948,1249,-0.005899337586,
1248,-0.01122315507,1248,0.001033509383,1248,-0.00415766798,1248,-0.003352256492,1248,-0.003982208204,1248,-0.005916498136,
1247,-0.0112337498,1247,0.0009925140766,1247,-0.00413833512,1247,-0.003377172165,1247,-0.003986414522,1247,-0.00589295337,
1246,-0.01126427017,1246,0.001004448975,1246,-0.004085512832,1246,-0.003371110419,1246,-0.003951581195,1246,-0.005960621405,
1245,-0.01133428421,1245,0.001016306458,1245,-0.004058073275,1245,-0.003343831049,1245,-0.003876005299,1245,-0.005993711296,
1244,-0.01135567017,1244,0.0009026751504,1244,-0.003944860306,1244,-0.003380973591,1244,-0.003835518146,1244,-0.006012144033,
1243,-0.01142854337,1243,0.001088988967,1243,-0.003897042712,1243,-0.003258540528,1243,-0.003769930452,1243,-0.006003821269,
1242,-0.01144266315,1242,0.001040826668,1242,-0.003836390562,1242,-0.003351383144,1242,-0.003701715032,1242,-0.00602317322,
1241,-0.01147463173,1241,0.001000167918,1241,-0.003793539247,1241,-0.003374552121,1241,-0.003680462716,1241,-0.006036856677,
1240,-0.01152923517,1240,0.001047287835,1240,-0.003704846138,1240,-0.003425817704,1240,-0.003636158304,1240,-0.006153455935,
1239,-0.0115702711,1239,0.001059924951,1239,-0.003636877052,1239,-0.003418575041,1239,-0.003538138699,1239,-0.006194594782,
1238,-0.01161720138,1238,0.001021807198,1238,-0.003519189544,1238,-0.003419088665,1238,-0.0034112297,1238,-0.006258082576,
1237,-0.01164386515,1237,0.0009662323864,1237,-0.003476203885,1237,-0.003480107291,1237,-0.003418009961,1237,-0.006283801515,
1236,-0.0117278276,1236,0.001293271082,1236,-0.003306736937,1236,-0.003284746082,1236,-0.003307970008,1236,-0.006271044258,
1235,-0.01172344293,1235,0.001213104231,1235,-0.003251603572,1235,-0.003419448389,1235,-0.003205559449,1235,-0.006367530674,
1234,-0.01177378278,1234,0.001196283498,1234,-0.00313833449,1234,-0.003474714467,1234,-0.003092535306,1234,-0.0063942126,
1233,-0.01175387949,1233,0.001137987245,1233,-0.003033004701,1233,-0.003400493879,1233,-0.003062719712,1233,-0.006466495339,
1232,-0.01178491861,1232,0.001191637246,1232,-0.0029209645,1232,-0.003301085206,1232,-0.002903273795,1232,-0.006514744833,
1231,-0.01185635943,1231,0.001272137626,1231,-0.002722315956,1231,-0.003176162718,1231,-0.00277201226,1231,-0.006507196464,
1230,-0.01187051553,1230,0.001348654041,1230,-0.002539069625,1230,-0.003119162051,1230,-0.002598616295,1230,-0.006517244037,
1229,-0.01188064087,1229,0.001303033321,1229,-0.002446155995,1229,-0.003166397568,1229,-0.002488265513,1229,-0.00665742252,
1228,-0.01192874648,1228,0.001282470534,1228,-0.002287410665,1228,-0.003174158279,1228,-0.002314292826,1228,-0.006639016792,
1227,-0.01197709795,1227,0.001412770012,1227,-0.001940316637,1227,-0.002878073836,1227,-0.002035863465,1227,-0.006592769641,
1226,-0.01201376133,1226,0.001795845223,1226,-0.001763803884,1226,-0.002985395025,1226,-0.001936760265,1226,-0.006723085418,
1225,-0.01200348791,1225,0.001793921692,1225,-0.001576232025,1225,-0.002852461068,1225,-0.001723738271,1225,-0.006749388762,
1224,-0.01203133631,1224,0.001872895984,1224,-0.001206730725,1224,-0.002747319173,1224,-0.001414536498,1224,-0.006824823096,
1223,-0.01205591019,1223,0.001879057498,1223,-0.001007348183,1223,-0.002742277458,1223,-0.001189899514,1223,-0.006836901419,
1222,-0.01204896066,1222,0.001829117886,1222,-0.0007128319703,1222,-0.002612922806,1222,-0.0009008803172,1222,-0.006870280951,
1221,-0.0120752966,1221,0.001858805423,1221,-0.0003838228004,1221,-0.002500104951,1221,-0.0006192166475,1221,-0.006929950323,
1220,-0.01206739061,1220,0.002241103444,1220,-7.42346092E-5,1220,-0.002394774696,1220,-0.0003395946405,1220,-0.007005149499,
1219,-0.01215605345,1219,0.002414951101,1219,0.0002859528759,1219,-0.002201500116,1219,-1.423704907E-5,1219,-0.006945184898,
1218,-0.01214981079,1218,0.002923568711,1218,0.0007067439728,1218,-0.002094345866,1218,0.0003067534999,1218,-0.006995775737,
1217,-0.01218102314,1217,0.002802429022,1217,0.0008686693618,1217,-0.002196915681,1217,0.00050455163,1217,-0.006996234413,
1216,-0.01220261864,1216,0.002940221922,1216,0.001159269945,1216,-0.002043798799,1216,0.0008100798586,1216,-0.007001074031,
1215,-0.01219461486,1215,0.003144516377,1215,0.001334970002,1215,-0.002079970669,1215,0.0009591498529,1215,-0.007128517609,
1214,-0.01216219552,1214,0.003165689064,1214,0.001472531818,1214,-0.00217378675,1214,0.001011143089,1214,-0.007186216302,
1213,-0.01225199644,1213,0.003283252707,1213,0.001709348406,1213,-0.002163071884,1213,0.001207990455,1213,-0.007148634177,
1212,-0.01222854108,1212,0.003219277365,1212,0.001821839251,1212,-0.002326857764,1212,0.001263933722,1212,-0.00721249124,
1211,-0.01226317044,1211,0.003138806205,1211,0.00186400488,1211,-0.002396319294,1211,0.001348783844,1211,-0.007114307955,
1210,-0.01220176276,1210,0.003045315854,1210,0.001953470754,1210,-0.002499641618,1210,0.001366805052,1210,-0.007201594301,
1209,-0.01227399148,1209,0.003067917656,1209,0.002020874992,1209,-0.002572214929,1209,0.001449987059,1209,-0.007220230997,
1208,-0.01222235058,1208,0.002953227144,1208,0.002038013656,1208,-0.002799327485,1208,0.001385528012,1208,-0.00736914156,
1207,-0.01231747307,1207,0.002948170993,1207,0.002219377551,1207,-0.002798298607,1207,0.001520534279,1207,-0.007262236439,
1206,-0.0122404201,1206,0.002823194256,1206,0.002286094241,1206,-0.002941225423,1206,0.001533029252,1206,-0.007305663545,
1205,-0.01230700593,1205,0.002749621635,1205,0.002325051697,1205,-0.00295156124,1205,0.001559968689,1205,-0.007230363786,
1204,-0.01229880285,1204,0.002493257402,1204,0.002445746213,1204,-0.00303033134,1204,0.001628377126,1204,-0.007167323492,
1203,-0.01224469859,1203,0.00237458013,1203,0.002519032918,1203,-0.00319584622,1203,0.00172696868,1203,-0.007208825089,
1202,-0.01228219457,1202,0.002398057841,1202,0.002783644712,1202,-0.003086161101,1202,0.001897854614,1202,-0.007176948246,
1201,-0.01224288624,1201,0.002514137886,1201,0.002857926534,1201,-0.003036449431,1201,0.001978252083,1201,-0.007184128277,
1200,-0.01224640943,1200,0.002553194063,1200,0.003116018372,1200,-0.002906513866,1200,0.002216151217,1200,-0.007188100368,
1199,-0.01247717347,1199,0.002665461041,1199,0.003727350151,1199,-0.002697877353,1199,0.002727713902,1199,-0.006760704797,
1198,-0.01245850883,1198,0.002950855298,1198,0.004047852941,1198,-0.002580449451,1198,0.002961827675,1198,-0.006756167859,
1197,-0.01238475181,1197,0.002887684619,1197,0.004401173908,1197,-0.002476168564,1197,0.003289929824,1197,-0.006725073792,
1196,-0.01236246061,1196,0.002988699591,1196,0.004761586897,1196,-0.002296525985,1196,0.003658505855,1196,-0.0067388881,
1195,-0.01233654562,1195,0.003015573137,1195,0.005179456435,1195,-0.002272887388,1195,0.004002365749,1195,-0.006740519311,
1194,-0.01232859492,1194,0.002974234056,1194,0.005614326801,1194,-0.002241006587,1194,0.004322679713,1194,-0.006695812102,
1193,-0.01226211339,1193,0.002990863053,1193,0.005716109183,1193,-0.002285402035,1193,0.004466683604,1193,-0.006778799463,
1192,-0.01230182219,1192,0.002968995133,1192,0.006005563308,1192,-0.002170593012,1192,0.004695352167,1192,-0.006765903905,
