Baseline 100%T,,G230130-1,,G230130-2,,G230130-3,,G230131-1,,G230131-2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
579,-0.01402658876,579,0.567866385,579,0.4100080132,579,0.4028266072,579,0.3105176389,579,0.4057137072,
578,-0.01421001274,578,0.5725946426,578,0.4131760001,578,0.4057531953,578,0.3129090071,578,0.4092776477,
577,-0.01431156415,577,0.5773305297,577,0.4162447155,577,0.4086701274,577,0.315369457,577,0.4129258096,
576,-0.0143912062,576,0.5819243789,576,0.41945678,576,0.4114566147,576,0.3176599145,576,0.4165630639,
575,-0.01428832021,575,0.5864984989,575,0.4223472774,575,0.4141455889,575,0.319775641,575,0.4198313355,
574,-0.01436526142,574,0.5912050605,574,0.4253547788,574,0.4171320498,574,0.3222668171,574,0.4234416485,
573,-0.01486024447,573,0.5965628624,573,0.4289755523,573,0.4204923511,573,0.3251805007,573,0.4276173413,
572,-0.01457647886,572,0.6011902094,572,0.431789428,572,0.4230652153,572,0.3271566629,572,0.4308461845,
571,-0.01425249968,571,0.605722487,571,0.4346164763,571,0.4255274832,571,0.3292108178,571,0.4343062937,
570,-0.01452766545,570,0.6109532118,570,0.4380185902,570,0.4286195934,570,0.3319990933,570,0.4381241202,
569,-0.0142490929,569,0.6152630448,569,0.4408197105,569,0.4310062826,569,0.3341006339,569,0.4413174093,
568,-0.01419067197,568,0.6198925376,568,0.4440147281,568,0.4340170026,568,0.3363163173,568,0.4449723065,
567,-0.01421667635,567,0.6251686811,567,0.4474158287,567,0.4369241893,567,0.3389239609,567,0.4488628507,
566,-0.01414512191,566,0.6299428344,566,0.4504356384,566,0.4398173988,566,0.3413238227,566,0.4526483417,
565,-0.01422053482,565,0.6352058053,565,0.4538736939,565,0.4429067671,565,0.3438821137,565,0.4564316571,
564,-0.01441995334,564,0.6406700611,564,0.4573204815,564,0.446059227,564,0.346675843,564,0.4603280127,
563,-0.01440532971,563,0.6459739804,563,0.460657537,563,0.4489862621,563,0.3491165042,563,0.4641388059,
562,-0.01500440855,562,0.6516004205,562,0.464574635,562,0.4524981081,562,0.3521794379,562,0.4685812593,
561,-0.01455775555,561,0.6562168598,561,0.4674226344,561,0.4550139308,561,0.3543059826,561,0.4719088078,
560,-0.0137098236,560,0.6601783037,560,0.4698463678,560,0.4571572542,560,0.3560329378,560,0.474899441,
559,-0.01409861445,559,0.6656134129,559,0.4737734199,559,0.4606199265,559,0.359015286,559,0.4791157544,
558,-0.01426201873,558,0.6709965467,558,0.4773171246,558,0.4638467133,558,0.3617891967,558,0.4831669033,
557,-0.01434482541,557,0.6762726307,557,0.4808386266,557,0.4669868648,557,0.3644802868,557,0.4871722162,
556,-0.01422704849,556,0.6814799309,556,0.4840847552,556,0.4699887037,556,0.3668747246,556,0.4909964502,
555,-0.01423992496,555,0.6867405772,555,0.4874574244,555,0.4731086195,555,0.3694863617,555,0.4949632287,
554,-0.01433535852,554,0.6919255853,554,0.4910573065,554,0.4763585329,554,0.3721736968,554,0.4990024865,
553,-0.01440758351,553,0.6973137856,553,0.4946619272,553,0.4794609249,553,0.3748897314,553,0.5030551553,
552,-0.01437437721,552,0.7025619149,552,0.4982439578,552,0.4827491939,552,0.3775272965,552,0.5072343946,
551,-0.01440968737,551,0.7078885436,551,0.5017191768,551,0.4859997034,551,0.3802717328,551,0.5112485886,
550,-0.01455525216,550,0.7134907246,550,0.5054361224,550,0.4892252386,550,0.3831026554,550,0.515448451,
549,-0.01475862041,549,0.7190073133,549,0.5092030168,549,0.4926074743,549,0.3860084116,549,0.5198251009,
548,-0.01495999377,548,0.7245497704,548,0.5129386187,548,0.4958551526,548,0.3889472187,548,0.5241097212,
547,-0.01427604631,547,0.7290838957,547,0.5159087181,547,0.4985506237,547,0.3910384774,547,0.5275647044,
546,-0.01423215866,546,0.7345705032,546,0.5195262432,546,0.5017035604,546,0.3937186599,546,0.5316846967,
545,-0.01444098726,545,0.7401397824,545,0.5233227015,545,0.5050542355,545,0.3966906071,545,0.5360989571,
544,-0.01449061278,544,0.7456372976,544,0.5268962979,544,0.5084206462,544,0.3993809521,544,0.5402293801,
543,-0.01463424787,543,0.7512911558,543,0.5307937264,543,0.5119771957,543,0.4022825062,543,0.5444115996,
542,-0.01468730532,542,0.7566460967,542,0.5344510078,542,0.5152757168,542,0.4049407542,542,0.5486393571,
541,-0.01475756988,541,0.7621406913,541,0.5380723476,541,0.5185936093,541,0.4076932371,541,0.5526567698,
540,-0.01494423766,540,0.7675253749,540,0.5417773724,540,0.5220249891,540,0.4106917679,540,0.5569599867,
539,-0.01515247393,539,0.7731104493,539,0.5455827713,539,0.5254079103,539,0.4136208296,539,0.5613690019,
538,-0.01499975659,538,0.7782734036,538,0.548949182,538,0.5285240412,538,0.4161470532,538,0.5652305484,
537,-0.0150875235,537,0.7835404277,537,0.5526227355,537,0.5318523049,537,0.418920815,537,0.5694126487,
536,-0.01512837503,536,0.7888169885,536,0.5561875701,536,0.5352041721,536,0.4217834473,536,0.5736269355,
535,-0.01547793113,535,0.7945331335,535,0.5601232052,535,0.538839221,535,0.4249482751,535,0.5780678988,
534,-0.01464491058,534,0.7991002798,534,0.562893033,534,0.5412815809,534,0.4267305136,534,0.5813949704,
533,-0.01470141858,533,0.8044356108,533,0.5666183829,533,0.5447027683,533,0.4294606447,533,0.585493803,
532,-0.01523606014,532,0.8102699518,532,0.5706805587,532,0.5485613346,532,0.4327132404,532,0.5901629925,
531,-0.01582176425,531,0.8160711527,531,0.5748832226,531,0.5523588061,531,0.4359427691,531,0.594786346,
530,-0.01607318781,530,0.8215179443,530,0.5786848664,530,0.5559362769,530,0.4389775991,530,0.5990403295,
529,-0.01431822684,529,0.8248853087,529,0.5804838538,529,0.5574498177,529,0.4398896396,529,0.6013873219,
528,-0.01488806028,528,0.830640316,528,0.5846391916,528,0.5612922311,528,0.4431427717,528,0.6059235334,
527,-0.01493508369,527,0.8360359669,527,0.5882816911,527,0.5646495223,527,0.4458471239,527,0.6100474,
526,-0.01520126779,526,0.8415507078,526,0.592135787,526,0.5682488084,526,0.4488759935,526,0.6142101288,
525,-0.01534007117,525,0.8467360139,525,0.5956919789,525,0.5717226863,525,0.4518080652,525,0.6183713675,
524,-0.01538909413,524,0.8518404961,524,0.5992671847,524,0.5750519037,524,0.4545105398,524,0.6224141121,
523,-0.01546154357,523,0.8570269942,523,0.6028364897,523,0.5783805847,523,0.4571312368,523,0.6263437867,
522,-0.01555496175,522,0.862403214,522,0.6065213084,522,0.5817916393,522,0.459810853,522,0.630572021,
521,-0.01549291797,521,0.8673619032,521,0.6101152897,521,0.5851021409,521,0.4624838531,521,0.6344892383,
520,-0.0155935213,520,0.8724592328,520,0.6136623025,520,0.5883699059,520,0.4652499855,520,0.6384311914,
519,-0.01553338207,519,0.8774079084,519,0.6170393825,519,0.5915410519,519,0.4677011669,519,0.6422488689,
518,-0.01559576858,518,0.8825793266,518,0.6205556393,518,0.5951138735,518,0.4705230296,518,0.6461648345,
517,-0.01568596065,517,0.8876047134,517,0.6240452528,517,0.5983964205,517,0.4732491076,517,0.6500687003,
516,-0.01572450995,516,0.8922511339,516,0.6275663376,516,0.6016482115,516,0.4758994579,516,0.6538071632,
515,-0.01586010121,515,0.8973886967,515,0.6312711835,515,0.6050871611,515,0.4787939191,515,0.6578344107,
514,-0.01596091874,514,0.9021177888,514,0.6347337365,514,0.6084102988,514,0.4814638793,514,0.6617639065,
513,-0.01601027139,513,0.9071221948,513,0.6380293369,513,0.611708343,513,0.4839142561,513,0.6654087305,
512,-0.01597509161,512,0.9120167494,512,0.6414422393,512,0.6149246097,512,0.48647964,512,0.6690212488,
511,-0.01600812562,511,0.9170181751,511,0.6448014975,511,0.6182327271,511,0.489167273,511,0.6726399064,
510,-0.01611589268,510,0.9218431115,510,0.6485350132,510,0.6216630936,510,0.4916655123,510,0.6765622497,
509,-0.01612736657,509,0.9265610576,509,0.6516957879,509,0.6248918772,509,0.4942118526,509,0.6800836325,
508,-0.01611045375,508,0.9307570457,508,0.6548509002,508,0.6280847192,508,0.4967357814,508,0.6838286519,
507,-0.01615634747,507,0.935804069,507,0.6582053304,507,0.6313730478,507,0.4992442727,507,0.6876126528,
506,-0.01620572805,506,0.9409763217,506,0.6615197062,506,0.6348418593,506,0.5017923117,506,0.6911463141,
505,-0.01618991606,505,0.9454568028,505,0.664778769,505,0.6380006671,505,0.5042453408,505,0.6945596933,
504,-0.01625565067,504,0.9498572946,504,0.6682577729,504,0.6412708163,504,0.5068022609,504,0.6982408762,
503,-0.01627095975,503,0.9544704556,503,0.6714115143,503,0.644494772,503,0.5093690157,503,0.7016218901,
502,-0.01630442031,502,0.9594740272,502,0.6747240424,502,0.6478250027,502,0.5117344856,502,0.7053348422,
501,-0.01636709459,501,0.9638543129,501,0.6780853271,501,0.6513040066,501,0.5142464638,501,0.7086855173,
500,-0.01648105308,500,0.968397975,500,0.6812540293,500,0.6545520425,500,0.5167785883,500,0.7121964097,
499,-0.01649336517,499,0.972854197,499,0.6845632792,499,0.6578081846,499,0.5191674829,499,0.7155712247,
498,-0.01647437364,498,0.9774224162,498,0.687681675,498,0.6612004042,498,0.5216613412,498,0.7190138102,
497,-0.01655357145,497,0.9821124077,497,0.6909309626,497,0.6645005941,497,0.524073422,497,0.7226919532,
496,-0.01665382832,496,0.9866378903,496,0.6942269802,496,0.6676794291,496,0.5265964866,496,0.7260704637,
495,-0.01656443439,495,0.9910256267,495,0.6972110271,495,0.6707428694,495,0.5287889838,495,0.7293087244,
494,-0.01643369906,494,0.9951757789,494,0.7001170516,494,0.6741254926,494,0.5310434699,494,0.7323744893,
493,-0.01650124043,493,1.000097394,493,0.7033012509,493,0.6774507165,493,0.5333149433,493,0.7359518409,
492,-0.01660479791,492,1.004300117,492,0.706623733,492,0.6807744503,492,0.5358137488,492,0.7392451763,
491,-0.01668098196,491,1.008753777,491,0.7097061872,491,0.6841499805,491,0.538105309,491,0.7425917387,
490,-0.01673891954,490,1.01325047,490,0.7129870653,490,0.687382102,490,0.5402188897,490,0.74606359,
489,-0.01672771201,489,1.017520905,489,0.7160898447,489,0.6907718778,489,0.5433896184,489,0.7492747903,
488,-0.01679406129,488,1.022173405,488,0.7191620469,488,0.6941905022,488,0.5455967188,488,0.7528600693,
487,-0.01680895314,487,1.026467919,487,0.7223360538,487,0.6975349188,487,0.5472566485,487,0.7560876012,
486,-0.01674853452,486,1.030770183,486,0.7253507972,486,0.7007480264,486,0.5499867201,486,0.7592326999,
485,-0.01674235798,485,1.035108805,485,0.7285020947,485,0.7042295337,485,0.5532439351,485,0.7625659704,
484,-0.01656433567,484,1.039707661,484,0.7314465046,484,0.7072095275,484,0.5545405746,484,0.7657128572,
483,-0.01670614071,483,1.044444799,483,0.7347794771,483,0.7108470201,483,0.5570565462,483,0.7691825628,
482,-0.01672965474,482,1.048697472,482,0.7380728126,482,0.7142742872,482,0.559673965,482,0.7725104094,
481,-0.01645493507,481,1.0532583,481,0.7408819795,481,0.7175119519,481,0.5622003078,481,0.7755538821,
480,-0.01681677252,480,1.058127284,480,0.7445636988,480,0.7213341594,480,0.5644565225,480,0.7794430852,
479,-0.01677119918,479,1.062719941,479,0.7477524877,479,0.7246798277,479,0.567170918,479,0.78278929,
478,-0.01683480293,478,1.067262888,478,0.7511933446,478,0.7281762362,478,0.5701134801,478,0.7863119841,
477,-0.01674230769,477,1.071644783,477,0.7542474866,477,0.7316681743,477,0.5728529096,477,0.7897322774,
476,-0.01687703282,476,1.076523185,476,0.7578474283,476,0.7353948951,476,0.5750265121,476,0.793345511,
475,-0.01695750095,475,1.081563354,475,0.7613454461,475,0.7390640974,475,0.5772874951,475,0.7967885137,
474,-0.01699364558,474,1.086386085,474,0.7647287846,474,0.7426795363,474,0.5789361596,474,0.8003640175,
473,-0.01704556867,473,1.091073871,473,0.7682464719,473,0.7463265657,473,0.5824914575,473,0.8041789532,
472,-0.01707085595,472,1.096586704,472,0.7718085051,472,0.7499610186,472,0.5852782726,472,0.8078765869,
471,-0.01716800965,471,1.101242065,471,0.7754729986,471,0.75379318,471,0.588555634,471,0.8116274476,
470,-0.01715228334,470,1.106228232,470,0.7790819407,470,0.757565856,470,0.5911941528,470,0.8155007958,
469,-0.01722528599,469,1.110977173,469,0.782969892,469,0.7614138126,469,0.5939989686,469,0.8193469048,
468,-0.0172062777,468,1.116768956,468,0.7866894007,468,0.7652856112,468,0.5965589285,468,0.8231907487,
467,-0.01727499068,467,1.122451067,467,0.7904580832,467,0.769271493,467,0.5992352366,467,0.8273685575,
466,-0.01735394262,466,1.127598763,466,0.7944843173,466,0.7732303143,466,0.6021863818,466,0.8314462304,
465,-0.01738105156,465,1.132975101,465,0.7986117005,465,0.7774187922,465,0.6051453352,465,0.8357158303,
464,-0.01753223687,464,1.138293028,464,0.8029434085,464,0.7816443443,464,0.6084629893,464,0.8398492932,
463,-0.01762053743,463,1.144759059,463,0.8070021868,463,0.7857452631,463,0.6120049953,463,0.8440291882,
462,-0.01788751595,462,1.150900006,462,0.8115639687,462,0.7902944088,462,0.6156167388,462,0.8487179875,
461,-0.01767059602,461,1.156476974,461,0.8156539202,461,0.7944822907,461,0.6188606024,461,0.8530879617,
460,-0.01832435653,460,1.163069487,460,0.8208437562,460,0.7994925976,460,0.6228044033,460,0.8582157493,
459,-0.01866301894,459,1.169549108,459,0.825959146,459,0.8046128154,459,0.6265925169,459,0.8631317019,
458,-0.0165193323,458,1.173768282,458,0.8286414146,458,0.8067753911,458,0.6278458238,458,0.8656988144,
457,-0.01701644808,457,1.180439353,457,0.8340680003,457,0.8120369315,457,0.6316716671,457,0.8710976243,
456,-0.01747246645,456,1.187809229,456,0.8396339417,456,0.8170877099,456,0.6356900334,456,0.8766257763,
455,-0.01740338467,455,1.194292188,455,0.8446891308,455,0.8219304085,455,0.640106082,455,0.8814977407,
454,-0.01761308126,454,1.201700091,454,0.850200057,454,0.8272302747,454,0.6445681453,454,0.886998713,
453,-0.01782535762,453,1.208698153,453,0.8560057878,453,0.8326401114,453,0.6490265727,453,0.8924713135,
452,-0.01785223931,452,1.21611774,452,0.8617839813,452,0.8376829624,452,0.6537517309,452,0.8976798058,
451,-0.01788379066,451,1.223414063,451,0.8675825,451,0.8432735801,451,0.6577456594,451,0.9032937884,
450,-0.01784920879,450,1.231125593,450,0.8736133575,450,0.8488982916,450,0.6621972919,450,0.9090564251,
449,-0.01790043339,449,1.239021897,449,0.8798542619,449,0.8545141816,449,0.6678410172,449,0.9149367809,
448,-0.01803177223,448,1.247119904,448,0.8864687085,448,0.8605809212,448,0.6724725962,448,0.9211102724,
447,-0.01796019636,447,1.254980564,447,0.8928881288,447,0.8663552403,447,0.6770679355,447,0.9272212982,
446,-0.0180963818,446,1.263653278,446,0.8999419808,446,0.8725320697,446,0.682507813,446,0.9335903525,
445,-0.01813834161,445,1.272386551,445,0.9070109725,445,0.8788315654,445,0.6877481341,445,0.9402088523,
444,-0.01794325747,444,1.281307578,444,0.9140353799,444,0.8851569891,444,0.692898035,444,0.946498692,
443,-0.01794434898,443,1.290392637,443,0.9215736389,443,0.8919261098,443,0.6986374259,443,0.9533222914,
442,-0.01800187118,442,1.299543977,442,0.9291329384,442,0.898846209,442,0.7045407891,442,0.9603751898,
441,-0.01813163981,441,1.30992496,441,0.9372726083,441,0.9067200422,441,0.7105119824,441,0.96788764,
440,-0.01826166548,440,1.320368886,440,0.9456554055,440,0.9140591621,440,0.7169530392,440,0.9755194783,
439,-0.01826975681,439,1.330615044,439,0.9540407658,439,0.9214685559,439,0.7231836915,439,0.9833305478,
438,-0.0182486102,438,1.340986848,438,0.9626914263,438,0.9292781353,438,0.7296106815,438,0.9913297296,
437,-0.01813988201,437,1.351776361,437,0.9713649154,437,0.9374766946,437,0.736759007,437,0.9991828203,
436,-0.01818953268,436,1.363234997,436,0.9805770516,436,0.9458038211,436,0.743468225,436,1.007928371,
435,-0.01830266602,435,1.375155091,435,0.9900252223,435,0.9546304345,435,0.7506430149,435,1.016695261,
434,-0.01834540069,434,1.387131572,434,0.9995522499,434,0.9638421535,434,0.7578297257,434,1.02555871,
433,-0.01826623268,433,1.399531245,433,1.009451747,433,0.9728543162,433,0.7649998665,433,1.034733772,
432,-0.01819553971,432,1.412016988,432,1.01941359,432,0.9821826816,432,0.7723225951,432,1.044263124,
431,-0.01824667491,431,1.425499439,431,1.029457927,431,0.9918149114,431,0.7799241543,431,1.054157853,
430,-0.01824086718,430,1.438997984,430,1.039941311,430,1.001998544,430,0.7881614566,430,1.064209223,
429,-0.01837885007,429,1.452579737,429,1.050712109,429,1.012335658,429,0.7971456051,429,1.074609637,
428,-0.01810149662,428,1.467946768,428,1.061430335,428,1.02263391,428,0.8046055436,428,1.0849334,
427,-0.01817746833,427,1.482958794,427,1.072512627,427,1.033465743,427,0.8127900362,427,1.096093655,
426,-0.01837373897,426,1.498118401,426,1.083793283,426,1.044702291,426,0.8214173913,426,1.107517242,
425,-0.01853301376,425,1.514233112,425,1.095404387,425,1.05637753,425,0.8299180865,425,1.119673729,
424,-0.01873447932,424,1.530212164,424,1.10710609,424,1.068388462,424,0.8387765884,424,1.131901383,
423,-0.01817364432,423,1.546822786,423,1.118163586,423,1.079487324,423,0.8471636176,423,1.14352119,
422,-0.01777198724,422,1.563328981,422,1.129594326,422,1.09147203,422,0.8552022576,422,1.15582931,
421,-0.01769733801,421,1.580843687,421,1.141326666,421,1.103801966,421,0.8639639616,421,1.168807864,
420,-0.01808650047,420,1.599375963,420,1.15390718,420,1.116947532,420,0.8739147186,420,1.182702184,
419,-0.01811922528,419,1.618145823,419,1.166100502,419,1.130110502,419,0.8836128712,419,1.196573138,
418,-0.0181979239,418,1.636889458,418,1.178635597,418,1.142923355,418,0.8932340741,418,1.210771441,
417,-0.0180314742,417,1.656639218,417,1.19084692,417,1.156475425,417,0.9025924206,417,1.22535491,
416,-0.01862884685,416,1.677308559,416,1.203933716,416,1.170663595,416,0.9128156304,416,1.240683198,
415,-0.01887513138,415,1.697824359,415,1.216770887,415,1.184716463,415,0.9223167896,415,1.256148458,
414,-0.0188465789,414,1.718877077,414,1.229256392,414,1.19854033,414,0.9313088059,414,1.271834373,
413,-0.01843293943,413,1.739546776,413,1.24128902,413,1.212266803,413,0.9402133226,413,1.286841989,
412,-0.01817642525,412,1.76085031,412,1.25387907,412,1.226314306,412,0.9502760768,412,1.30289042,
411,-0.01814291067,411,1.783461452,411,1.266447783,411,1.240431309,411,0.9591764808,411,1.319422603,
410,-0.01822597347,410,1.805905104,410,1.279243827,410,1.254428625,410,0.9691916704,410,1.335846901,
409,-0.01809648238,409,1.828039289,409,1.29179132,409,1.268800378,409,0.9786080122,409,1.35273242,
408,-0.0179127045,408,1.850960374,408,1.304504752,408,1.283138037,408,0.9882364869,408,1.3697505,
407,-0.01791662909,407,1.874504209,407,1.317204833,407,1.297318816,407,0.9980448484,407,1.387231231,
406,-0.01784647629,406,1.89789474,406,1.330055356,406,1.311689019,406,1.007533789,406,1.404796958,
405,-0.01786356792,405,1.921184182,405,1.342894554,405,1.325901985,405,1.017227173,405,1.422497272,
404,-0.01732349768,404,1.944089293,404,1.355346799,404,1.339568019,404,1.026360273,404,1.439899087,
403,-0.01748773269,403,1.968526125,403,1.368726373,403,1.354517102,403,1.036465049,403,1.458544374,
402,-0.01814752817,402,1.993035793,402,1.382001996,402,1.369200706,402,1.047164202,402,1.477186918,
401,-0.01730310172,401,2.016994238,401,1.394658566,401,1.382853031,401,1.056185722,401,1.49509573,
400,-0.01764907315,400,2.04080224,400,1.408431292,400,1.397338629,400,1.066733599,400,1.513792753,

Baseline 100%T,
Baseline 100%T
Collection Time: 02-02-2023 10:49:05
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 27.54
<Slit height> , Full
<Current Wavelength> , 399.00

G230130-1,
G230130-1
Collection Time: 02-02-2023 10:53:27
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 28.84
<Slit height> , Full
<Current Wavelength> , 400.00

G230130-2,
G230130-2
Collection Time: 02-02-2023 10:56:10
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 27.54
<Slit height> , Full
<Current Wavelength> , 399.00

G230130-3,
G230130-3
Collection Time: 02-02-2023 10:59:32
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 27.54
<Slit height> , Full
<Current Wavelength> , 400.00

G230131-1,
G230131-1
Collection Time: 02-02-2023 11:02:10
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 27.54
<Slit height> , Full
<Current Wavelength> , 400.00

G230131-2,
G230131-2
Collection Time: 02-02-2023 11:04:46
Operator Name  :
Scan Software Version: 4.20(468)
Parameter List :
Instrument                        Cary 5000
Instrument Version                2.24
Start (nm)                        1400.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 02-02-2023 10:46:08
Method Modifications:
X Start nm Changed: 02-02-2023 10:48:48, Old: 800.00, New:1400.00
X Stop nm Changed: 02-02-2023 10:48:48, Old: 200.00, New: 400.00
Baseline Correction Changed: 02-02-2023 10:48:48, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 27.54
<Slit height> , Full
<Current Wavelength> , 399.00

