nm; %T
1600,000000; 40,562869
1599,000000; 40,563455
1598,000000; 40,443229
1597,000000; 40,386209
1596,000000; 40,324331
1595,000000; 40,210274
1594,000000; 40,340613
1593,000000; 40,223154
1592,000000; 40,206904
1591,000000; 40,118983
1590,000000; 40,064002
1589,000000; 40,003700
1588,000000; 39,977237
1587,000000; 39,907354
1586,000000; 39,909040
1585,000000; 39,885305
1584,000000; 39,756740
1583,000000; 39,699539
1582,000000; 39,662796
1581,000000; 39,597872
1580,000000; 39,525646
1579,000000; 39,483059
1578,000000; 39,475466
1577,000000; 39,394133
1576,000000; 39,369232
1575,000000; 39,336591
1574,000000; 39,271877
1573,000000; 39,298365
1572,000000; 39,223624
1571,000000; 39,137201
1570,000000; 39,094606
1569,000000; 39,058591
1568,000000; 39,041088
1567,000000; 38,913050
1566,000000; 38,900951
1565,000000; 38,818260
1564,000000; 38,838458
1563,000000; 38,724532
1562,000000; 38,687640
1561,000000; 38,653102
1560,000000; 38,621466
1559,000000; 38,496439
1558,000000; 38,531240
1557,000000; 38,479948
1556,000000; 38,392709
1555,000000; 38,353778
1554,000000; 38,340007
1553,000000; 38,267654
1552,000000; 38,159597
1551,000000; 38,159826
1550,000000; 38,074057
1549,000000; 38,049255
1548,000000; 38,017193
1547,000000; 37,939107
1546,000000; 37,885004
1545,000000; 37,852968
1544,000000; 37,761724
1543,000000; 37,711120
1542,000000; 37,654712
1541,000000; 37,619262
1540,000000; 37,584574
1539,000000; 37,552899
1538,000000; 37,517656
1537,000000; 37,423486
1536,000000; 37,348180
1535,000000; 37,320380
1534,000000; 37,240731
1533,000000; 37,167647
1532,000000; 37,131550
1531,000000; 37,086735
1530,000000; 37,102595
1529,000000; 37,043464
1528,000000; 36,988609
1527,000000; 36,891967
1526,000000; 36,879664
1525,000000; 36,806285
1524,000000; 36,715237
1523,000000; 36,694756
1522,000000; 36,641002
1521,000000; 36,593611
1520,000000; 36,495537
1519,000000; 36,484344
1518,000000; 36,453068
1517,000000; 36,379999
1516,000000; 36,354272
1515,000000; 36,262256
1514,000000; 36,167109
1513,000000; 36,128262
1512,000000; 36,073482
1511,000000; 36,015921
1510,000000; 35,913353
1509,000000; 35,910496
1508,000000; 35,865454
1507,000000; 35,842159
1506,000000; 35,803353
1505,000000; 35,717206
1504,000000; 35,682280
1503,000000; 35,588101
1502,000000; 35,535100
1501,000000; 35,481421
1500,000000; 35,466030
1499,000000; 35,408216
1498,000000; 35,340505
1497,000000; 35,280461
1496,000000; 35,244945
1495,000000; 35,199053
1494,000000; 35,152360
1493,000000; 35,069036
1492,000000; 35,014997
1491,000000; 34,965438
1490,000000; 34,911012
1489,000000; 34,856752
1488,000000; 34,810387
1487,000000; 34,778864
1486,000000; 34,753561
1485,000000; 34,688272
1484,000000; 34,640931
1483,000000; 34,555416
1482,000000; 34,468557
1481,000000; 34,455151
1480,000000; 34,428162
1479,000000; 34,333518
1478,000000; 34,306563
1477,000000; 34,261920
1476,000000; 34,168528
1475,000000; 34,111566
1474,000000; 34,070696
1473,000000; 34,007773
1472,000000; 33,952793
1471,000000; 33,910195
1470,000000; 33,827728
1469,000000; 33,773416
1468,000000; 33,720238
1467,000000; 33,669494
1466,000000; 33,622667
1465,000000; 33,570648
1464,000000; 33,545223
1463,000000; 33,481164
1462,000000; 33,380001
1461,000000; 33,330714
1460,000000; 33,281067
1459,000000; 33,235314
1458,000000; 33,187803
1457,000000; 33,138525
1456,000000; 33,086220
1455,000000; 33,038627
1454,000000; 33,014117
1453,000000; 32,951116
1452,000000; 32,890138
1451,000000; 32,845878
1450,000000; 32,815460
1449,000000; 32,782570
1448,000000; 32,708203
1447,000000; 32,633820
1446,000000; 32,580279
1445,000000; 32,552054
1444,000000; 32,513859
1443,000000; 32,463798
1442,000000; 32,414867
1441,000000; 32,344945
1440,000000; 32,290086
1439,000000; 32,271104
1438,000000; 32,191324
1437,000000; 32,096782
1436,000000; 32,063505
1435,000000; 32,039208
1434,000000; 31,999877
1433,000000; 31,967585
1432,000000; 31,915307
1431,000000; 31,857046
1430,000000; 31,796838
1429,000000; 31,768445
1428,000000; 31,715884
1427,000000; 31,638171
1426,000000; 31,591248
1425,000000; 31,553733
1424,000000; 31,475431
1423,000000; 31,417304
1422,000000; 31,411962
1421,000000; 31,383641
1420,000000; 31,312167
1419,000000; 31,254179
1418,000000; 31,251806
1417,000000; 31,217290
1416,000000; 31,133738
1415,000000; 31,103573
1414,000000; 31,079332
1413,000000; 31,031962
1412,000000; 30,985816
1411,000000; 30,923715
1410,000000; 30,894066
1409,000000; 30,848892
1408,000000; 30,777276
1407,000000; 30,764358
1406,000000; 30,710493
1405,000000; 30,660217
1404,000000; 30,641131
1403,000000; 30,639359
1402,000000; 30,604517
1401,000000; 30,537333
1400,000000; 30,459427
1399,000000; 30,390076
1398,000000; 30,399817
1397,000000; 30,370884
1396,000000; 30,262277
1395,000000; 30,263166
1394,000000; 30,275347
1393,000000; 30,200314
1392,000000; 30,179629
1391,000000; 30,133124
1390,000000; 30,078641
1389,000000; 30,041101
1388,000000; 30,022133
1387,000000; 29,993750
1386,000000; 29,934617
1385,000000; 29,918014
1384,000000; 29,901490
1383,000000; 29,832268
1382,000000; 29,774701
1381,000000; 29,789411
1380,000000; 29,758636
1379,000000; 29,739117
1378,000000; 29,609958
1377,000000; 29,579267
1376,000000; 29,562518
1375,000000; 29,537799
1374,000000; 29,475510
