nm; %T
1600,000000; 52,232386
1599,000000; 52,210804
1598,000000; 52,160801
1597,000000; 52,179792
1596,000000; 52,111091
1595,000000; 52,073607
1594,000000; 52,186384
1593,000000; 52,080304
1592,000000; 52,100240
1591,000000; 52,089239
1590,000000; 52,072843
1589,000000; 51,985153
1588,000000; 52,034566
1587,000000; 52,028692
1586,000000; 52,042791
1585,000000; 51,998610
1584,000000; 51,983830
1583,000000; 51,929269
1582,000000; 51,985559
1581,000000; 51,953263
1580,000000; 51,878344
1579,000000; 51,894277
1578,000000; 51,919344
1577,000000; 51,862582
1576,000000; 51,897856
1575,000000; 51,893660
1574,000000; 51,837033
1573,000000; 51,842690
1572,000000; 51,822500
1571,000000; 51,800192
1570,000000; 51,791749
1569,000000; 51,772536
1568,000000; 51,775995
1567,000000; 51,757889
1566,000000; 51,719338
1565,000000; 51,711162
1564,000000; 51,749185
1563,000000; 51,669307
1562,000000; 51,658842
1561,000000; 51,681744
1560,000000; 51,675588
1559,000000; 51,625357
1558,000000; 51,661650
1557,000000; 51,590882
1556,000000; 51,577221
1555,000000; 51,590457
1554,000000; 51,583571
1553,000000; 51,532348
1552,000000; 51,504355
1551,000000; 51,506410
1550,000000; 51,468463
1549,000000; 51,425838
1548,000000; 51,443490
1547,000000; 51,436786
1546,000000; 51,416496
1545,000000; 51,439852
1544,000000; 51,373830
1543,000000; 51,369594
1542,000000; 51,368151
1541,000000; 51,342985
1540,000000; 51,347367
1539,000000; 51,345469
1538,000000; 51,317880
1537,000000; 51,305980
1536,000000; 51,253478
1535,000000; 51,258420
1534,000000; 51,212073
1533,000000; 51,208055
1532,000000; 51,211494
1531,000000; 51,159811
1530,000000; 51,139947
1529,000000; 51,140766
1528,000000; 51,135288
1527,000000; 51,053046
1526,000000; 51,087880
1525,000000; 51,066973
1524,000000; 51,014177
1523,000000; 51,001902
1522,000000; 51,038718
1521,000000; 51,024785
1520,000000; 50,963663
1519,000000; 50,986794
1518,000000; 50,930361
1517,000000; 50,925580
1516,000000; 50,940881
1515,000000; 50,911024
1514,000000; 50,877811
1513,000000; 50,829361
1512,000000; 50,821463
1511,000000; 50,795766
1510,000000; 50,721232
1509,000000; 50,754476
1508,000000; 50,754514
1507,000000; 50,754195
1506,000000; 50,734923
1505,000000; 50,717421
1504,000000; 50,723104
1503,000000; 50,709392
1502,000000; 50,650082
1501,000000; 50,639391
1500,000000; 50,617983
1499,000000; 50,585040
1498,000000; 50,554113
1497,000000; 50,524891
1496,000000; 50,553274
1495,000000; 50,557260
1494,000000; 50,518363
1493,000000; 50,482037
1492,000000; 50,469609
1491,000000; 50,461433
1490,000000; 50,434977
1489,000000; 50,418146
1488,000000; 50,419113
1487,000000; 50,414868
1486,000000; 50,399583
1485,000000; 50,377073
1484,000000; 50,358900
1483,000000; 50,329441
1482,000000; 50,268652
1481,000000; 50,246366
1480,000000; 50,247016
1479,000000; 50,222175
1478,000000; 50,234543
1477,000000; 50,231124
1476,000000; 50,189307
1475,000000; 50,162036
1474,000000; 50,151380
1473,000000; 50,135621
1472,000000; 50,128542
1471,000000; 50,100043
1470,000000; 50,050294
1469,000000; 50,010437
1468,000000; 49,974077
1467,000000; 49,973200
1466,000000; 49,991537
1465,000000; 49,984240
1464,000000; 49,952517
1463,000000; 49,937947
1462,000000; 49,909939
1461,000000; 49,877002
1460,000000; 49,846472
1459,000000; 49,840727
1458,000000; 49,809751
1457,000000; 49,792306
1456,000000; 49,793231
1455,000000; 49,752183
1454,000000; 49,745300
1453,000000; 49,731640
1452,000000; 49,710082
1451,000000; 49,700406
1450,000000; 49,699865
1449,000000; 49,696474
1448,000000; 49,663286
1447,000000; 49,650555
1446,000000; 49,639968
1445,000000; 49,601621
1444,000000; 49,588581
1443,000000; 49,581990
1442,000000; 49,574403
1441,000000; 49,547630
1440,000000; 49,491891
1439,000000; 49,463842
1438,000000; 49,447532
1437,000000; 49,422941
1436,000000; 49,407918
1435,000000; 49,424053
1434,000000; 49,432532
1433,000000; 49,441204
1432,000000; 49,411385
1431,000000; 49,361755
1430,000000; 49,328949
1429,000000; 49,316320
1428,000000; 49,285682
1427,000000; 49,244465
1426,000000; 49,238417
1425,000000; 49,230218
1424,000000; 49,196887
1423,000000; 49,201305
1422,000000; 49,202832
1421,000000; 49,184585
1420,000000; 49,143542
1419,000000; 49,126710
1418,000000; 49,130649
1417,000000; 49,092778
1416,000000; 49,053782
1415,000000; 49,028168
1414,000000; 49,087035
1413,000000; 49,067158
1412,000000; 49,019500
1411,000000; 48,987647
1410,000000; 48,951629
1409,000000; 48,931062
1408,000000; 48,937661
1407,000000; 48,996406
1406,000000; 48,959974
1405,000000; 48,925622
1404,000000; 48,922093
1403,000000; 48,919482
1402,000000; 48,894213
1401,000000; 48,875671
1400,000000; 48,804050
1399,000000; 48,752683
1398,000000; 48,774278
1397,000000; 48,776368
1396,000000; 48,708105
1395,000000; 48,720829
1394,000000; 48,714344
1393,000000; 48,680238
1392,000000; 48,673885
1391,000000; 48,662738
1390,000000; 48,631572
1389,000000; 48,605408
1388,000000; 48,601122
1387,000000; 48,600827
1386,000000; 48,547446
1385,000000; 48,553342
1384,000000; 48,599215
1383,000000; 48,538281
1382,000000; 48,506695
1381,000000; 48,486239
1380,000000; 48,486321
1379,000000; 48,479411
1378,000000; 48,371454
1377,000000; 48,400650
1376,000000; 48,402118
1375,000000; 48,353930
1374,000000; 48,347872
1373,000000; 48,340127
1372,000000; 48,290290
1371,000000; 48,287845
1370,000000; 48,274550
1369,000000; 48,272253
1368,000000; 48,210764
1367,000000; 48,211462
1366,000000; 48,182635
1365,000000; 48,152717
1364,000000; 48,155092
1363,000000; 48,140673
1362,000000; 48,101902
1361,000000; 48,084895
1360,000000; 48,050196
1359,000000; 48,053573
1358,000000; 48,067044
1357,000000; 47,998392
1356,000000; 47,955099
1355,000000; 47,928485
1354,000000; 47,888539
1353,000000; 47,828480
1352,000000; 47,779761
1351,000000; 47,758750
1350,000000; 47,722719
1349,000000; 47,657377
1348,000000; 47,612968
1347,000000; 47,659513
1346,000000; 47,642142
1345,000000; 47,624872
1344,000000; 47,570528
1343,000000; 47,569528
1342,000000; 47,546926
1341,000000; 47,531261
1340,000000; 47,497393
1339,000000; 47,511292
1338,000000; 47,449972
1337,000000; 47,427137
1336,000000; 47,445629
1335,000000; 47,399591
1334,000000; 47,406093
1333,000000; 47,395823
1332,000000; 47,399926
1331,000000; 47,354946
1330,000000; 47,358094
1329,000000; 47,326161
1328,000000; 47,333014
1327,000000; 47,272554
1326,000000; 47,239735
1325,000000; 47,276454
1324,000000; 47,217534
1323,000000; 47,222404
1322,000000; 47,179017
1321,000000; 47,159381
1320,000000; 47,160820
1319,000000; 47,145605
1318,000000; 47,104519
1317,000000; 47,085639
1316,000000; 47,092858
1315,000000; 47,032476
1314,000000; 47,044962
1313,000000; 47,016807
1312,000000; 46,994409
1311,000000; 46,963492
1310,000000; 46,956083
1309,000000; 46,967441
1308,000000; 46,957842
1307,000000; 46,958125
1306,000000; 46,913289
1305,000000; 46,875747
1304,000000; 46,833766
1303,000000; 46,825229
1302,000000; 46,807089
1301,000000; 46,830555
1300,000000; 46,794691
1299,000000; 46,738995
1298,000000; 46,758480
1297,000000; 46,744075
1296,000000; 46,722278
1295,000000; 46,722508
1294,000000; 46,681052
1293,000000; 46,679282
1292,000000; 46,683831
1291,000000; 46,643598
1290,000000; 46,640943
1289,000000; 46,610145
1288,000000; 46,588099
1287,000000; 46,624314
1286,000000; 46,598778
1285,000000; 46,576754
1284,000000; 46,553118
1283,000000; 46,551906
1282,000000; 46,548773
1281,000000; 46,543788
1280,000000; 46,547148
1279,000000; 46,492070
1278,000000; 46,464787
1277,000000; 46,466111
1276,000000; 46,448125
1275,000000; 46,421205
1274,000000; 46,394087
1273,000000; 46,402537
1272,000000; 46,400784
1271,000000; 46,432579
1270,000000; 46,388599
1269,000000; 46,365141
1268,000000; 46,358182
1267,000000; 46,344443
1266,000000; 46,349475
1265,000000; 46,317642
1264,000000; 46,290917
1263,000000; 46,286876
1262,000000; 46,299658
1261,000000; 46,291642
1260,000000; 46,295450
1259,000000; 46,269228
1258,000000; 46,260163
1257,000000; 46,264908
1256,000000; 46,257570
1255,000000; 46,263205
1254,000000; 46,232105
1253,000000; 46,240221
1252,000000; 46,236928
1251,000000; 46,207903
1250,000000; 46,212492
1249,000000; 46,200527
1248,000000; 46,199427
1247,000000; 46,203956
1246,000000; 46,190978
1245,000000; 46,190992
1244,000000; 46,187190
1243,000000; 46,176928
1242,000000; 46,161659
1241,000000; 46,173472
1240,000000; 46,176786
1239,000000; 46,178491
1238,000000; 46,164423
1237,000000; 46,166896
1236,000000; 46,175345
1235,000000; 46,191401
1234,000000; 46,178905
1233,000000; 46,165924
1232,000000; 46,176324
1231,000000; 46,180932
1230,000000; 46,146192
1229,000000; 46,135372
1228,000000; 46,162830
1227,000000; 46,154835
1226,000000; 46,151697
1225,000000; 46,170713
1224,000000; 46,189241
1223,000000; 46,192445
1222,000000; 46,180718
1221,000000; 46,188244
1220,000000; 46,197223
1219,000000; 46,196061
1218,000000; 46,217374
1217,000000; 46,220849
1216,000000; 46,212469
1215,000000; 46,228946
1214,000000; 46,223234
1213,000000; 46,242325
1212,000000; 46,244465
1211,000000; 46,253394
1210,000000; 46,254483
1209,000000; 46,265613
1208,000000; 46,278861
1207,000000; 46,283995
1206,000000; 46,302363
1205,000000; 46,309798
1204,000000; 46,324230
1203,000000; 46,352457
1202,000000; 46,351537
1201,000000; 46,328966
1200,000000; 46,341572
1199,000000; 46,377651
1198,000000; 46,392034
1197,000000; 46,390787
1196,000000; 46,401867
1195,000000; 46,419712
1194,000000; 46,427299
1193,000000; 46,422410
1192,000000; 46,447512
1191,000000; 46,457992
1190,000000; 46,454799
1189,000000; 46,468649
1188,000000; 46,467547
1187,000000; 46,452821
1186,000000; 46,473184
1185,000000; 46,480318
1184,000000; 46,475488
1183,000000; 46,458813
1182,000000; 46,441778
1181,000000; 46,454251
1180,000000; 46,449201
1179,000000; 46,431132
1178,000000; 46,394219
1177,000000; 46,351255
1176,000000; 46,299099
1175,000000; 46,256528
1174,000000; 46,230079
1173,000000; 46,172293
1172,000000; 46,102673
1171,000000; 46,047265
1170,000000; 46,003397
1169,000000; 45,936774
1168,000000; 45,860621
1167,000000; 45,792022
1166,000000; 45,739259
1165,000000; 45,699040
1164,000000; 45,595651
1163,000000; 45,503144
1162,000000; 45,455718
1161,000000; 45,377382
1160,000000; 45,297005
1159,000000; 45,221043
1158,000000; 45,167270
1157,000000; 45,059828
1156,000000; 44,953538
1155,000000; 44,874735
