nm; %R
1600,000000; 44,150687
1599,000000; 44,140800
1598,000000; 44,142340
1597,000000; 44,108941
1596,000000; 44,155883
1595,000000; 44,104889
1594,000000; 44,268948
1593,000000; 44,169682
1592,000000; 44,187831
1591,000000; 44,190898
1590,000000; 44,226031
1589,000000; 44,128694
1588,000000; 44,226672
1587,000000; 44,152114
1586,000000; 44,240611
1585,000000; 44,226139
1584,000000; 44,231044
1583,000000; 44,204581
1582,000000; 44,304394
1581,000000; 44,185513
1580,000000; 44,233750
1579,000000; 44,221854
1578,000000; 44,267980
1577,000000; 44,232232
1576,000000; 44,318458
1575,000000; 44,348360
1574,000000; 44,259243
1573,000000; 44,309935
1572,000000; 44,289707
1571,000000; 44,235099
1570,000000; 44,277499
1569,000000; 44,303768
1568,000000; 44,393633
1567,000000; 44,326566
1566,000000; 44,312171
1565,000000; 44,332238
1564,000000; 44,363674
1563,000000; 44,314061
1562,000000; 44,377809
1561,000000; 44,393546
1560,000000; 44,398613
1559,000000; 44,377521
1558,000000; 44,373741
1557,000000; 44,395822
1556,000000; 44,413006
1555,000000; 44,369989
1554,000000; 44,477552
1553,000000; 44,453035
1552,000000; 44,432481
1551,000000; 44,475243
1550,000000; 44,430476
1549,000000; 44,404256
1548,000000; 44,429771
1547,000000; 44,463663
1546,000000; 44,455332
1545,000000; 44,506552
1544,000000; 44,471725
1543,000000; 44,463872
1542,000000; 44,417134
1541,000000; 44,470139
1540,000000; 44,508997
1539,000000; 44,514742
1538,000000; 44,521870
1537,000000; 44,535207
1536,000000; 44,477872
1535,000000; 44,504146
1534,000000; 44,500399
1533,000000; 44,522973
1532,000000; 44,506562
1531,000000; 44,521954
1530,000000; 44,530265
1529,000000; 44,583004
1528,000000; 44,612065
1527,000000; 44,543511
1526,000000; 44,538080
1525,000000; 44,552973
1524,000000; 44,514232
1523,000000; 44,564550
1522,000000; 44,611203
1521,000000; 44,582503
1520,000000; 44,563042
1519,000000; 44,640994
1518,000000; 44,646170
1517,000000; 44,627919
1516,000000; 44,646295
1515,000000; 44,623537
1514,000000; 44,623053
1513,000000; 44,601230
1512,000000; 44,593010
1511,000000; 44,612197
1510,000000; 44,579390
1509,000000; 44,620099
1508,000000; 44,666055
1507,000000; 44,694290
1506,000000; 44,712222
1505,000000; 44,671376
1504,000000; 44,661648
1503,000000; 44,678106
1502,000000; 44,694862
1501,000000; 44,692709
1500,000000; 44,672539
1499,000000; 44,684374
1498,000000; 44,662700
1497,000000; 44,670387
1496,000000; 44,713174
1495,000000; 44,725626
1494,000000; 44,737510
1493,000000; 44,716905
1492,000000; 44,714717
1491,000000; 44,761725
1490,000000; 44,754545
1489,000000; 44,764179
1488,000000; 44,790528
1487,000000; 44,775143
1486,000000; 44,765516
1485,000000; 44,763293
1484,000000; 44,804240
1483,000000; 44,764210
1482,000000; 44,736815
1481,000000; 44,805142
1480,000000; 44,844715
1479,000000; 44,824495
1478,000000; 44,844960
1477,000000; 44,850930
1476,000000; 44,823975
1475,000000; 44,827922
1474,000000; 44,828193
1473,000000; 44,840442
1472,000000; 44,841106
1471,000000; 44,844180
1470,000000; 44,825047
1469,000000; 44,839057
1468,000000; 44,855535
1467,000000; 44,860262
1466,000000; 44,870777
1465,000000; 44,866333
1464,000000; 44,856488
1463,000000; 44,873990
1462,000000; 44,895686
1461,000000; 44,902640
1460,000000; 44,892811
1459,000000; 44,890743
1458,000000; 44,908064
1457,000000; 44,915253
1456,000000; 44,896316
1455,000000; 44,910471
1454,000000; 44,951351
1453,000000; 44,949601
1452,000000; 44,942970
1451,000000; 44,944847
1450,000000; 44,974893
1449,000000; 45,000514
1448,000000; 44,978079
1447,000000; 44,995807
1446,000000; 45,016509
1445,000000; 44,997188
1444,000000; 45,001971
1443,000000; 45,002985
1442,000000; 45,018603
1441,000000; 45,026636
1440,000000; 45,025036
1439,000000; 45,032330
1438,000000; 45,008647
1437,000000; 45,017623
1436,000000; 45,026904
1435,000000; 45,060358
1434,000000; 45,064988
1433,000000; 45,086872
1432,000000; 45,087781
1431,000000; 45,067789
1430,000000; 45,068514
1429,000000; 45,106673
1428,000000; 45,092763
1427,000000; 45,075152
1426,000000; 45,067242
1425,000000; 45,084543
1424,000000; 45,093509
1423,000000; 45,087815
1422,000000; 45,115675
1421,000000; 45,127091
1420,000000; 45,126443
1419,000000; 45,176742
1418,000000; 45,201882
1417,000000; 45,172200
1416,000000; 45,146175
1415,000000; 45,157898
1414,000000; 45,209777
1413,000000; 45,213101
1412,000000; 45,184135
1411,000000; 45,155028
1410,000000; 45,139711
1409,000000; 45,160189
1408,000000; 45,172522
1407,000000; 45,236880
1406,000000; 45,254447
