nm; %T
1600,000000; 22,647349
1599,000000; 22,553680
1598,000000; 22,570917
1597,000000; 22,615300
1596,000000; 22,643908
1595,000000; 22,621263
1594,000000; 22,739653
1593,000000; 22,716419
1592,000000; 22,796716
1591,000000; 22,796740
1590,000000; 22,761117
1589,000000; 22,784108
1588,000000; 22,823985
1587,000000; 22,812414
1586,000000; 22,879164
1585,000000; 22,921475
1584,000000; 22,954448
1583,000000; 22,885163
1582,000000; 22,954904
1581,000000; 22,939711
1580,000000; 22,965084
1579,000000; 22,992736
1578,000000; 23,073824
1577,000000; 23,041837
1576,000000; 23,135102
1575,000000; 23,127052
1574,000000; 23,119483
1573,000000; 23,162850
1572,000000; 23,159263
1571,000000; 23,119933
1570,000000; 23,210692
1569,000000; 23,209463
1568,000000; 23,270754
1567,000000; 23,259515
1566,000000; 23,222953
1565,000000; 23,304592
1564,000000; 23,354391
1563,000000; 23,257505
1562,000000; 23,341886
1561,000000; 23,330162
1560,000000; 23,390686
1559,000000; 23,385774
1558,000000; 23,416599
1557,000000; 23,385284
1556,000000; 23,444362
1555,000000; 23,455152
1554,000000; 23,482635
1553,000000; 23,551963
1552,000000; 23,515540
1551,000000; 23,568194
1550,000000; 23,560711
1549,000000; 23,604585
1548,000000; 23,605869
1547,000000; 23,655378
1546,000000; 23,630693
1545,000000; 23,661579
1544,000000; 23,668422
1543,000000; 23,642660
1542,000000; 23,682990
1541,000000; 23,742876
1540,000000; 23,788280
1539,000000; 23,828000
1538,000000; 23,809090
1537,000000; 23,845873
1536,000000; 23,824011
1535,000000; 23,825825
1534,000000; 23,853059
1533,000000; 23,871068
1532,000000; 23,905536
1531,000000; 23,903851
1530,000000; 23,898058
1529,000000; 23,984220
1528,000000; 23,984773
1527,000000; 23,926790
1526,000000; 24,023159
1525,000000; 24,042941
1524,000000; 24,025923
1523,000000; 24,022366
1522,000000; 24,068269
1521,000000; 24,092532
1520,000000; 24,079236
1519,000000; 24,161532
1518,000000; 24,185354
1517,000000; 24,137436
1516,000000; 24,172918
1515,000000; 24,202403
1514,000000; 24,214170
1513,000000; 24,224814
1512,000000; 24,248876
1511,000000; 24,266868
1510,000000; 24,231578
1509,000000; 24,243953
1508,000000; 24,275036
1507,000000; 24,320906
1506,000000; 24,360288
1505,000000; 24,338879
1504,000000; 24,353809
1503,000000; 24,375544
1502,000000; 24,414495
1501,000000; 24,452610
1500,000000; 24,434871
1499,000000; 24,422227
1498,000000; 24,467751
1497,000000; 24,508946
1496,000000; 24,504537
1495,000000; 24,519523
1494,000000; 24,566656
1493,000000; 24,501345
1492,000000; 24,493578
1491,000000; 24,586886
1490,000000; 24,616893
1489,000000; 24,638154
1488,000000; 24,653036
1487,000000; 24,697671
1486,000000; 24,723337
1485,000000; 24,728055
1484,000000; 24,752114
1483,000000; 24,726418
1482,000000; 24,714086
1481,000000; 24,727658
1480,000000; 24,773553
1479,000000; 24,797944
1478,000000; 24,828459
1477,000000; 24,826750
1476,000000; 24,845257
1475,000000; 24,849177
1474,000000; 24,854050
1473,000000; 24,869598
1472,000000; 24,906098
1471,000000; 24,933554
1470,000000; 24,903740
1469,000000; 24,890182
1468,000000; 24,908522
1467,000000; 24,953299
1466,000000; 25,000818
1465,000000; 25,012276
1464,000000; 25,021028
1463,000000; 25,040145
1462,000000; 25,033855
1461,000000; 25,050181
1460,000000; 25,049275
1459,000000; 25,092769
1458,000000; 25,131819
1457,000000; 25,137879
1456,000000; 25,156912
1455,000000; 25,170097
1454,000000; 25,184153
1453,000000; 25,178408
1452,000000; 25,200008
1451,000000; 25,241189
1450,000000; 25,304271
1449,000000; 25,305722
1448,000000; 25,267212
1447,000000; 25,288602
1446,000000; 25,331973
1445,000000; 25,337230
1444,000000; 25,344110
1443,000000; 25,366174
1442,000000; 25,371077
1441,000000; 25,378891
1440,000000; 25,378443
1439,000000; 25,381606
1438,000000; 25,403518
1437,000000; 25,399851
1436,000000; 25,416176
1435,000000; 25,477979
1434,000000; 25,515528
1433,000000; 25,558983
1432,000000; 25,577487
1431,000000; 25,572452
1430,000000; 25,547689
1429,000000; 25,567417
1428,000000; 25,589918
1427,000000; 25,595013
1426,000000; 25,603037
1425,000000; 25,626343
1424,000000; 25,648306
1423,000000; 25,673412
1422,000000; 25,700255
1421,000000; 25,696623
1420,000000; 25,696452
1419,000000; 25,714936
1418,000000; 25,783637
1417,000000; 25,803779
1416,000000; 25,781293
1415,000000; 25,800864
1414,000000; 25,835704
1413,000000; 25,830198
1412,000000; 25,816881
1411,000000; 25,853092
1410,000000; 25,878242
1409,000000; 25,890486
