nm; %R
1600,000000; 52,653819
1599,000000; 52,657291
1598,000000; 52,680762
1597,000000; 52,774358
1596,000000; 52,801626
1595,000000; 52,818907
1594,000000; 52,979734
1593,000000; 52,908630
1592,000000; 53,040091
1591,000000; 53,030579
1590,000000; 53,117318
1589,000000; 53,097924
1588,000000; 53,182686
1587,000000; 53,213250
1586,000000; 53,274803
1585,000000; 53,389131
1584,000000; 53,356550
1583,000000; 53,443136
1582,000000; 53,518447
1581,000000; 53,541249
1580,000000; 53,593561
1579,000000; 53,630541
1578,000000; 53,687355
1577,000000; 53,744859
1576,000000; 53,817748
1575,000000; 53,870683
1574,000000; 53,887796
1573,000000; 53,958000
1572,000000; 53,978348
1571,000000; 54,038287
1570,000000; 54,038430
1569,000000; 54,143145
1568,000000; 54,208074
1567,000000; 54,182134
1566,000000; 54,239743
1565,000000; 54,266376
1564,000000; 54,346559
1563,000000; 54,355452
1562,000000; 54,429325
1561,000000; 54,541023
1560,000000; 54,627053
1559,000000; 54,597836
1558,000000; 54,643491
1557,000000; 54,722301
1556,000000; 54,793570
1555,000000; 54,868790
1554,000000; 54,936931
1553,000000; 54,956177
1552,000000; 54,989604
1551,000000; 54,997337
1550,000000; 55,041858
1549,000000; 55,087945
1548,000000; 55,194892
1547,000000; 55,216509
1546,000000; 55,264963
1545,000000; 55,299271
1544,000000; 55,341242
1543,000000; 55,381186
1542,000000; 55,450061
1541,000000; 55,483856
1540,000000; 55,553408
1539,000000; 55,677850
1538,000000; 55,708498
1537,000000; 55,705710
1536,000000; 55,724758
1535,000000; 55,783622
1534,000000; 55,804251
1533,000000; 55,891225
1532,000000; 55,932087
1531,000000; 55,956932
1530,000000; 56,006021
1529,000000; 56,068607
1528,000000; 56,141759
1527,000000; 56,142089
1526,000000; 56,216259
1525,000000; 56,256002
1524,000000; 56,306152
1523,000000; 56,392007
1522,000000; 56,442718
1521,000000; 56,473535
1520,000000; 56,446639
1519,000000; 56,555927
1518,000000; 56,608718
1517,000000; 56,648167
1516,000000; 56,725202
1515,000000; 56,751742
1514,000000; 56,788271
1513,000000; 56,804209
1512,000000; 56,816673
1511,000000; 56,908262
1510,000000; 56,936590
1509,000000; 56,988174
1508,000000; 57,054984
1507,000000; 57,114596
1506,000000; 57,176802
1505,000000; 57,219965
1504,000000; 57,249974
1503,000000; 57,282448
1502,000000; 57,334731
1501,000000; 57,385466
1500,000000; 57,428688
1499,000000; 57,469651
1498,000000; 57,489073
1497,000000; 57,516440
1496,000000; 57,608750
1495,000000; 57,698791
1494,000000; 57,722313
1493,000000; 57,718736
1492,000000; 57,779360
1491,000000; 57,843885
1490,000000; 57,877629
1489,000000; 57,932485
1488,000000; 57,961179
1487,000000; 58,002919
1486,000000; 58,079624
1485,000000; 58,144953
1484,000000; 58,177039
1483,000000; 58,180854
1482,000000; 58,238169
1481,000000; 58,309215
1480,000000; 58,362930
1479,000000; 58,388163
1478,000000; 58,439867
1477,000000; 58,476771
1476,000000; 58,486234
1475,000000; 58,500808
1474,000000; 58,553834
1473,000000; 58,625135
1472,000000; 58,680823
