nm; %R
1600,000000; 35,687745
1599,000000; 35,766599
1598,000000; 35,681588
1597,000000; 35,722904
1596,000000; 35,727313
1595,000000; 35,753325
1594,000000; 35,923515
1593,000000; 35,806383
1592,000000; 35,834349
1591,000000; 35,889005
1590,000000; 35,865342
1589,000000; 35,921347
1588,000000; 35,981260
1587,000000; 35,964557
1586,000000; 36,063721
1585,000000; 36,086665
1584,000000; 36,114410
1583,000000; 36,125015
1582,000000; 36,185732
1581,000000; 36,107234
1580,000000; 36,157249
1579,000000; 36,151719
1578,000000; 36,196659
1577,000000; 36,156764
1576,000000; 36,249409
1575,000000; 36,283039
1574,000000; 36,315542
1573,000000; 36,393653
1572,000000; 36,308977
1571,000000; 36,356332
1570,000000; 36,370933
1569,000000; 36,403237
1568,000000; 36,491983
1567,000000; 36,524978
1566,000000; 36,507807
1565,000000; 36,501682
1564,000000; 36,511844
1563,000000; 36,536451
1562,000000; 36,590728
1561,000000; 36,643219
1560,000000; 36,652883
1559,000000; 36,651744
1558,000000; 36,640101
1557,000000; 36,642837
1556,000000; 36,783125
1555,000000; 36,803341
1554,000000; 36,827619
1553,000000; 36,837042
1552,000000; 36,834460
1551,000000; 36,885941
1550,000000; 36,816435
1549,000000; 36,886895
1548,000000; 36,972804
1547,000000; 36,968353
1546,000000; 36,984976
1545,000000; 37,015037
1544,000000; 36,976692
1543,000000; 37,010688
1542,000000; 36,978948
1541,000000; 37,042879
1540,000000; 37,111804
1539,000000; 37,161803
1538,000000; 37,180320
1537,000000; 37,177497
1536,000000; 37,214565
1535,000000; 37,202606
1534,000000; 37,210876
1533,000000; 37,257563
1532,000000; 37,320937
1531,000000; 37,318012
1530,000000; 37,318892
1529,000000; 37,343804
1528,000000; 37,386919
1527,000000; 37,363211
1526,000000; 37,402916
1525,000000; 37,401809
1524,000000; 37,453639
1523,000000; 37,454162
1522,000000; 37,500375
1521,000000; 37,559081
1520,000000; 37,532332
1519,000000; 37,553024
1518,000000; 37,589734
1517,000000; 37,579884
1516,000000; 37,673419
1515,000000; 37,671758
1514,000000; 37,702107
1513,000000; 37,641674
1512,000000; 37,661263
1511,000000; 37,749034
1510,000000; 37,726771
1509,000000; 37,745736
1508,000000; 37,801599
1507,000000; 37,839594
1506,000000; 37,869535
1505,000000; 37,865063
1504,000000; 37,873996
1503,000000; 37,923367
1502,000000; 37,897004
1501,000000; 37,904817
1500,000000; 37,960370
1499,000000; 38,016470
1498,000000; 37,962733
1497,000000; 37,984774
1496,000000; 38,078665
1495,000000; 38,064010
1494,000000; 38,101825
1493,000000; 38,139017
1492,000000; 38,133438
1491,000000; 38,170287
1490,000000; 38,189440
1489,000000; 38,195542
1488,000000; 38,235206
1487,000000; 38,268662
1486,000000; 38,287220
1485,000000; 38,294808
1484,000000; 38,343570
1483,000000; 38,320687
1482,000000; 38,345948
1481,000000; 38,415463
1480,000000; 38,430269
1479,000000; 38,414170
1478,000000; 38,478712
1477,000000; 38,509155
1476,000000; 38,460119
1475,000000; 38,495751
1474,000000; 38,533912
1473,000000; 38,548304
1472,000000; 38,584693
1471,000000; 38,597900
1470,000000; 38,595510
1469,000000; 38,601278
1468,000000; 38,613525
1467,000000; 38,630145
1466,000000; 38,690124
1465,000000; 38,742334
1464,000000; 38,745295
1463,000000; 38,770139
1462,000000; 38,792001
1461,000000; 38,811941
1460,000000; 38,822285
1459,000000; 38,826877
1458,000000; 38,842726
1457,000000; 38,870663
1456,000000; 38,874257
1455,000000; 38,873290
1454,000000; 38,949915
1453,000000; 38,973407
1452,000000; 38,952630
1451,000000; 38,997828
1450,000000; 39,042838
1449,000000; 39,068490
1448,000000; 39,080252
1447,000000; 39,077914
1446,000000; 39,115624
1445,000000; 39,125865
1444,000000; 39,136357
1443,000000; 39,142992
1442,000000; 39,194702
1441,000000; 39,250553
1440,000000; 39,245731
1439,000000; 39,251854
1438,000000; 39,223053
1437,000000; 39,216585
1436,000000; 39,258076
1435,000000; 39,321805
