nm; %T
1600,000000; 22,160841
1599,000000; 22,236343
1598,000000; 22,240723
1597,000000; 22,221930
1596,000000; 22,298875
1595,000000; 22,276194
1594,000000; 22,376461
1593,000000; 22,287508
1592,000000; 22,386136
1591,000000; 22,331089
1590,000000; 22,347271
1589,000000; 22,391519
1588,000000; 22,392665
1587,000000; 22,397462
1586,000000; 22,504265
1585,000000; 22,457060
1584,000000; 22,446583
1583,000000; 22,415439
1582,000000; 22,498523
1581,000000; 22,520628
1580,000000; 22,453752
1579,000000; 22,595870
1578,000000; 22,548313
1577,000000; 22,504313
1576,000000; 22,607489
1575,000000; 22,612484
1574,000000; 22,630942
1573,000000; 22,673488
1572,000000; 22,661846
1571,000000; 22,642563
1570,000000; 22,676621
1569,000000; 22,695084
1568,000000; 22,770156
1567,000000; 22,757999
1566,000000; 22,695675
1565,000000; 22,762520
1564,000000; 22,786586
1563,000000; 22,777943
1562,000000; 22,799008
1561,000000; 22,810925
1560,000000; 22,844526
1559,000000; 22,771533
1558,000000; 22,859459
1557,000000; 22,898650
1556,000000; 22,847556
1555,000000; 22,912537
1554,000000; 22,991590
1553,000000; 22,955820
1552,000000; 22,954724
1551,000000; 22,956894
1550,000000; 22,946980
1549,000000; 22,970775
1548,000000; 23,007922
1547,000000; 23,039666
1546,000000; 23,046599
1545,000000; 23,082802
1544,000000; 23,033711
1543,000000; 23,072004
1542,000000; 23,062076
1541,000000; 23,078801
1540,000000; 23,138620
1539,000000; 23,196257
1538,000000; 23,151981
1537,000000; 23,148667
1536,000000; 23,158187
1535,000000; 23,203988
1534,000000; 23,179732
1533,000000; 23,214433
1532,000000; 23,211618
1531,000000; 23,207110
1530,000000; 23,263805
1529,000000; 23,312348
1528,000000; 23,294018
1527,000000; 23,274147
1526,000000; 23,339938
1525,000000; 23,305899
1524,000000; 23,312472
1523,000000; 23,352241
1522,000000; 23,370785
1521,000000; 23,411907
1520,000000; 23,412933
1519,000000; 23,469421
1518,000000; 23,471329
1517,000000; 23,425726
1516,000000; 23,484496
1515,000000; 23,503137
1514,000000; 23,472409
1513,000000; 23,500613
