nm; %R
1334,000000; 47,720438
1333,000000; 47,730933
1332,000000; 47,768991
1331,000000; 47,752286
1330,000000; 47,791042
1329,000000; 47,807405
1328,000000; 47,841843
1327,000000; 47,799142
1326,000000; 47,811607
1325,000000; 47,894335
1324,000000; 47,837646
1323,000000; 47,866786
1322,000000; 47,885489
1321,000000; 47,901014
1320,000000; 47,946452
1319,000000; 47,928309
1318,000000; 47,919246
1317,000000; 47,947285
1316,000000; 47,957232
1315,000000; 47,968094
1314,000000; 47,970563
1313,000000; 48,020841
1312,000000; 48,020232
1311,000000; 47,989623
1310,000000; 48,007717
1309,000000; 48,065528
1308,000000; 48,082700
1307,000000; 48,081379
1306,000000; 48,051852
1305,000000; 48,056552
1304,000000; 48,048317
1303,000000; 48,085018
1302,000000; 48,096851
1301,000000; 48,121086
1300,000000; 48,127062
1299,000000; 48,113878
1298,000000; 48,143896
1297,000000; 48,154921
1296,000000; 48,176221
1295,000000; 48,181516
1294,000000; 48,185998
1293,000000; 48,171730
1292,000000; 48,216288
1291,000000; 48,224065
1290,000000; 48,226272
1289,000000; 48,237104
1288,000000; 48,232594
1287,000000; 48,275392
1286,000000; 48,278541
1285,000000; 48,288237
1284,000000; 48,303778
1283,000000; 48,290494
1282,000000; 48,304851
1281,000000; 48,340109
1280,000000; 48,361882
1279,000000; 48,354893
1278,000000; 48,334833
1277,000000; 48,353566
1276,000000; 48,371631
1275,000000; 48,369211
1274,000000; 48,353303
1273,000000; 48,381363
1272,000000; 48,398124
1271,000000; 48,425409
1270,000000; 48,425393
1269,000000; 48,442176
1268,000000; 48,438594
1267,000000; 48,446902
1266,000000; 48,438115
1265,000000; 48,444561
1264,000000; 48,459545
1263,000000; 48,456118
1262,000000; 48,485778
1261,000000; 48,460241
1260,000000; 48,466053
1259,000000; 48,476490
1258,000000; 48,488760
1257,000000; 48,509080
1256,000000; 48,507188
1255,000000; 48,525180
1254,000000; 48,520358
1253,000000; 48,531674
1252,000000; 48,540697
1251,000000; 48,537885
1250,000000; 48,541113
1249,000000; 48,506718
1248,000000; 48,558632
1247,000000; 48,580500
1246,000000; 48,571226
1245,000000; 48,551927
