5,245513e+002;1,326327e-001
5,264797e+002;2,204552e-001
5,284083e+002;1,539889e-001
5,303367e+002;3,160481e-002
5,322653e+002;-1,860066e-003
5,341937e+002;3,701039e-002
5,361223e+002;5,761245e-002
5,380507e+002;5,099482e-002
5,399792e+002;6,562196e-002
5,419077e+002;5,833971e-002
5,438362e+002;1,937935e-002
5,457647e+002;4,109102e-002
5,476932e+002;5,587593e-002
5,496217e+002;3,037557e-002
5,515502e+002;1,764898e-002
5,534787e+002;3,112831e-002
5,554072e+002;2,293270e-002
5,573357e+002;1,417149e-002
5,592642e+002;1,456220e-002
5,611927e+002;3,583123e-002
5,631212e+002;4,671402e-002
5,650497e+002;3,814129e-002
5,669782e+002;2,521842e-002
5,689067e+002;2,222066e-002
5,708352e+002;1,938749e-002
5,727637e+002;1,569273e-002
5,746922e+002;2,323866e-002
5,766207e+002;3,621332e-002
5,785492e+002;2,266776e-002
5,804777e+002;2,390371e-002
5,824062e+002;2,268605e-002
5,843347e+002;1,141954e-002
5,862632e+002;1,510133e-002
5,881917e+002;2,946634e-002
5,901202e+002;3,973031e-002
5,920486e+002;3,576884e-002
5,939772e+002;2,497644e-002
5,959056e+002;2,438927e-002
5,978342e+002;2,718591e-002
5,997626e+002;2,493787e-002
6,016912e+002;2,459831e-002
6,036196e+002;2,127912e-002
6,055482e+002;2,111303e-002
6,074766e+002;2,236513e-002
6,094052e+002;2,039963e-002
6,113336e+002;2,096724e-002
6,132621e+002;2,704811e-002
6,151906e+002;2,952933e-002
6,171191e+002;2,645063e-002
6,190476e+002;2,571077e-002
6,209761e+002;2,929007e-002
6,229046e+002;2,718591e-002
6,248331e+002;2,471131e-002
6,267616e+002;2,940032e-002
6,286901e+002;3,093777e-002
6,306186e+002;2,510782e-002
6,325471e+002;2,049719e-002
6,344756e+002;2,437742e-002
6,364041e+002;2,775900e-002
6,383326e+002;2,625872e-002
6,402611e+002;2,441468e-002
6,421896e+002;2,576287e-002
6,441181e+002;2,243784e-002
6,460466e+002;2,037640e-002
6,479751e+002;2,009805e-002
6,499036e+002;2,055009e-002
6,518321e+002;2,205407e-002
6,537606e+002;2,378119e-002
6,556891e+002;2,441002e-002
6,576176e+002;2,408106e-002
6,595461e+002;2,440781e-002
6,614745e+002;2,550730e-002
6,634031e+002;2,641447e-002
6,653315e+002;2,567041e-002
6,672601e+002;2,468149e-002
6,691885e+002;2,597662e-002
6,711171e+002;2,629297e-002
6,730455e+002;2,662797e-002
6,749741e+002;2,656210e-002
6,769025e+002;2,625259e-002
6,788311e+002;2,747924e-002
6,807595e+002;2,826930e-002
6,826880e+002;2,773685e-002
6,846165e+002;2,715529e-002
6,865450e+002;2,702526e-002
6,884735e+002;2,788010e-002
6,904020e+002;2,839503e-002
6,923305e+002;2,798614e-002
6,942590e+002;2,817882e-002
6,961875e+002;2,885887e-002
6,981160e+002;2,889457e-002
7,000445e+002;2,883635e-002
7,019730e+002;2,936685e-002
7,039015e+002;3,023626e-002
7,058300e+002;3,082759e-002
7,077585e+002;3,044028e-002
7,096870e+002;2,841983e-002
7,116155e+002;2,469801e-002
7,135440e+002;1,944404e-002
7,154725e+002;1,761927e-002
7,174010e+002;1,970359e-002
7,193295e+002;1,992381e-002
7,212580e+002;1,978483e-002
