5,245513e+002;3,099203e-002
5,264797e+002;2,108363e-001
5,284083e+002;9,866515e-002
5,303367e+002;-2,282917e-002
5,322653e+002;-7,854862e-002
5,341937e+002;-6,547949e-002
5,361223e+002;-5,202441e-002
5,380507e+002;-1,743258e-002
5,399792e+002;1,137375e-002
5,419077e+002;-2,564789e-002
5,438362e+002;-4,161351e-002
5,457647e+002;-1,266097e-002
5,476932e+002;-7,642648e-003
5,496217e+002;8,593584e-003
5,515502e+002;2,746007e-002
5,534787e+002;2,064192e-002
5,554072e+002;1,246170e-002
5,573357e+002;8,018821e-003
5,592642e+002;1,257433e-003
5,611927e+002;3,057113e-002
5,631212e+002;3,481756e-002
5,650497e+002;1,288418e-002
5,669782e+002;3,170344e-003
5,689067e+002;8,468320e-003
5,708352e+002;8,872256e-003
5,727637e+002;6,443293e-003
5,746922e+002;2,417921e-002
5,766207e+002;2,512172e-002
5,785492e+002;2,148124e-002
5,804777e+002;2,724969e-002
5,824062e+002;1,959359e-002
5,843347e+002;1,398315e-002
5,862632e+002;2,186388e-002
5,881917e+002;2,135224e-002
5,901202e+002;1,632195e-002
5,920486e+002;2,281936e-002
5,939772e+002;2,962665e-002
5,959056e+002;2,765771e-002
5,978342e+002;2,630487e-002
5,997626e+002;2,259711e-002
6,016912e+002;2,239203e-002
6,036196e+002;2,461942e-002
6,055482e+002;2,864586e-002
6,074766e+002;3,140317e-002
6,094052e+002;2,485036e-002
6,113336e+002;2,308328e-002
6,132621e+002;2,732992e-002
6,151906e+002;2,284591e-002
6,171191e+002;2,026893e-002
6,190476e+002;2,369762e-002
6,209761e+002;2,388396e-002
6,229046e+002;2,441100e-002
6,248331e+002;2,451637e-002
6,267616e+002;2,568240e-002
6,286901e+002;2,756040e-002
6,306186e+002;2,572613e-002
6,325471e+002;2,652973e-002
6,344756e+002;2,848018e-002
6,364041e+002;2,699737e-002
6,383326e+002;2,715352e-002
6,402611e+002;2,911592e-002
6,421896e+002;2,858870e-002
6,441181e+002;2,418751e-002
6,460466e+002;2,278148e-002
6,479751e+002;2,325191e-002
6,499036e+002;2,315534e-002
6,518321e+002;2,260284e-002
6,537606e+002;2,267506e-002
6,556891e+002;2,279656e-002
6,576176e+002;2,393511e-002
6,595461e+002;2,538806e-002
6,614745e+002;2,456900e-002
6,634031e+002;2,345334e-002
6,653315e+002;2,403834e-002
6,672601e+002;2,357499e-002
6,691885e+002;2,498153e-002
6,711171e+002;2,565832e-002
6,730455e+002;2,524125e-002
6,749741e+002;2,528996e-002
6,769025e+002;2,512492e-002
6,788311e+002;2,554269e-002
6,807595e+002;2,670425e-002
6,826880e+002;2,745873e-002
6,846165e+002;2,771831e-002
6,865450e+002;2,736090e-002
6,884735e+002;2,668829e-002
6,904020e+002;2,680003e-002
6,923305e+002;2,750282e-002
6,942590e+002;2,829734e-002
6,961875e+002;2,839333e-002
6,981160e+002;2,813961e-002
7,000445e+002;2,856708e-002
7,019730e+002;2,909683e-002
7,039015e+002;2,995235e-002
7,058300e+002;3,128468e-002
7,077585e+002;3,152015e-002
7,096870e+002;2,945854e-002
7,116155e+002;2,555200e-002
7,135440e+002;2,108166e-002
7,154725e+002;1,997040e-002
7,174010e+002;2,105658e-002
7,193295e+002;2,030264e-002
7,212580e+002;1,958256e-002
7,231865e+002;2,155189e-002
7,251150e+002;2,393448e-002
7,270435e+002;2,510712e-002
7,289720e+002;2,609011e-002
7,309005e+002;2,609602e-002
7,328290e+002;2,577524e-002
7,347574e+002;2,678023e-002
7,366860e+002;2,716601e-002
7,386144e+002;2,706990e-002
7,405430e+002;2,683559e-002
7,424714e+002;2,565579e-002
7,444000e+002;2,376828e-002
7,463284e+002;2,131866e-002
7,482570e+002;2,101787e-002
7,501854e+002;2,303293e-002
